PropType,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,820.0,Ranch,1.0,1950.0,7.0,2088.0,1,3.0,1.0,0.0,16080.0,2019-10-09,182000.0
Residential,1400.0,Res O/S A & 1/2,1.0,1924.0,6.0,1104.0,1,3.0,1.0,0.0,16060.0,2021-09-27,111500.0
Residential,440.0,Colonial,2.0,1985.0,7.0,1857.0,1,3.0,2.0,1.0,16042.0,2020-09-01,255000.0
Commercial,6226.0,Laundromat,1.0,1965.0,0.0,4965.0,1,0.0,0.0,0.0,16022.0,2020-09-04,325000.0
Commercial,6460.0,Office Building - Class B,5.0,1999.0,0.0,73250.0,46,0.0,0.0,0.0,16000.0,2020-09-30,6250000.0
Residential,1040.0,Ranch,1.0,1955.0,5.0,1025.0,1,3.0,1.0,0.0,15982.0,2019-06-20,110000.0
Residential,820.0,Cape Cod,1.0,1954.0,5.0,1253.0,1,3.0,2.0,0.0,15960.0,2020-10-12,225000.0
Residential,40.0,Colonial,2.0,2006.0,8.0,2279.0,1,4.0,2.0,1.0,15938.0,2021-07-26,370000.0
Residential,240.0,Colonial,2.0,2002.0,7.0,2236.0,1,4.0,2.0,1.0,15918.0,2020-10-16,330000.0
Residential,2140.0,Ranch,1.0,1953.0,6.0,2138.0,1,2.0,2.0,1.0,15900.0,2020-10-15,360000.0
Residential,2140.0,Ranch,1.0,1953.0,6.0,1805.0,1,3.0,1.0,1.0,15900.0,2020-09-11,285000.0
Residential,240.0,Colonial,2.0,2001.0,8.0,2484.0,1,4.0,2.0,2.0,15876.0,2020-08-05,300000.0
Residential,4780.0,Ranch,1.0,1955.0,6.0,1420.0,1,3.0,2.0,0.0,15871.0,2020-10-06,220000.0
Commercial,6284.0,Sit Down Restaurant,2.0,1910.0,0.0,5297.0,3,4.0,0.0,0.0,15870.0,2019-08-15,245000.0
Residential,600.0,Ranch,1.0,1949.0,6.0,1066.0,1,3.0,2.0,0.0,15840.0,2020-09-28,155000.0
Residential,4340.0,Ranch,1.0,1954.0,5.0,1469.0,1,3.0,2.0,0.0,15750.0,2020-08-06,239900.0
Residential,440.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15746.0,2020-07-29,35000.0
Residential,2940.0,Duplex O/S,1.5,1891.0,11.0,2128.0,2,5.0,2.0,0.0,15730.0,2021-02-19,62000.0
Residential,4660.0,Ranch,1.0,1999.0,6.0,1895.0,1,3.0,2.0,1.0,15730.0,2021-11-01,400000.0
Residential,4840.0,Ranch,1.0,1964.0,5.0,1171.0,1,3.0,1.0,1.0,15690.0,2020-05-05,189900.0
Residential,4780.0,Cape Cod,1.0,1936.0,8.0,2044.0,1,4.0,2.0,0.0,15660.0,2020-11-19,294900.0
Lg Apartment,6674.0,Townhouse Apartment,2.0,1970.0,0.0,7335.0,6,0.0,0.0,0.0,15635.0,2020-11-05,375000.0
Lg Apartment,6979.0,AP4 (Conv Apt with 21 or more Units),3.0,1970.0,0.0,28593.0,31,2.0,0.0,0.0,15634.0,2019-12-06,3450000.0
Lg Apartment,6979.0,AP4 (Conv Apt with 21 or more Units),3.0,1970.0,0.0,28593.0,31,1.0,0.0,0.0,15634.0,2019-12-06,3450000.0
Lg Apartment,6979.0,AP4 (Conv Apt with 21 or more Units),3.0,1970.0,0.0,28593.0,31,2.0,0.0,0.0,15634.0,2019-12-06,3450000.0
Residential,440.0,Colonial,2.0,1999.0,8.0,2589.0,1,4.0,2.0,1.0,15602.0,2019-06-28,300000.0
Residential,1040.0,Cape Cod,1.0,1942.0,5.0,1012.0,1,3.0,1.0,0.0,15600.0,2019-01-30,147000.0
Lg Apartment,6867.0,AP3 (Conventional Apt with 12-20 Units),2.0,1954.0,0.0,6300.0,12,0.0,0.0,0.0,15588.0,2020-05-27,450000.0
Residential,360.0,Ranch,1.0,1956.0,6.0,1048.0,1,3.0,1.0,0.0,15552.0,2021-08-31,165000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,1999.0,0.0,1714.0,2,0.0,0.0,0.0,15535.0,2020-07-28,800000.0
Residential,4620.0,Cape Cod,1.0,1939.0,7.0,1348.0,1,3.0,2.0,0.0,15512.0,2020-01-21,190000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1928.0,0.0,13335.0,18,0.0,0.0,0.0,15508.0,2020-11-20,483300.0
Residential,4660.0,Cape Cod,1.0,1940.0,6.0,1509.0,1,3.0,1.0,1.0,15504.0,2020-09-18,165000.0
Residential,1040.0,Ranch,1.0,1948.0,5.0,1080.0,1,3.0,1.0,0.0,15500.0,2019-09-16,122000.0
Residential,4800.0,Cape Cod,1.0,1948.0,5.0,960.0,1,3.0,2.0,0.0,15480.0,2021-10-08,230000.0
Commercial,6230.0,"Custard Stand, Drive-In",1.0,1952.0,0.0,782.0,1,0.0,0.0,0.0,15480.0,2020-08-28,699500.0
Lg Apartment,6670.0,Townhouse Apartment,2.0,1947.0,0.0,7616.0,8,0.0,0.0,0.0,15480.0,2020-10-01,450000.0
Residential,4780.0,Bi-Level,1.0,1973.0,6.0,1952.0,1,3.0,1.0,1.0,15480.0,2020-12-23,275000.0
Residential,2100.0,Ranch,1.0,1952.0,4.0,1008.0,1,2.0,1.0,0.0,15465.0,2019-06-13,150500.0
Residential,780.0,Duplex-Cottage,2.0,1890.0,8.0,2466.0,2,3.0,2.0,0.0,15431.0,2019-05-24,134500.0
Residential,2840.0,Multiple Residential Bldgs,1.5,1924.0,12.0,4108.0,3,4.0,3.0,0.0,15423.0,2019-04-11,80000.0
Residential,4340.0,Colonial,2.0,1949.0,8.0,2112.0,1,4.0,2.0,1.0,15410.0,2020-05-11,256000.0
Residential,780.0,Cape Cod,1.5,1998.0,8.0,2080.0,1,3.0,3.0,1.0,15390.0,2021-11-05,360000.0
Residential,780.0,Cape Cod,1.5,1998.0,8.0,2080.0,1,3.0,1.0,1.0,15390.0,2019-10-14,260000.0
Residential,1200.0,Ranch,1.0,1955.0,5.0,1082.0,1,3.0,1.0,0.0,15360.0,2021-05-21,80000.0
Lg Apartment,6850.0,AP1 (Conventional Apt with 4-6 Units),2.0,1961.0,0.0,4778.0,6,0.0,0.0,0.0,15340.0,2020-10-08,475000.0
Residential,240.0,Unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15280.0,2021-01-18,47400.0
Residential,2140.0,Ranch,1.0,1954.0,6.0,1946.0,1,2.0,3.0,0.0,15264.0,2020-09-09,390000.0
Lg Apartment,6674.0,Townhouse Apartment,2.0,1966.0,0.0,7398.0,6,3.0,0.0,0.0,15246.0,2019-08-15,380000.0
Residential,480.0,Ranch,1.0,1972.0,5.0,1343.0,1,3.0,2.0,0.0,15237.0,2020-02-25,166000.0
Commercial,6230.0,Used Car Sale,1.0,1969.0,0.0,1600.0,41,0.0,0.0,0.0,15180.0,2019-04-10,215000.0
Residential,4860.0,Residence O/S,1.0,1933.0,5.0,1192.0,1,3.0,1.0,0.0,15180.0,2019-05-10,187000.0
Lg Apartment,6671.0,AP1 (Conventional Apt with 4-6 Units),2.0,1947.0,0.0,3625.0,4,0.0,0.0,0.0,15120.0,2020-11-27,188000.0
Residential,3320.0,Dplx Bungalow,2.0,1928.0,12.0,2680.0,2,5.0,2.0,0.0,15105.0,2019-08-09,298000.0
Lg Apartment,6977.0,AP4 (Conv Apt with 21 or more Units),3.0,1965.0,0.0,27660.0,33,0.0,0.0,0.0,15100.0,2021-06-04,2990000.0
Commercial,6418.0,Svc Station w Conv and Restaurant,1.0,2001.0,0.0,2154.0,2,0.0,0.0,0.0,15070.0,2021-07-01,680000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1926.0,0.0,13410.0,12,0.0,0.0,0.0,15027.0,2020-11-13,570000.0
Lg Apartment,6875.0,AP3 (Conventional Apt with 12-20 Units),3.0,1926.0,0.0,13410.0,12,3.0,0.0,0.0,15027.0,2019-02-27,381500.0
Commercial,6206.0,"Store Building - Single tenant, 1 story",1.0,1994.0,0.0,1712.0,1,0.0,0.0,0.0,15002.0,2021-01-25,175000.0
Residential,3320.0,Colonial,2.0,1896.0,8.0,2463.0,1,3.0,1.0,1.0,15000.0,2021-07-09,426000.0
Residential,440.0,Colonial,2.0,2001.0,9.0,2604.0,1,4.0,2.0,1.0,15000.0,2020-09-28,375000.0
Lg Apartment,6612.0,AP1 (Conventional Apt with 4-6 Units),2.0,1961.0,0.0,5318.0,6,3.0,0.0,0.0,15000.0,2019-11-08,187000.0
Lg Apartment,6612.0,AP1 (Conventional Apt with 4-6 Units),2.0,1961.0,0.0,5318.0,6,2.0,0.0,0.0,15000.0,2019-11-08,187000.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),3.0,1969.0,0.0,24554.0,36,1.0,0.0,0.0,15000.0,2019-09-30,2300000.0
Residential,4780.0,Res O/S A & 1/2,1.0,1931.0,6.0,1103.0,1,3.0,1.0,0.0,14960.0,2020-12-01,169000.0
Commercial,6266.0,"Store Building - Single tenant, 1 story",1.0,1969.0,0.0,3097.0,1,0.0,0.0,0.0,14925.0,2019-04-23,225000.0
Commercial,6238.0,Service Building,2.0,1916.0,0.0,4941.0,9,0.0,0.0,0.0,14880.0,2019-08-20,130000.0
Residential,240.0,Townhouse,2.0,1978.0,10.0,2451.0,2,6.0,2.0,2.0,14879.0,2021-03-04,168500.0
Residential,240.0,Townhouse,2.0,1978.0,10.0,2451.0,2,6.0,2.0,2.0,14879.0,2020-09-18,138000.0
Lg Apartment,6674.0,AP2 (Conventional Apt with 7-11 Units),2.0,1960.0,0.0,6528.0,8,0.0,0.0,0.0,14838.0,2020-04-30,400000.0
Residential,360.0,Ranch,1.0,1957.0,5.0,1093.0,1,3.0,1.0,0.0,14785.0,2019-05-31,99900.0
Residential,2100.0,Duplex N/S,2.0,1951.0,9.0,2270.0,2,4.0,4.0,0.0,14760.0,2021-08-18,285000.0
Residential,1680.0,Ranch,1.0,1952.0,7.0,1835.0,1,3.0,1.0,0.0,14760.0,2019-11-15,85000.0
Lg Apartment,6674.0,AP1 (Conventional Apt with 4-6 Units),2.0,1959.0,0.0,5270.0,6,0.0,0.0,0.0,14726.0,2021-06-30,375000.0
Residential,1020.0,Ranch,1.0,1954.0,5.0,1021.0,1,3.0,1.0,1.0,14715.0,2020-12-09,158000.0
Residential,1020.0,Ranch,1.0,1954.0,5.0,1021.0,1,3.0,1.0,0.0,14715.0,2019-06-28,131500.0
Commercial,6418.0,Svs Station w Conv Store,1.0,1970.0,0.0,1925.0,1,0.0,0.0,0.0,14700.0,2020-05-01,607400.0
Lg Apartment,6650.0,AP2 (Conventional Apt with 7-11 Units),2.0,1959.0,0.0,7572.0,8,0.0,0.0,0.0,14672.0,2020-11-30,477500.0
Commercial,6275.0,Parking Lot,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,14606.0,2019-01-14,450000.0
Residential,480.0,Ranch,1.0,2003.0,7.0,2184.0,1,3.0,2.0,0.0,14578.0,2019-06-18,291000.0
Residential,3060.0,Triplex,2.0,1899.0,16.0,7723.0,3,7.0,5.0,1.0,14574.0,2019-05-03,730000.0
Commercial,6288.0,Office Building - Multi Story ( Ofc & Apt),2.0,1966.0,0.0,11657.0,31,2.0,0.0,0.0,14568.0,2020-06-15,675000.0
Residential,2140.0,Cape Cod,1.0,1949.0,9.0,2905.0,1,4.0,3.0,0.0,14560.0,2019-02-25,500000.0
Residential,800.0,Colonial,2.0,1996.0,9.0,3017.0,1,4.0,2.0,1.0,14491.0,2021-06-16,410000.0
Residential,4840.0,Ranch,1.0,1965.0,6.0,1659.0,1,3.0,1.0,2.0,14488.0,2021-07-12,325000.0
Lg Apartment,6620.0,AP1 (Conventional Apt with 4-6 Units),2.0,1960.0,0.0,4202.0,4,0.0,0.0,0.0,14480.0,2021-07-09,322500.0
Lg Apartment,6671.0,AP1 (Conventional Apt with 4-6 Units),3.0,1950.0,0.0,6103.0,6,0.0,0.0,0.0,14448.0,2021-07-30,260000.0
Residential,800.0,Colonial,2.0,2002.0,8.0,2365.0,1,4.0,2.0,1.0,14445.0,2021-06-21,358000.0
Residential,800.0,Colonial,2.0,2004.0,10.0,2480.0,1,4.0,2.0,1.0,14445.0,2020-09-15,371100.0
Residential,800.0,Ranch,1.0,2002.0,7.0,1972.0,1,3.0,2.0,0.0,14445.0,2019-05-31,257500.0
Residential,4660.0,Ranch,1.0,1958.0,5.0,1195.0,1,3.0,1.0,1.0,14437.0,2020-10-16,192000.0
Residential,4740.0,Ranch,1.0,1949.0,5.0,1170.0,1,2.0,1.0,1.0,14417.0,2020-11-03,175000.0
Residential,2140.0,Ranch,1.0,1955.0,6.0,1736.0,1,3.0,1.0,1.0,14400.0,2021-04-02,290760.0
Residential,4740.0,Ranch,1.0,1952.0,6.0,1398.0,1,3.0,1.0,0.0,14400.0,2021-07-06,250000.0
Residential,780.0,Cape Cod,1.5,1950.0,5.0,1580.0,1,4.0,2.0,1.0,14400.0,2020-10-30,179000.0
Lg Apartment,6871.0,AP3 (Conventional Apt with 12-20 Units),2.0,1966.0,0.0,10932.0,12,0.0,0.0,0.0,14400.0,2020-07-15,490000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,1986.0,0.0,898.0,1,0.0,0.0,0.0,14400.0,2020-06-05,700000.0
Lg Apartment,6661.0,AP1 (Conventional Apt with 4-6 Units),2.0,1967.0,0.0,9916.0,6,2.0,0.0,0.0,14400.0,2019-01-07,405000.0
Residential,2140.0,Ranch,1.0,1955.0,6.0,1736.0,1,3.0,1.0,1.0,14400.0,2019-03-06,190000.0
Commercial,6460.0,Office Building - Class B,6.0,1986.0,0.0,69891.0,11,0.0,0.0,0.0,14400.0,2019-04-30,3150000.0
Commercial,6272.0,Medical Clinic,1.0,1985.0,0.0,6970.0,22,0.0,0.0,0.0,14390.0,2020-11-04,490000.0
Residential,780.0,Split Level,1.0,1971.0,6.0,1892.0,1,3.0,1.0,1.0,14381.0,2021-07-09,221000.0
Residential,4350.0,Cape Cod,1.0,1970.0,6.0,1874.0,1,3.0,1.0,1.0,14365.0,2019-04-26,235000.0
Residential,4340.0,Ranch,1.0,1957.0,5.0,1619.0,1,3.0,1.0,1.0,14338.0,2019-04-29,250000.0
Lg Apartment,6612.0,AP2 (Conventional Apt with 7-11 Units),2.0,1961.0,0.0,5636.0,7,1.0,0.0,0.0,14310.0,2019-06-27,215000.0
Lg Apartment,6612.0,AP2 (Conventional Apt with 7-11 Units),2.0,1961.0,0.0,5636.0,7,3.0,0.0,0.0,14310.0,2019-06-27,215000.0
Residential,4800.0,Ranch,1.0,1955.0,6.0,1187.0,1,3.0,2.0,0.0,14310.0,2019-01-29,185000.0
Commercial,6277.0,Auto & Auto Body Repair,1.0,1960.0,0.0,3116.0,31,0.0,0.0,0.0,14300.0,2021-01-08,250000.0
Residential,4340.0,Colonial,2.0,2000.0,9.0,2684.0,1,4.0,2.0,1.0,14292.0,2019-09-20,300000.0
Residential,800.0,Ranch,1.0,2006.0,9.0,2263.0,1,3.0,3.0,1.0,14280.0,2021-09-22,368100.0
Residential,800.0,Colonial,2.0,2005.0,10.0,2784.0,1,4.0,2.0,1.0,14280.0,2019-02-19,322000.0
Lg Apartment,6873.0,Subsidized Apartments,3.0,1928.0,0.0,14874.0,18,1.0,0.0,0.0,14273.0,2019-12-13,425000.0
Lg Apartment,6873.0,Subsidized Apartments,3.0,1928.0,0.0,14874.0,18,1.0,0.0,0.0,14273.0,2019-12-13,425000.0
Residential,4340.0,Dplx Bungalow,1.5,1927.0,9.0,1753.0,2,4.0,2.0,0.0,14260.0,2020-04-07,200000.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),3.0,1967.0,0.0,26352.0,36,2.0,0.0,0.0,14205.0,2019-06-05,2550000.0
Lg Apartment,6972.0,AP4 (Conv Apt with 21 or more Units),3.0,1967.0,0.0,26352.0,36,1.0,0.0,0.0,14205.0,2019-06-05,2550000.0
Residential,4740.0,Res O/S A & 1/2,1.0,1900.0,7.0,1224.0,1,2.0,2.0,1.0,14193.0,2020-07-01,218400.0
Commercial,6218.0,Auto & Auto Body Repair,1.0,1959.0,0.0,1352.0,1,0.0,0.0,0.0,14174.0,2019-08-02,58800.0
Lg Apartment,6801.0,AP2 (Conventional Apt with 7-11 Units),3.0,1927.0,0.0,8904.0,8,0.0,0.0,0.0,14170.0,2020-08-14,800000.0
Residential,4320.0,Cape Cod,1.0,1951.0,7.0,2292.0,1,3.0,1.0,1.0,14157.0,2021-05-27,305000.0
Lg Apartment,6674.0,Townhouse Apartment,2.0,1966.0,0.0,7953.0,6,0.0,0.0,0.0,14125.0,2021-02-26,399000.0
Residential,560.0,Duplex O/S,1.0,1924.0,7.0,1941.0,2,3.0,2.0,0.0,14070.0,2020-09-21,100000.0
Residential,4780.0,Colonial,2.0,1974.0,8.0,2649.0,1,4.0,2.0,1.0,14040.0,2020-04-07,325000.0
Residential,1400.0,Ranch,1.0,1957.0,6.0,1214.0,1,3.0,2.0,1.0,14016.0,2020-04-21,166000.0
Residential,800.0,Colonial,2.0,2004.0,10.0,3077.0,1,3.0,2.0,2.0,14002.0,2021-08-14,396000.0
Residential,780.0,Ranch,1.0,1989.0,5.0,1205.0,1,3.0,2.0,0.0,14000.0,2019-12-09,190400.0
Residential,440.0,Ranch,1.0,1984.0,6.0,1538.0,1,3.0,2.0,0.0,13995.0,2020-11-30,220000.0
Residential,1470.0,Ranch,1.0,1956.0,5.0,1280.0,1,3.0,1.0,1.0,13990.0,2021-06-23,180000.0
Lg Apartment,6670.0,AP1 (Conventional Apt with 4-6 Units),2.0,1970.0,0.0,6080.0,6,0.0,0.0,0.0,13980.0,2021-03-03,300000.0
Commercial,6413.0,Muffler Shop,1.0,1971.0,0.0,3999.0,1,0.0,0.0,0.0,13943.0,2020-08-25,650000.0
Residential,800.0,Ranch,1.0,2003.0,6.0,2233.0,1,3.0,2.0,1.0,13935.0,2020-08-21,240000.0
Lg Apartment,6674.0,AP1 (Conventional Apt with 4-6 Units),2.0,1959.0,0.0,3382.0,4,0.0,0.0,0.0,13933.0,2020-03-27,179000.0
Residential,1040.0,Ranch,1.0,1958.0,5.0,919.0,1,3.0,1.0,1.0,13896.0,2021-07-16,172000.0
Commercial,6242.0,Commercial Land,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13857.0,2019-02-01,5000.0
Residential,4350.0,Cape Cod,1.0,1955.0,5.0,1238.0,1,3.0,1.0,0.0,13840.0,2021-05-06,158000.0
Residential,40.0,Ranch,1.0,2006.0,9.0,2778.0,1,4.0,2.0,0.0,13831.0,2019-07-25,350000.0
Residential,440.0,Colonial,2.0,2009.0,9.0,2194.0,1,4.0,2.0,2.0,13783.0,2020-06-30,312500.0
Residential,440.0,Colonial,2.0,2010.0,8.0,2025.0,1,4.0,2.0,1.0,13776.0,2021-04-14,355000.0
Residential,800.0,Tudor,1.5,2001.0,7.0,2533.0,1,3.0,2.0,1.0,13770.0,2020-11-30,383014.0
Residential,780.0,Colonial,2.0,2006.0,6.0,1899.0,1,3.0,2.0,1.0,13758.0,2021-01-19,275000.0
Residential,440.0,Ranch,1.0,2008.0,6.0,1604.0,1,3.0,2.0,0.0,13743.0,2019-04-17,265000.0
Residential,780.0,Cape Cod,1.0,1939.0,5.0,1257.0,1,2.0,1.0,0.0,13720.0,2019-09-06,151900.0
Residential,240.0,Colonial,2.0,2005.0,9.0,2571.0,1,4.0,2.0,1.0,13712.0,2019-10-18,299500.0
Residential,50.0,Ranch,1.0,1962.0,6.0,1121.0,1,3.0,1.0,0.0,13696.0,2021-05-17,140000.0
Commercial,6418.0,Svs Station w Conv Store,1.0,2002.0,0.0,1500.0,1,0.0,0.0,0.0,13680.0,2021-12-30,700000.0
Residential,4310.0,Ranch,1.0,1956.0,5.0,1095.0,1,3.0,1.0,0.0,13680.0,2020-12-18,232000.0
Residential,4350.0,Ranch,1.0,1955.0,6.0,1144.0,1,3.0,2.0,0.0,13680.0,2019-04-22,220000.0
Residential,4920.0,Colonial,2.0,1963.0,7.0,1612.0,1,4.0,1.0,1.0,13630.0,2019-07-02,185000.0
Lg Apartment,6975.0,AP4 (Conv Apt with 21 or more Units),3.0,1929.0,0.0,17442.0,21,0.0,0.0,0.0,13622.0,2021-05-24,900000.0
Residential,4780.0,Colonial,2.0,1969.0,8.0,1975.0,1,4.0,1.0,1.0,13592.0,2021-05-24,300000.0
Residential,1150.0,Cape Cod,1.0,1950.0,5.0,1600.0,1,3.0,1.0,1.0,13578.0,2021-03-26,133000.0
Residential,660.0,Ranch,1.0,1971.0,6.0,1120.0,1,4.0,1.0,1.0,13572.0,2020-04-13,120000.0
Residential,4240.0,Cape Cod,1.0,1955.0,7.0,1173.0,1,4.0,1.0,1.0,13568.0,2019-03-25,163000.0
Commercial,6232.0,Store Building - Multiple Tenants,1.0,1949.0,0.0,6542.0,4,0.0,0.0,0.0,13563.0,2020-10-05,325000.0
Residential,780.0,Ranch,1.0,1965.0,0.0,2062.0,1,3.0,2.0,0.0,13552.0,2020-08-03,200000.0
Residential,4280.0,Ranch,1.0,1954.0,5.0,1754.0,1,3.0,1.0,2.0,13536.0,2019-04-26,230000.0
Residential,4780.0,Ranch,1.0,1969.0,6.0,1394.0,1,3.0,1.0,1.0,13520.0,2019-07-10,258900.0
Residential,800.0,Cape Cod,2.0,2005.0,8.0,2423.0,1,3.0,2.0,1.0,13500.0,2021-10-08,384900.0
Residential,2900.0,Multiple Residential Bldgs,2.0,1930.0,10.0,2978.0,3,4.0,3.0,0.0,13500.0,2021-12-09,252500.0
Residential,800.0,Ranch,1.0,2005.0,7.0,2172.0,1,3.0,3.0,0.0,13500.0,2020-09-09,360000.0
Residential,3060.0,Mansion,2.0,1896.0,15.0,7879.0,2,7.0,4.0,1.0,13500.0,2020-10-06,1100000.0
Residential,4780.0,Ranch,1.0,1969.0,7.0,1563.0,1,3.0,1.0,1.0,13500.0,2020-05-28,240000.0
Residential,3040.0,Mansion,2.0,1922.0,11.0,4422.0,1,6.0,2.0,1.0,13468.0,2019-09-15,226000.0
Residential,380.0,Ranch,1.0,1980.0,6.0,1592.0,1,3.0,1.0,1.0,13464.0,2021-09-20,220000.0
Residential,1480.0,Ranch,1.0,1957.0,5.0,1277.0,1,3.0,2.0,0.0,13442.0,2021-01-27,110000.0
Residential,440.0,Ranch,1.0,1967.0,7.0,1497.0,1,3.0,1.0,1.0,13428.0,2019-06-06,218000.0
Residential,240.0,Ranch,1.0,1972.0,5.0,1200.0,1,3.0,1.0,1.0,13392.0,2019-05-17,141059.0
Residential,4660.0,Cape Cod,1.0,1955.0,6.0,1441.0,1,4.0,2.0,0.0,13380.0,2020-08-25,174000.0
Lg Apartment,6850.0,AP1 (Conventional Apt with 4-6 Units),2.0,1959.0,0.0,3396.0,4,0.0,0.0,0.0,13380.0,2020-12-30,290000.0
Residential,4660.0,Cape Cod,1.0,1955.0,5.0,1795.0,1,3.0,1.0,1.0,13380.0,2019-08-23,220000.0
Residential,360.0,Ranch,1.0,1957.0,6.0,1220.0,1,3.0,2.0,0.0,13344.0,2020-11-20,200000.0
Residential,4720.0,Duplex N/S,2.0,1969.0,10.0,2434.0,2,6.0,2.0,0.0,13343.0,2020-08-28,290000.0
Residential,360.0,Ranch,1.0,1957.0,6.0,1311.0,1,3.0,2.0,0.0,13300.0,2021-06-16,252000.0
Residential,440.0,Ranch,1.0,1974.0,6.0,1662.0,1,3.0,2.0,0.0,13300.0,2020-02-20,176000.0
Residential,240.0,Colonial,2.0,2008.0,9.0,2595.0,1,4.0,2.0,1.0,13287.0,2019-06-27,269800.0
Residential,4420.0,Ranch,1.0,1960.0,5.0,1090.0,1,3.0,1.0,0.0,13286.0,2021-07-19,190000.0
Residential,240.0,Colonial,2.0,2004.0,0.0,3103.0,1,4.0,3.0,0.0,13285.0,2021-09-15,415000.0
Commercial,6418.0,Svc Station w Conv and Restaurant,1.0,2003.0,0.0,2607.0,2,0.0,0.0,0.0,13280.0,2019-06-26,600000.0
Residential,360.0,Ranch,1.0,1956.0,5.0,1303.0,1,3.0,2.0,0.0,13263.0,2021-12-17,220000.0
Residential,4780.0,Ranch,1.0,1966.0,6.0,1532.0,1,3.0,1.0,1.0,13260.0,2021-06-18,349900.0
Residential,4340.0,Cape Cod,1.0,1949.0,5.0,1086.0,1,3.0,1.0,0.0,13260.0,2019-02-15,155000.0
Lg Apartment,6800.0,AP1 (Conventional Apt with 4-6 Units),2.0,1966.0,0.0,3144.0,6,1.0,0.0,0.0,13253.0,2019-01-08,309640.0
Residential,4620.0,Duplex N/S,2.0,1955.0,8.0,2159.0,2,4.0,2.0,0.0,13250.0,2020-09-14,200000.0
Residential,1340.0,Cape Cod,1.0,1950.0,6.0,2108.0,1,4.0,3.0,0.0,13230.0,2021-03-03,188600.0
Residential,4720.0,Milwaukee Bungalow,1.5,1925.0,7.0,1545.0,1,4.0,2.0,0.0,13200.0,2021-10-20,225000.0
Lg Apartment,6691.0,AP2 (Conventional Apt with 7-11 Units),2.0,1951.0,0.0,5000.0,8,1.0,0.0,0.0,13200.0,2019-05-29,210000.0
Residential,4720.0,Colonial,2.0,1941.0,6.0,1365.0,1,3.0,1.0,1.0,13200.0,2019-06-07,227000.0
Commercial,6288.0,Store Building - Multiple Tenants,1.0,1965.0,0.0,3255.0,2,0.0,0.0,0.0,13182.0,2019-01-28,285000.0
Residential,380.0,Ranch,1.0,1958.0,6.0,1469.0,1,4.0,1.0,1.0,13104.0,2021-09-22,195000.0
Residential,240.0,Ranch,1.0,2001.0,5.0,1905.0,1,3.0,2.0,0.0,13092.0,2021-08-02,340000.0
Residential,4860.0,Ranch,1.0,1966.0,6.0,1421.0,1,3.0,1.0,1.0,13090.0,2019-07-11,238750.0
Residential,240.0,Colonial,2.0,2001.0,8.0,2365.0,1,3.0,3.0,1.0,13088.0,2021-12-30,375000.0
Residential,800.0,Colonial,2.0,2008.0,8.0,2237.0,1,4.0,2.0,1.0,13075.0,2021-07-06,299900.0
Residential,240.0,Colonial,2.0,2001.0,8.0,2431.0,1,4.0,2.0,1.0,13068.0,2019-10-15,266900.0
Residential,4380.0,Ranch,1.0,1953.0,5.0,879.0,1,3.0,1.0,1.0,13068.0,2019-09-06,160000.0
Residential,660.0,Ranch,1.0,1967.0,6.0,1311.0,1,3.0,1.0,1.0,13056.0,2021-09-30,175000.0
Residential,4380.0,Cape Cod,1.5,1953.0,8.0,2337.0,1,5.0,2.0,1.0,13038.0,2020-08-17,250000.0
Residential,700.0,Cape Cod,1.0,1947.0,4.0,920.0,1,2.0,1.0,0.0,13028.0,2021-11-04,115000.0
Residential,4350.0,Cape Cod,1.0,1951.0,6.0,1658.0,1,3.0,1.0,0.0,13005.0,2019-06-26,225000.0
Residential,1480.0,Cape Cod,1.0,1950.0,6.0,1104.0,1,4.0,1.0,1.0,13000.0,2021-07-13,100000.0
Lg Apartment,6820.0,AP1 (Conventional Apt with 4-6 Units),2.0,1957.0,0.0,3202.0,4,0.0,0.0,0.0,13000.0,2020-08-20,360000.0
Residential,4860.0,Ranch,1.0,1962.0,6.0,1507.0,1,3.0,1.0,1.0,12996.0,2019-10-09,160000.0
Residential,4780.0,Colonial,2.0,1966.0,6.0,2058.0,1,3.0,1.0,1.0,12992.0,2019-08-29,250000.0
Residential,4780.0,Ranch,1.0,1966.0,7.0,1965.0,1,4.0,2.0,1.0,12975.0,2021-06-18,275000.0
Residential,480.0,Duplex N/S,2.0,1949.0,8.0,2362.0,2,4.0,2.0,0.0,12960.0,2021-08-10,179000.0
Residential,780.0,Ranch,1.0,1976.0,5.0,1216.0,1,2.0,2.0,1.0,12960.0,2020-10-19,200000.0
