PropType,nbhd,Style,Stories,Year_Built,Rooms,FinishedSqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-08-19,121000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-03-31,120000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-11-30,130000.0
Condominium,5340.0,Condo Townhouse,2.5,1973.0,5.0,1334.0,1,2.0,1.0,1.0,1.0,2021-07-01,110000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-05-14,110000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-09-14,74000.0
Condominium,5340.0,Condo Townhouse,2.5,1973.0,6.0,1334.0,1,3.0,1.0,1.0,1.0,2021-08-09,108000.0
Condominium,5340.0,Condo Townhouse,2.5,1973.0,6.0,1334.0,1,3.0,1.0,1.0,1.0,2021-02-22,121000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-04-07,97500.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-12-10,104500.0
Condominium,5340.0,Condo Townhouse,2.5,1973.0,6.0,1334.0,1,3.0,1.0,1.0,1.0,2021-02-11,125000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-09-07,139500.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-09-24,112800.0
Condominium,5340.0,Condo Townhouse,2.5,1973.0,6.0,1334.0,1,3.0,1.0,1.0,1.0,2021-03-05,95000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-12-31,130000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,2.0,1.0,2021-02-23,109000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-03-24,104000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-03-01,104500.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-11-05,125000.0
Condominium,5340.0,Condo Townhouse,2.0,1973.0,5.0,980.0,1,3.0,1.0,1.0,1.0,2021-08-26,130000.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,4.0,1249.0,1,2.0,1.0,1.0,1.0,2021-05-14,139000.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,4.0,1249.0,1,2.0,1.0,1.0,1.0,2021-06-16,135000.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,4.0,1249.0,1,2.0,1.0,1.0,1.0,2021-05-28,134250.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,4.0,1249.0,1,2.0,1.0,1.0,1.0,2021-10-08,137000.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,5.0,1286.0,1,3.0,1.0,1.0,1.0,2021-05-13,120000.0
Condominium,5350.0,Condo Townhouse,2.0,1975.0,5.0,1469.0,1,3.0,1.0,1.0,1.0,2021-05-21,145000.0
Condominium,5360.0,Low Rise 1-3 Stories,2.0,1974.0,5.0,1048.0,1,2.0,1.0,0.0,1.0,2021-04-19,117500.0
Condominium,5360.0,Low Rise 1-3 Stories,2.0,1974.0,5.0,1100.0,1,2.0,1.0,1.0,1.0,2021-10-05,127000.0
Condominium,5360.0,Low Rise 1-3 Stories,2.0,1974.0,5.0,1139.0,1,2.0,1.0,1.0,1.0,2021-09-27,115000.0
Condominium,5360.0,Low Rise 1-3 Stories,2.0,1974.0,4.0,944.0,1,2.0,1.0,1.0,1.0,2021-04-01,115900.0
Condominium,5360.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1141.0,1,2.0,2.0,0.0,1.0,2021-07-29,114900.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,5.0,1498.0,1,3.0,1.0,1.0,1.0,2020-09-28,119000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,4.0,1295.0,1,2.0,1.0,1.0,1.0,2020-02-06,80000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,7.0,1626.0,1,4.0,2.0,1.0,1.0,2020-07-28,125000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,6.0,1401.0,1,3.0,2.0,1.0,1.0,2020-05-15,90000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,5.0,1498.0,1,3.0,1.0,1.0,1.0,2020-05-05,110000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,5.0,1498.0,1,3.0,1.0,1.0,1.0,2020-11-09,125000.0
Condominium,5020.0,Condo Townhouse,2.0,1973.0,4.0,1295.0,1,2.0,1.0,1.0,1.0,2020-11-10,104900.0
Condominium,5048.0,Low Rise 1-3 Stories,1.0,1979.0,5.0,920.0,1,2.0,1.0,0.0,1.0,2020-11-16,51000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-07-27,35200.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-02-11,35000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-03-06,27000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-06-03,29900.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-07-15,33000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-02-28,35000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-10-16,40000.0
Condominium,5060.0,Condo Townhouse,2.5,1970.0,5.0,1054.0,1,3.0,1.0,1.0,1.0,2020-05-20,25600.0
Condominium,5065.0,Low Rise 1-3 Stories,1.0,1979.0,3.0,664.0,1,1.0,1.0,0.0,1.0,2020-11-12,36900.0
Condominium,5065.0,Low Rise 1-3 Stories,1.0,1979.0,4.0,880.0,1,2.0,1.0,1.0,1.0,2020-09-08,63500.0
Condominium,5065.0,Low Rise 1-3 Stories,1.0,1979.0,4.0,880.0,1,2.0,1.0,1.0,1.0,2020-09-22,67000.0
Condominium,5065.0,Low Rise 1-3 Stories,1.0,1979.0,4.0,872.0,1,2.0,1.0,1.0,1.0,2020-10-28,67000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-05-20,50000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1040.0,1,2.0,2.0,0.0,1.0,2020-08-12,50000.0
Condominium,5070.0,Low Rise 1-3 Stories,2.0,1974.0,6.0,1496.0,1,2.0,1.0,1.0,1.0,2020-11-30,78000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1040.0,1,2.0,2.0,0.0,1.0,2020-03-06,41000.0
Condominium,5070.0,Low Rise 1-3 Stories,2.0,1974.0,6.0,1496.0,1,2.0,1.0,1.0,1.0,2020-12-04,75000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,914.0,1,2.0,1.0,1.0,1.0,2020-02-14,45000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1024.0,1,2.0,2.0,0.0,1.0,2020-10-26,55500.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,914.0,1,2.0,1.0,1.0,1.0,2020-10-30,50000.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1040.0,1,2.0,2.0,0.0,1.0,2020-07-24,43500.0
Condominium,5070.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,914.0,1,2.0,1.0,1.0,1.0,2020-11-30,45000.0
Condominium,5069.0,Low Rise 1-3 Stories,1.5,1978.0,5.0,1292.0,1,1.0,2.0,0.0,1.0,2020-08-20,79000.0
Condominium,5078.0,Low Rise 1-3 Stories,1.0,1980.0,4.0,899.0,1,2.0,1.0,1.0,1.0,2020-08-14,27500.0
Condominium,5079.0,Low Rise 1-3 Stories,1.0,1980.0,5.0,1420.0,1,2.0,2.0,0.0,1.0,2020-07-06,35000.0
Condominium,5073.0,Condo Townhouse,2.0,1986.0,5.0,1152.0,1,2.0,1.0,1.0,1.0,2020-11-17,73000.0
Condominium,5073.0,Condo Townhouse,2.0,1986.0,6.0,1149.0,1,2.0,1.0,1.0,1.0,2020-11-09,56500.0
Condominium,5073.0,Condo Townhouse,2.0,1986.0,4.0,1182.0,1,2.0,1.0,1.0,1.0,2020-06-22,74900.0
Condominium,5073.0,Condo Ranch,1.0,1989.0,4.0,1038.0,1,2.0,2.0,0.0,1.0,2020-05-28,72000.0
Condominium,5073.0,Condo Ranch,1.0,1990.0,4.0,1038.0,1,2.0,2.0,0.0,1.0,2020-03-06,49900.0
Condominium,5073.0,Condo Townhouse,2.0,1990.0,5.0,1149.0,1,2.0,1.0,1.0,1.0,2020-12-28,87500.0
Condominium,5080.0,Condo BI/TRI Level,1.0,1972.0,4.0,1002.0,1,2.0,1.0,1.0,1.0,2020-12-07,78900.0
Condominium,5081.0,Low Rise 1-3 Stories,1.0,1973.0,5.0,990.0,1,2.0,1.0,1.0,1.0,2020-10-30,66000.0
Condominium,5081.0,Low Rise 1-3 Stories,1.0,1973.0,5.0,1067.0,1,2.0,2.0,0.0,1.0,2020-09-09,66500.0
Condominium,5081.0,Low Rise 1-3 Stories,1.0,1973.0,4.0,1015.0,1,2.0,1.0,1.0,1.0,2020-03-13,65000.0
Condominium,5081.0,Low Rise 1-3 Stories,1.0,1973.0,5.0,990.0,1,2.0,1.0,1.0,1.0,2020-12-03,65500.0
Condominium,5080.0,Condo BI/TRI Level,1.0,1972.0,3.0,788.0,1,1.0,1.0,0.0,1.0,2020-11-25,40000.0
Condominium,5082.0,Condo Townhouse,1.5,1973.0,6.0,1490.0,1,3.0,1.0,1.0,1.0,2020-10-05,83500.0
Condominium,5082.0,Condo Townhouse,1.5,1973.0,6.0,1490.0,1,3.0,1.0,1.0,1.0,2020-07-30,96400.0
Condominium,5082.0,Condo Townhouse,1.5,1973.0,6.0,1490.0,1,3.0,1.0,1.0,1.0,2020-06-10,71000.0
Condominium,5082.0,Condo Townhouse,1.5,1973.0,4.0,1210.0,1,2.0,1.0,1.0,1.0,2020-06-01,78900.0
Condominium,5090.0,Condo Townhouse,2.0,1974.0,6.0,1114.0,1,3.0,1.0,1.0,1.0,2020-12-07,75000.0
Condominium,5091.0,Low Rise 1-3 Stories,1.0,1982.0,4.0,922.0,1,2.0,1.0,1.0,1.0,2020-06-30,90300.0
Condominium,5091.0,Low Rise 1-3 Stories,1.0,1982.0,5.0,874.0,1,3.0,2.0,0.0,1.0,2020-03-10,113500.0
Condominium,5091.0,Low Rise 1-3 Stories,1.0,1990.0,5.0,981.0,1,2.0,2.0,0.0,1.0,2020-06-19,115000.0
Condominium,5093.0,Condo Ranch,1.0,1992.0,4.0,997.0,1,2.0,2.0,0.0,1.0,2020-07-28,129900.0
Condominium,5093.0,Condo Ranch,1.0,1992.0,4.0,1068.0,1,2.0,2.0,0.0,1.0,2020-05-26,125000.0
Condominium,5093.0,Condo Ranch,1.0,1998.0,4.0,997.0,1,2.0,2.0,0.0,1.0,2020-08-07,130000.0
Condominium,5100.0,Condo Townhouse,2.0,1974.0,5.0,1331.0,1,2.0,1.0,1.0,1.0,2020-12-09,74000.0
Condominium,5100.0,Condo Townhouse,2.0,1974.0,4.0,1029.0,1,2.0,1.0,1.0,1.0,2020-07-01,64000.0
Condominium,5100.0,Condo Townhouse,2.0,1974.0,4.0,1029.0,1,2.0,1.0,1.0,1.0,2020-03-31,61000.0
Condominium,5103.0,Low Rise 1-3 Stories,1.0,1999.0,5.0,1089.0,1,2.0,2.0,0.0,1.0,2020-10-23,105000.0
Condominium,5103.0,Low Rise 1-3 Stories,1.0,1999.0,5.0,1114.0,1,2.0,2.0,0.0,1.0,2020-08-31,107000.0
Condominium,5103.0,Low Rise 1-3 Stories,1.0,1999.0,5.0,1089.0,1,2.0,2.0,0.0,1.0,2020-08-20,106000.0
Condominium,5103.0,Low Rise 1-3 Stories,1.0,1999.0,5.0,1114.0,1,2.0,2.0,0.0,1.0,2020-10-12,113500.0
Condominium,5103.0,Low Rise 1-3 Stories,1.0,1999.0,5.0,1125.0,1,2.0,2.0,0.0,1.0,2020-02-21,106000.0
Condominium,5120.0,Condo Townhouse,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2020-09-02,80000.0
Condominium,5120.0,Condo Townhouse,2.0,1970.0,6.0,1260.0,1,3.0,2.0,1.0,1.0,2020-12-09,65000.0
Condominium,5120.0,Condo Townhouse,2.0,1970.0,6.0,1311.0,1,3.0,2.0,1.0,1.0,2020-06-12,58000.0
Condominium,5111.0,Condo Townhouse,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2020-10-29,44100.0
Condominium,5111.0,Condo Townhouse,2.0,1970.0,4.0,1056.0,1,2.0,1.0,2.0,1.0,2020-06-11,40000.0
Condominium,5122.0,Condo Townhouse,2.0,1970.0,5.0,1311.0,1,3.0,2.0,1.0,1.0,2020-07-30,49900.0
Condominium,5125.0,Condo Townhouse,2.0,1967.0,6.0,1356.0,1,3.0,2.0,1.0,1.0,2020-09-11,73000.0
Condominium,5125.0,Condo Townhouse,2.0,1967.0,6.0,1306.0,1,3.0,2.0,1.0,1.0,2020-02-07,45000.0
Condominium,5125.0,Condo Townhouse,2.0,1967.0,6.0,1335.0,1,3.0,2.0,1.0,1.0,2020-05-20,75000.0
Condominium,5125.0,Condo Townhouse,2.0,1967.0,6.0,1356.0,1,3.0,2.0,1.0,1.0,2020-10-23,55000.0
Condominium,5124.0,Low Rise 1-3 Stories,1.0,1972.0,3.0,729.0,1,1.0,1.0,0.0,1.0,2020-09-10,27500.0
Condominium,5130.0,Low Rise 1-3 Stories,1.0,1974.0,3.0,770.0,1,1.0,1.0,0.0,1.0,2020-06-25,52000.0
Condominium,5130.0,Low Rise 1-3 Stories,2.0,1974.0,4.0,954.0,1,2.0,1.0,1.0,1.0,2020-12-08,52000.0
Condominium,5130.0,Low Rise 1-3 Stories,2.0,1974.0,4.0,1054.0,1,2.0,1.0,1.0,1.0,2020-12-31,72000.0
Condominium,5135.0,Low Rise 1-3 Stories,1.0,1992.0,5.0,1294.0,1,2.0,2.0,0.0,1.0,2020-12-22,115000.0
Condominium,5135.0,Low Rise 1-3 Stories,1.0,1992.0,5.0,1294.0,1,2.0,2.0,0.0,1.0,2020-11-13,117000.0
Condominium,5140.0,Condo Townhouse,2.0,1972.0,5.0,1122.0,1,3.0,1.0,1.0,1.0,2020-10-26,37000.0
Condominium,5150.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,780.0,1,2.0,1.0,0.0,1.0,2020-11-25,34500.0
Condominium,5160.0,Condo Townhouse,2.0,1973.0,5.0,1170.0,1,3.0,1.0,1.0,1.0,2020-05-18,32250.0
Condominium,5160.0,Condo Townhouse,2.0,1973.0,5.0,1170.0,1,3.0,1.0,1.0,1.0,2020-07-10,24000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-07-29,85000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-12-21,105000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-02-27,106500.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,3.0,625.0,1,1.0,1.0,0.0,1.0,2020-12-22,50000.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,865.0,1,2.0,1.0,1.0,1.0,2020-09-18,87000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-08-24,111500.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,865.0,1,2.0,1.0,1.0,1.0,2020-06-18,119900.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-10-29,117500.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-05-20,114900.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,3.0,625.0,1,1.0,1.0,0.0,1.0,2020-06-03,48000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-05-28,100000.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,865.0,1,2.0,1.0,1.0,1.0,2020-11-05,76900.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,3.0,625.0,1,1.0,1.0,0.0,1.0,2020-09-17,53900.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,865.0,1,2.0,1.0,1.0,1.0,2020-08-21,93000.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,4.0,865.0,1,2.0,1.0,1.0,1.0,2020-11-06,88000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-09-29,120000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-04-03,112500.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-06-19,109000.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-10-16,116000.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,3.0,625.0,1,1.0,1.0,0.0,1.0,2020-01-08,39900.0
Condominium,5170.0,Low Rise 1-3 Stories,2.0,1971.0,4.0,1056.0,1,2.0,1.0,1.0,1.0,2020-12-09,107000.0
Condominium,5170.0,Low Rise 1-3 Stories,1.0,1971.0,3.0,625.0,1,1.0,1.0,0.0,1.0,2020-02-14,54900.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-06-05,50000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-10-29,50000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-07-27,55000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-11-17,42000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-03-19,49500.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,920.0,1,2.0,2.0,0.0,1.0,2020-12-15,39000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,990.0,1,2.0,2.0,0.0,1.0,2020-12-15,50000.0
Condominium,5180.0,Low Rise 1-3 Stories,1.0,1972.0,4.0,970.0,1,2.0,2.0,0.0,1.0,2020-07-28,45000.0
Condominium,5190.0,Condo Townhouse,2.0,1962.0,5.0,937.0,1,3.0,1.0,1.0,1.0,2020-07-13,36000.0
Condominium,5190.0,Condo Townhouse,2.0,1962.0,5.0,937.0,1,3.0,1.0,1.0,1.0,2020-09-11,85000.0
Condominium,5190.0,Condo Townhouse,2.0,1962.0,4.0,907.0,1,2.0,1.0,1.0,1.0,2020-10-02,43000.0
Condominium,5190.0,Condo Townhouse,2.0,1962.0,4.0,850.0,1,2.0,1.0,1.0,1.0,2020-06-26,35000.0
Condominium,5190.0,Condo Townhouse,2.0,1962.0,4.0,850.0,1,2.0,1.0,1.0,1.0,2020-07-24,34500.0
Condominium,5200.0,Low Rise 1-3 Stories,1.0,1971.0,5.0,1000.0,1,2.0,1.0,1.0,1.0,2020-10-09,37500.0
Condominium,5202.0,Condo Townhouse,2.0,1966.0,5.0,1216.0,1,3.0,1.0,1.0,1.0,2020-12-02,56000.0
Condominium,5202.0,Condo Townhouse,2.0,1966.0,5.0,1216.0,1,3.0,1.0,1.0,1.0,2020-09-25,40000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,3.0,728.0,1,1.0,1.0,0.0,1.0,2020-11-10,50000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,4.0,1051.0,1,1.0,2.0,0.0,1.0,2020-07-30,75500.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,4.0,988.0,1,2.0,2.0,0.0,1.0,2020-03-04,69000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,3.0,728.0,1,1.0,1.0,0.0,1.0,2020-11-12,47000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,3.0,728.0,1,1.0,1.0,0.0,1.0,2020-06-23,43000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,5.0,1051.0,1,2.0,2.0,0.0,1.0,2020-09-30,83000.0
Condominium,5210.0,Low Rise 1-3 Stories,1.0,1975.0,4.0,1023.0,1,2.0,2.0,0.0,1.0,2020-05-06,68500.0
Condominium,5218.0,Condo Townhouse,2.0,1983.0,5.0,1218.0,1,2.0,2.0,1.0,1.0,2020-09-10,83500.0
Condominium,5221.0,Low Rise 1-3 Stories,1.0,1975.0,5.0,928.0,1,2.0,2.0,0.0,1.0,2020-02-24,68500.0
Condominium,5221.0,Low Rise 1-3 Stories,2.0,1975.0,4.0,1321.0,1,2.0,1.0,1.0,1.0,2020-12-18,87000.0
Condominium,5221.0,Low Rise 1-3 Stories,2.0,1975.0,4.0,1110.0,1,2.0,1.0,1.0,1.0,2020-05-05,65000.0
Condominium,5221.0,Low Rise 1-3 Stories,2.0,1975.0,4.0,1321.0,1,2.0,1.0,1.0,1.0,2020-10-07,75000.0
Condominium,5221.0,Low Rise 1-3 Stories,2.0,1975.0,4.0,1183.0,1,2.0,1.0,1.0,1.0,2020-10-13,73000.0
Condominium,5221.0,Low Rise 1-3 Stories,1.0,1975.0,4.0,928.0,1,2.0,1.0,0.0,1.0,2020-07-23,68000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,863.0,1,1.0,1.0,0.0,1.0,2020-07-02,60000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1067.0,1,2.0,2.0,0.0,1.0,2020-05-14,69000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,863.0,1,1.0,1.0,0.0,1.0,2020-07-30,62500.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1067.0,1,2.0,2.0,0.0,1.0,2020-07-10,79900.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1067.0,1,2.0,2.0,0.0,1.0,2020-02-10,69900.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1067.0,1,2.0,2.0,0.0,1.0,2020-09-03,80000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1067.0,1,2.0,2.0,0.0,1.0,2020-12-08,77000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,1015.0,1,2.0,1.0,1.0,1.0,2020-10-14,72000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1015.0,1,2.0,1.0,1.0,1.0,2020-07-07,70000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,4.0,990.0,1,2.0,1.0,1.0,1.0,2020-07-24,60000.0
Condominium,5220.0,Low Rise 1-3 Stories,1.0,1974.0,5.0,1127.0,1,2.0,2.0,0.0,1.0,2020-05-26,71900.0
Condominium,5430.0,Condo Duplex,1.0,1972.0,5.0,1583.0,1,2.0,2.0,0.0,1.0,2020-05-28,275000.0
Condominium,5435.0,Low Rise 1-3 Stories,2.5,1914.0,7.0,3347.0,1,4.0,3.0,1.0,1.0,2020-09-16,955000.0
Condominium,5581.0,Condo Duplex,2.5,1924.0,8.0,2148.0,1,3.0,2.0,0.0,1.0,2020-06-26,315000.0
Condominium,5497.0,Condo Duplex,1.0,1925.0,5.0,1181.0,1,2.0,1.0,0.0,1.0,2020-07-10,189000.0
Condominium,5497.0,Condo Duplex,1.5,1925.0,5.0,1791.0,1,2.0,2.0,0.0,1.0,2020-08-03,245000.0
Condominium,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,791.0,1,2.0,1.0,0.0,1.0,2020-12-03,75000.0
Condominium,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,767.0,1,2.0,1.0,0.0,1.0,2020-10-01,84000.0
Condominium,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,791.0,1,2.0,1.0,0.0,1.0,2020-09-18,79000.0
Condominium,5445.0,Low Rise 1-3 Stories,1.0,1958.0,4.0,767.0,1,2.0,1.0,0.0,1.0,2020-07-15,72400.0
Condominium,5405.0,Mid RIse 4-12 Stories,2.0,2004.0,5.0,2144.0,1,2.0,2.0,1.0,1.0,2020-12-16,261000.0
Condominium,5405.0,Mid RIse 4-12 Stories,2.0,2004.0,5.0,2146.0,1,2.0,2.0,1.0,1.0,2020-04-14,252500.0
Condominium,5405.0,Mid RIse 4-12 Stories,1.0,2004.0,5.0,1408.0,1,2.0,2.0,0.0,1.0,2020-11-19,187500.0
Condominium,5405.0,Mid RIse 4-12 Stories,2.0,2004.0,5.0,1595.0,1,2.0,2.0,1.0,1.0,2020-07-24,220000.0
Condominium,5405.0,Mid RIse 4-12 Stories,1.0,2004.0,5.0,1408.0,1,2.0,2.0,0.0,1.0,2020-09-11,200000.0
Condominium,5580.0,Condo Townhouse,2.0,1942.0,7.0,1632.0,1,3.0,1.0,1.0,1.0,2020-06-29,242500.0
Condominium,5590.0,Low Rise 1-3 Stories,2.0,1897.0,6.0,1682.0,1,2.0,2.0,0.0,1.0,2020-05-04,235000.0
Condominium,5590.0,Low Rise 1-3 Stories,2.0,1897.0,5.0,1372.0,1,2.0,2.0,0.0,1.0,2020-05-28,200000.0
Condominium,5570.0,Condo Duplex,3.0,1925.0,5.0,1206.0,1,2.0,1.0,0.0,1.0,2020-07-27,234000.0
Condominium,5610.0,Low Rise 1-3 Stories,1.0,1912.0,6.0,2650.0,1,2.0,2.0,0.0,1.0,2020-12-16,430000.0
Condominium,5611.0,Low Rise 1-3 Stories,1.0,1911.0,6.0,1212.0,1,2.0,1.0,1.0,1.0,2020-03-19,209000.0
Condominium,5650.0,Low Rise 1-3 Stories,1.0,1906.0,6.0,1350.0,1,2.0,2.0,0.0,1.0,2020-06-12,285000.0
Condominium,5670.0,Low Rise 1-3 Stories,1.0,1969.0,3.0,574.0,1,1.0,1.0,0.0,1.0,2020-12-08,89000.0
