,Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
19971,3,2,1409,5971,2020-07-22,2020,7,240000
19972,3,2,1409,5971,2014-03-01,2014,3,165000
19973,4,2,1228,5969,2023-02-11,2023,2,321500
19974,4,2,2112,5969,2022-06-24,2022,6,154000
19975,10,3,2396,5969,2022-01-04,2022,1,138500
19976,4,2,1228,5969,2021-06-11,2021,6,279900
19977,3,1,1356,5969,2020-08-14,2020,8,250000
19978,4,2,1228,5969,2014-07-01,2014,7,169000
19980,5,2,1835,5969,2017-05-01,2017,5,116900
19981,6,2,2016,5967,2023-10-23,2023,10,187000
19982,6,2,2016,5967,2020-10-07,2020,10,80000
19984,4,1,1080,5964,2017-07-01,2017,7,162500
19985,6,2,1824,5960,2022-07-07,2022,7,130000
19986,6,2,1824,5960,2022-02-22,2022,2,138000
19987,6,2,1824,5960,2020-08-14,2020,8,110000
19990,4,3,1877,5960,2016-06-01,2016,6,215000
19992,4,2,2298,5960,2017-11-01,2017,11,105000
19996,3,2,1410,5952,2023-07-06,2023,7,316000
19997,3,2,1469,5952,2022-05-26,2022,5,293500
19998,3,2,1658,5952,2019-09-25,2019,9,199800
19999,3,1,1212,5952,2013-04-01,2013,4,166000
20000,3,2,1469,5952,2014-04-01,2014,4,126000
20005,8,2,1554,5950,2023-05-22,2023,5,235000
20006,3,2,1098,5950,2023-11-27,2023,11,250000
20007,3,2,1180,5950,2023-07-06,2023,7,259000
20008,2,2,1249,5950,2022-04-27,2022,4,250000
20009,3,2,1972,5950,2022-03-21,2022,3,175000
20010,4,3,2477,5950,2022-05-17,2022,5,268000
20011,3,3,1639,5950,2022-04-15,2022,4,222000
20012,4,3,2829,5950,2022-08-04,2022,8,230000
20013,4,2,2496,5950,2022-03-04,2022,3,215000
20014,3,2,2548,5950,2022-02-03,2022,2,235000
20015,3,2,1658,5950,2022-10-18,2022,10,235000
20016,5,2,2471,5950,2022-02-23,2022,2,245000
20017,14,2,2201,5950,2022-02-25,2022,2,260000
20019,3,2,1546,5950,2021-10-26,2021,10,260000
20021,3,2,2324,5950,2021-05-24,2021,5,253500
20023,4,2,2194,5950,2021-08-10,2021,8,214900
20024,4,2,1554,5950,2021-03-22,2021,3,180000
20026,6,2,2553,5950,2020-12-16,2020,12,145000
20028,4,1,1766,5950,2020-02-21,2020,2,118000
20029,5,2,2104,5950,2020-04-07,2020,4,105000
20030,3,3,2142,5950,2020-03-26,2020,3,217500
20031,3,3,2142,5950,2020-08-24,2020,8,217500
20032,5,2,2085,5950,2020-12-16,2020,12,202000
20037,3,2,2324,5950,2014-07-01,2014,7,165000
20038,4,2,2194,5950,2015-06-01,2015,6,141400
20041,4,2,1554,5950,2017-03-01,2017,3,132500
20042,4,2,1554,5950,2017-11-01,2017,11,142000
20043,3,2,1546,5950,2018-03-01,2018,3,182000
20044,5,2,2085,5950,2018-03-01,2018,3,126000
20045,3,3,2142,5950,2018-03-01,2018,3,200000
20046,5,3,2644,5950,2018-04-01,2018,4,192000
20047,2,2,1249,5950,2018-06-01,2018,6,154000
20048,3,3,1419,5950,2018-08-01,2018,8,255500
20049,4,2,2180,5950,2018-08-01,2018,8,199000
20050,3,2,1860,5950,2018-09-01,2018,9,200000
20051,3,2,1470,5945,2022-03-31,2022,3,151000
20053,5,1,1470,5943,2017-12-01,2017,12,92887
20056,3,2,1452,5940,2023-09-18,2023,9,180000
20058,3,2,1618,5940,2023-04-10,2023,4,100000
20061,4,2,1044,5940,2023-05-10,2023,5,111000
20063,3,2,1357,5940,2023-10-28,2023,10,125000
20066,5,2,1985,5940,2023-03-08,2023,3,135000
20067,6,2,2228,5940,2023-03-09,2023,3,195000
20068,4,3,990,5940,2023-06-23,2023,6,206000
20069,6,2,2040,5940,2023-06-22,2023,6,225000
20070,3,1,1139,5940,2023-10-20,2023,10,209000
20072,6,2,2332,5940,2023-09-08,2023,9,217900
20073,6,2,1261,5940,2023-04-26,2023,4,275000
20076,6,1,1154,5940,2022-03-17,2022,3,160000
20078,2,2,1176,5940,2022-02-25,2022,2,76000
20081,20,1,1058,5940,2022-02-03,2022,2,139000
20082,2,2,688,5940,2022-08-04,2022,8,65000
20083,6,2,2040,5940,2022-01-03,2022,1,157000
20084,6,2,2040,5940,2022-02-03,2022,2,150000
20085,6,2,2040,5940,2022-07-22,2022,7,178000
20086,3,2,2184,5940,2022-01-24,2022,1,189900
20088,3,1,1098,5940,2022-06-17,2022,6,210000
20091,3,1,1190,5940,2021-06-02,2021,6,107000
20092,4,1,1092,5940,2021-06-24,2021,6,63000
20094,3,1,986,5940,2021-02-01,2021,2,107500
20095,4,2,1044,5940,2021-07-01,2021,7,96000
20096,2,1,1134,5940,2021-08-09,2021,8,79900
20097,6,2,2220,5940,2021-05-14,2021,5,132500
20099,4,2,1112,5940,2021-03-17,2021,3,153000
20100,2,2,805,5940,2021-01-12,2021,1,172000
20101,6,2,2040,5940,2021-05-11,2021,5,157500
20102,6,2,2040,5940,2021-12-17,2021,12,152000
20104,5,2,2316,5940,2021-07-30,2021,7,130000
20105,4,2,2624,5940,2021-01-08,2021,1,155000
20111,3,2,1054,5940,2021-05-12,2021,5,250000
20112,2,1,975,5940,2021-03-05,2021,3,169000
20113,4,3,2184,5940,2021-02-08,2021,2,305000
20114,4,2,1505,5940,2020-09-09,2020,9,175000
20115,3,2,1390,5940,2020-04-28,2020,4,101000
20119,3,2,1476,5940,2020-12-30,2020,12,187000
20120,4,2,1112,5940,2020-08-28,2020,8,61500
20121,1,1,808,5940,2020-02-18,2020,2,65000
20122,6,2,2040,5940,2020-01-21,2020,1,110000
20123,3,1,1139,5940,2020-05-22,2020,5,149900
20126,3,2,1261,5940,2020-01-15,2020,1,192000
20127,3,1,1213,5940,2020-11-13,2020,11,202000
20128,6,2,1750,5940,2020-10-13,2020,10,200000
20129,2,1,1108,5940,2020-01-28,2020,1,137000
20135,4,2,1044,5940,2019-03-14,2019,3,50000
20143,3,2,1212,5940,2019-06-07,2019,6,160000
20145,3,2,1581,5940,2013-10-01,2013,10,200100
20149,5,3,1670,5940,2014-07-01,2014,7,183750
20155,3,2,1212,5940,2015-06-01,2015,6,98800
20156,3,2,1078,5940,2015-06-01,2015,6,102000
20158,4,2,1970,5940,2015-10-01,2015,10,164500
20159,4,3,2184,5940,2016-04-01,2016,4,246500
20161,3,2,1569,5940,2016-06-01,2016,6,187700
20163,3,1,1044,5940,2016-08-01,2016,8,141000
20164,3,3,1974,5940,2016-08-01,2016,8,284000
20165,6,4,2683,5940,2016-08-01,2016,8,229900
20167,3,1,964,5940,2016-10-01,2016,10,146000
20169,4,1,1119,5940,2017-05-01,2017,5,61000
20172,4,2,1232,5940,2017-07-01,2017,7,113000
20173,3,1,955,5940,2017-08-01,2017,8,84903
20174,3,1,945,5940,2017-08-01,2017,8,62900
20176,3,3,2259,5940,2017-09-01,2017,9,149500
20179,4,2,1244,5940,2017-12-01,2017,12,57000
20180,4,2,1244,5940,2017-12-01,2017,12,86954
20186,3,2,1054,5940,2018-04-01,2018,4,180000
20187,3,1,1140,5940,2018-05-01,2018,5,50000
20189,2,1,1397,5940,2018-06-01,2018,6,59000
20190,3,2,1078,5940,2018-08-01,2018,8,135500
20191,6,2,1888,5940,2018-09-01,2018,9,55000
20194,5,2,1985,5940,2018-10-01,2018,10,80000
20200,3,2,1260,5936,2022-11-01,2022,11,251200
20201,3,2,2308,5936,2022-09-13,2022,9,299900
20202,3,2,1497,5936,2021-09-03,2021,9,320000
20203,3,2,1441,5936,2020-06-12,2020,6,271000
20204,3,2,1260,5936,2019-11-27,2019,11,200000
20205,3,2,1441,5936,2015-08-01,2015,8,174000
20206,3,2,1273,5936,2015-12-01,2015,12,145400
20208,3,2,1702,5936,2017-03-01,2017,3,190000
20209,3,1,1228,5936,2017-07-01,2017,7,115000
20211,6,2,2276,5934,2023-08-25,2023,8,260000
20212,3,2,1078,5934,2023-06-29,2023,6,75000
20213,3,1,968,5934,2023-03-10,2023,3,65000
20214,3,1,968,5934,2023-10-09,2023,10,164900
20215,3,1,1208,5934,2023-10-20,2023,10,67500
20216,3,1,975,5934,2022-05-25,2022,5,136000
20217,7,2,1634,5934,2022-02-14,2022,2,175000
20218,4,2,1536,5934,2021-01-14,2021,1,51000
20219,4,2,1536,5934,2021-08-20,2021,8,105900
20220,3,2,1059,5934,2021-01-15,2021,1,69000
20221,3,2,1059,5934,2021-06-07,2021,6,170000
20222,2,2,1330,5934,2021-03-01,2021,3,179000
20223,3,1,978,5934,2020-06-24,2020,6,78000
20227,3,1,975,5934,2016-03-01,2016,3,64500
20229,3,1,975,5934,2017-02-01,2017,2,69900
20232,4,2,1154,5928,2023-04-13,2023,4,75000
20235,3,2,1958,5928,2014-11-01,2014,11,184000
20236,4,2,1362,5928,2015-08-01,2015,8,212000
20237,3,2,1958,5928,2016-08-01,2016,8,198000
20239,3,3,1461,5928,2017-08-01,2017,8,210000
20240,3,1,879,5923,2023-07-28,2023,7,165000
20244,6,4,2468,5922,2020-04-03,2020,4,235000
20245,3,1,1381,5922,2016-10-01,2016,10,128500
20246,2,1,846,5922,2018-11-01,2018,11,83000
20247,3,2,1301,5920,2023-10-17,2023,10,255000
20248,8,2,1626,5920,2022-09-22,2022,9,98825
20249,3,3,1374,5920,2021-04-09,2021,4,200000
20255,2,3,1374,5920,2013-04-01,2013,4,139900
20257,3,1,981,5920,2015-11-01,2015,11,148500
20259,4,1,1056,5920,2017-09-01,2017,9,147900
20260,3,2,1046,5920,2017-12-01,2017,12,162500
20261,3,2,1390,5916,2022-10-24,2022,10,190000
20263,3,2,1390,5916,2013-06-01,2013,6,79900
20264,3,1,1064,5916,2013-08-01,2013,8,95000
20265,3,2,1137,5916,2018-03-01,2018,3,135000
20266,4,2,1259,5916,2018-08-01,2018,8,65000
20268,3,2,1407,5904,2022-05-02,2022,5,290000
20269,3,1,975,5904,2020-08-07,2020,8,171500
20270,4,2,1916,5904,2013-08-01,2013,8,168000
20272,3,1,975,5904,2015-10-01,2015,10,118000
20273,4,1,1226,5904,2017-08-01,2017,8,145000
20277,4,1,1137,5900,2023-06-21,2023,6,165000
20278,6,2,2598,5900,2023-04-18,2023,4,225000
20279,3,2,1385,5900,2023-02-14,2023,2,273000
20285,3,2,1610,5900,2022-06-27,2022,6,322000
20286,3,1,1058,5900,2022-05-06,2022,5,275000
20293,2,2,1148,5900,2021-11-15,2021,11,230000
20295,4,2,2117,5900,2020-12-18,2020,12,232500
20296,2,1,881,5900,2020-03-06,2020,3,150000
20297,3,2,1442,5900,2020-04-16,2020,4,210000
20298,6,2,2466,5900,2020-11-30,2020,11,77000
20300,2,2,929,5900,2020-08-13,2020,8,255000
20301,3,2,1830,5900,2020-10-15,2020,10,264000
20302,2,1,1196,5900,2020-07-15,2020,7,200000
20306,3,2,1574,5900,2019-01-30,2019,1,197000
20311,4,2,1503,5900,2013-06-01,2013,6,115000
20312,5,1,1635,5900,2013-07-01,2013,7,159000
20314,5,5,2967,5900,2013-09-01,2013,9,224900
20315,2,2,1001,5900,2013-12-01,2013,12,122000
20317,4,2,1437,5900,2013-12-01,2013,12,150000
20318,6,2,3264,5900,2014-04-01,2014,4,262500
20321,2,1,1196,5900,2014-08-01,2014,8,125000
20322,4,2,1503,5900,2015-07-01,2015,7,172500
20323,3,2,1584,5900,2015-08-01,2015,8,156400
20325,3,1,1058,5900,2015-08-01,2015,8,149900
20327,4,2,1225,5900,2015-11-01,2015,11,53200
20328,4,3,1564,5900,2016-02-01,2016,2,87500
20331,4,2,1164,5900,2016-04-01,2016,4,156000
20332,3,1,1090,5900,2016-04-01,2016,4,125000
20334,2,2,961,5900,2016-08-01,2016,8,139900
20335,3,2,1830,5900,2016-08-01,2016,8,198000
20337,3,2,1529,5900,2016-11-01,2016,11,161500
20338,3,2,1536,5900,2017-01-01,2017,1,203500
20339,4,2,1253,5900,2017-04-01,2017,4,114900
20340,4,2,1225,5900,2017-04-01,2017,4,108000
20341,4,2,1164,5900,2017-04-01,2017,4,170000
20347,6,2,2076,5900,2017-11-01,2017,11,170000
20351,6,2,2186,5900,2018-06-01,2018,6,253300
20354,2,2,784,5896,2022-09-07,2022,9,117000
20355,3,1,1036,5896,2022-06-23,2022,6,185000
20356,4,1,1188,5896,2022-06-14,2022,6,250000
20358,3,1,1234,5896,2021-03-23,2021,3,220000
20360,4,1,1188,5896,2015-04-01,2015,4,139900
20361,4,2,1145,5896,2015-05-01,2015,5,160000
20362,3,1,1020,5896,2016-10-01,2016,10,53700
20364,4,2,1145,5896,2018-03-01,2018,3,168000
20368,2,1,920,5895,2017-08-01,2017,8,112500
20371,4,1,1128,5895,2018-06-01,2018,6,140000
20373,3,2,1763,5893,2022-01-26,2022,1,275000
20375,3,1,822,5891,2023-08-16,2023,8,70000
20377,4,2,1564,5891,2022-04-12,2022,4,89900
20379,4,2,1430,5891,2019-07-12,2019,7,209900
20381,4,3,1561,5891,2014-05-01,2014,5,192500
20382,4,2,1564,5891,2015-11-01,2015,11,58500
20384,3,1,1010,5890,2022-01-25,2022,1,199000
20385,3,1,1010,5890,2020-01-22,2020,1,142000
20386,3,1,1402,5890,2020-06-25,2020,6,175000
20389,3,2,1155,5888,2023-04-21,2023,4,85000
20391,3,2,1342,5888,2023-10-23,2023,10,268000
20392,8,3,1488,5888,2023-04-06,2023,4,291000
20393,4,2,1411,5888,2021-05-24,2021,5,176000
20394,4,2,1402,5888,2021-02-03,2021,2,141000
20395,3,2,1117,5888,2021-02-18,2021,2,150000
20396,4,3,1443,5888,2021-08-30,2021,8,90765
20397,3,2,1440,5888,2021-04-07,2021,4,259000
20398,4,2,1411,5888,2020-10-09,2020,10,80100
20400,3,1,1351,5888,2020-08-03,2020,8,177100
20401,3,2,1342,5888,2020-07-08,2020,7,220000
20403,2,1,1088,5888,2013-03-01,2013,3,125500
20404,3,2,1440,5888,2013-05-01,2013,5,147900
20405,4,2,1402,5888,2014-08-01,2014,8,75900
20406,3,2,1440,5888,2015-07-01,2015,7,156000
20407,4,2,1411,5888,2016-05-01,2016,5,57500
20408,3,2,1342,5888,2016-06-01,2016,6,155000
20409,4,2,1488,5888,2016-09-01,2016,9,197500
20411,4,2,1411,5888,2018-05-01,2018,5,70000
20414,6,2,1960,5883,2023-02-21,2023,2,292000
20415,2,1,878,5883,2022-08-04,2022,8,218000
20417,5,1,970,5880,2023-04-06,2023,4,120000
20419,6,2,1984,5880,2023-04-27,2023,4,195000
20420,4,2,2347,5880,2023-09-21,2023,9,245000
20422,3,1,1310,5880,2023-05-05,2023,5,310000
20424,2,2,1086,5880,2022-12-05,2022,12,125500
20425,2,2,1429,5880,2022-09-13,2022,9,169900
20426,4,2,1536,5880,2022-10-06,2022,10,155000
20427,6,3,2323,5880,2022-05-24,2022,5,230000
20428,4,2,1872,5880,2022-01-14,2022,1,120307
20429,4,2,1600,5880,2022-03-25,2022,3,135000
20433,3,1,1221,5880,2022-12-19,2022,12,180000
20434,5,2,2436,5880,2022-06-03,2022,6,70000
20439,4,2,1536,5880,2021-07-07,2021,7,158000
20441,6,2,2323,5880,2021-07-23,2021,7,164000
20444,2,1,909,5880,2021-07-29,2021,7,165000
20445,3,1,1078,5880,2021-05-17,2021,5,229200
20447,4,2,1103,5880,2021-08-10,2021,8,221000
20452,3,2,1518,5880,2020-02-20,2020,2,125000
20453,6,4,2408,5880,2020-12-02,2020,12,149900
20454,3,1,1093,5880,2020-05-04,2020,5,50000
20455,3,1,892,5880,2020-12-16,2020,12,54000
20456,3,1,1334,5880,2020-07-09,2020,7,238500
20459,3,1,1078,5880,2020-05-15,2020,5,215000
20460,3,2,1550,5880,2020-11-30,2020,11,263000
20470,6,2,2265,5880,2013-02-01,2013,2,99900
20471,3,1,1145,5880,2013-03-01,2013,3,146300
20475,3,1,1012,5880,2014-01-01,2014,1,92000
20476,4,3,1958,5880,2014-02-01,2014,2,122500
20477,2,1,1470,5880,2014-08-01,2014,8,118000
20481,3,1,1296,5880,2015-04-01,2015,4,81000
20485,3,2,1831,5880,2016-08-01,2016,8,83500
20486,4,3,1852,5880,2016-08-01,2016,8,195000
20489,4,1,1066,5880,2016-09-01,2016,9,160000
20490,3,2,1493,5880,2016-09-01,2016,9,190000
20494,3,2,2136,5880,2017-04-01,2017,4,183400
20496,4,2,1828,5880,2017-06-01,2017,6,149000
20497,6,2,1984,5880,2017-07-01,2017,7,85000
20504,3,1,1120,5880,2018-01-01,2018,1,155000
20508,3,1,1470,5880,2018-06-01,2018,6,152900
20512,4,3,1958,5880,2018-10-01,2018,10,161000
20513,6,2,1980,5880,2018-11-01,2018,11,109000
20515,3,1,1221,5880,2018-12-01,2018,12,116200
20516,3,1,1310,5880,2018-12-01,2018,12,190000
20517,4,1,1190,5875,2023-11-29,2023,11,100000
20518,3,1,1292,5875,2023-01-13,2023,1,239000
20519,3,1,1641,5875,2021-12-16,2021,12,89000
20520,6,3,2328,5875,2020-09-28,2020,9,139000
20523,2,1,1193,5875,2020-07-20,2020,7,200000
20525,5,2,3291,5875,2014-06-01,2014,6,55000
20527,3,2,2422,5875,2015-10-01,2015,10,195000
20528,3,2,2422,5875,2015-10-01,2015,10,207000
20529,2,2,1230,5875,2016-08-01,2016,8,166000
20531,3,2,1130,5875,2016-12-01,2016,12,123000
20532,2,1,1090,5875,2017-08-01,2017,8,155700
20533,3,2,1376,5875,2018-01-01,2018,1,148500
20534,4,2,1718,5875,2018-03-01,2018,3,88000
20535,3,2,1512,5875,2018-06-01,2018,6,235000
20536,3,3,2187,5874,2013-10-01,2013,10,350000
20537,3,3,2187,5874,2017-01-01,2017,1,315000
20538,2,2,1789,5869,2019-04-25,2019,4,255000
20539,2,2,1789,5869,2014-07-01,2014,7,224900
20540,6,2,1728,5869,2015-07-01,2015,7,149000
20541,4,2,2062,5868,2023-11-24,2023,11,155000
20542,6,1,1472,5868,2022-10-06,2022,10,155000
20548,4,3,3057,5865,2018-04-01,2018,4,330000
20549,4,2,2347,5863,2022-01-26,2022,1,160000
20550,2,2,1207,5863,2019-09-18,2019,9,70000
20551,3,1,1024,5863,2018-02-01,2018,2,75000
20555,4,2,1531,5857,2017-11-01,2017,11,103000
20556,6,1,1688,5856,2022-03-31,2022,3,264000
20560,6,2,2240,5856,2021-08-30,2021,8,280000
20561,3,3,1086,5856,2020-05-28,2020,5,136500
20562,3,1,1688,5856,2020-08-28,2020,8,225000
20564,6,2,2240,5856,2013-09-01,2013,9,155000
20568,3,1,984,5856,2018-11-01,2018,11,71400
20569,3,3,2371,5855,2022-08-16,2022,8,275000
20571,4,1,1460,5852,2023-09-12,2023,9,231000
20572,2,1,1176,5852,2021-01-04,2021,1,82000
20573,3,2,1842,5852,2020-01-31,2020,1,175000
20574,3,2,1842,5852,2013-02-01,2013,2,136000
20575,6,2,2598,5852,2013-08-01,2013,8,119000
20578,3,1,1060,5852,2017-09-01,2017,9,117000
20581,3,1,1190,5850,2023-10-30,2023,10,96000
20582,4,1,1596,5850,2023-02-13,2023,2,150000
20584,3,1,1100,5850,2023-10-09,2023,10,130500
20586,4,3,1850,5850,2023-10-24,2023,10,215000
20588,3,2,1946,5850,2023-12-15,2023,12,90000
20590,4,2,2260,5850,2023-06-23,2023,6,340000
20591,4,2,1630,5850,2023-12-18,2023,12,308900
20592,4,2,1677,5850,2023-07-07,2023,7,280000
20594,6,2,2826,5850,2022-07-06,2022,7,154000
20595,28,2,1736,5850,2022-06-02,2022,6,115000
20596,8,2,1204,5850,2022-03-25,2022,3,141000
20597,4,2,1741,5850,2022-07-14,2022,7,200000
20598,4,3,1113,5850,2022-01-10,2022,1,235000
20599,3,2,1684,5850,2022-06-30,2022,6,375000
20600,3,1,992,5850,2022-11-21,2022,11,145000
20605,7,3,4022,5850,2021-04-12,2021,4,189500
20606,4,2,1736,5850,2021-05-14,2021,5,244000
20607,4,2,2056,5850,2021-08-04,2021,8,219900
20609,3,1,1166,5850,2020-07-31,2020,7,70000
20610,3,1,1013,5850,2020-07-14,2020,7,121000
20611,4,1,1468,5850,2020-04-15,2020,4,107900
20613,3,2,961,5850,2020-07-13,2020,7,180000
20614,6,2,2892,5850,2020-07-31,2020,7,179900
20616,5,3,2427,5850,2020-12-16,2020,12,345000
20617,3,2,1211,5850,2020-12-07,2020,12,269000
20618,3,1,1094,5850,2020-10-29,2020,10,167500
20619,2,2,1096,5850,2020-11-25,2020,11,175000
20620,4,2,1379,5850,2019-08-02,2019,8,142500
20627,4,2,2196,5850,2019-04-15,2019,4,135000
20631,3,2,1512,5850,2019-11-21,2019,11,247000
20636,3,1,1213,5850,2013-08-01,2013,8,128000
20637,3,2,1844,5850,2014-03-01,2014,3,265000
20638,3,1,990,5850,2014-04-01,2014,4,50500
20639,3,2,1473,5850,2014-06-01,2014,6,139000
20640,4,2,1477,5850,2014-08-01,2014,8,105000
20641,6,4,2412,5850,2014-12-01,2014,12,142500
20643,3,2,1502,5850,2015-01-01,2015,1,148000
20644,3,1,1140,5850,2015-06-01,2015,6,69000
20645,4,2,1415,5850,2015-07-01,2015,7,92500
20649,3,3,1324,5850,2016-04-01,2016,4,80000
20652,3,1,862,5850,2016-09-01,2016,9,82000
20653,3,2,961,5850,2016-11-01,2016,11,130000
20654,2,1,1630,5850,2016-11-01,2016,11,110000
20655,4,2,2310,5850,2017-01-01,2017,1,88000
20656,3,2,1684,5850,2017-01-01,2017,1,185000
20657,3,2,1844,5850,2017-03-01,2017,3,284500
20659,3,1,1213,5850,2017-06-01,2017,6,153000
20660,3,2,1211,5850,2017-06-01,2017,6,230000
20662,4,2,1660,5850,2017-08-01,2017,8,227000
20663,3,2,1385,5850,2017-08-01,2017,8,175000
20666,7,5,3632,5850,2018-02-01,2018,2,173000
20670,2,1,1630,5850,2018-06-01,2018,6,225000
20671,4,3,2800,5850,2018-09-01,2018,9,232000
20673,3,2,1092,5850,2018-10-01,2018,10,120000
20678,4,1,971,5848,2021-04-01,2021,4,67000
20682,3,2,1600,5848,2015-12-01,2015,12,127000
20683,2,2,1060,5848,2016-03-01,2016,3,94000
20688,6,2,1938,5846,2021-10-01,2021,10,185000
20689,4,3,3884,5845,2023-08-17,2023,8,215000
20690,4,2,2094,5845,2021-05-28,2021,5,75000
20692,4,3,1635,5845,2018-12-01,2018,12,57900
20693,8,1,1012,5842,2023-01-06,2023,1,100000
20695,4,2,1040,5842,2022-09-08,2022,9,117400
20696,6,2,1248,5842,2022-02-22,2022,2,155000
20697,4,2,1205,5842,2022-08-02,2022,8,132000
20698,4,2,2164,5842,2022-02-23,2022,2,83400
20699,5,1,1827,5842,2022-07-11,2022,7,275000
20700,2,1,900,5842,2021-04-05,2021,4,50000
20701,4,1,1012,5842,2021-08-23,2021,8,57000
20702,1,1,1213,5842,2021-08-12,2021,8,75000
20703,4,2,2189,5842,2021-05-05,2021,5,260000
20705,4,1,1041,5842,2020-11-19,2020,11,52000
20708,5,3,2396,5842,2014-08-01,2014,8,67000
20709,2,2,1321,5842,2014-09-01,2014,9,85000
20710,3,1,1181,5842,2016-08-01,2016,8,120900
20711,4,2,1674,5840,2023-08-11,2023,8,120000
20713,2,1,1001,5840,2020-06-29,2020,6,145000
20720,5,3,1909,5836,2021-07-06,2021,7,180000
20723,3,3,1642,5831,2023-06-14,2023,6,350000
20724,3,3,1642,5831,2015-06-01,2015,6,187500
20727,5,2,2040,5830,2022-03-25,2022,3,150000
20728,6,2,2040,5830,2022-05-18,2022,5,135000
20733,6,2,2040,5830,2020-09-25,2020,9,123000
20734,3,2,1274,5830,2020-10-30,2020,10,162500
20744,3,2,1475,5828,2023-11-30,2023,11,130000
20746,3,2,1766,5828,2023-01-30,2023,1,237000
20747,4,1,1344,5828,2022-08-11,2022,8,150000
20750,2,1,1213,5828,2022-09-07,2022,9,255000
20753,3,2,1272,5828,2019-10-09,2019,10,257450
20755,3,2,1300,5828,2019-07-12,2019,7,252000
20757,2,1,1213,5828,2013-07-01,2013,7,156000
20759,3,2,1343,5828,2015-05-01,2015,5,149000
20760,3,2,1248,5828,2015-05-01,2015,5,195000
20761,2,2,1377,5828,2015-12-01,2015,12,147500
20762,3,2,1513,5828,2016-04-01,2016,4,200000
20763,3,3,1411,5828,2016-05-01,2016,5,240500
20764,3,2,1248,5828,2016-06-01,2016,6,225000
20765,3,2,1728,5828,2016-07-01,2016,7,233000
20766,4,2,2785,5828,2016-08-01,2016,8,260000
20767,3,2,1435,5828,2017-07-01,2017,7,208584
20768,3,2,1248,5828,2017-07-01,2017,7,216000
20770,3,1,1058,5828,2017-09-01,2017,9,137800
20771,3,2,1272,5828,2017-09-01,2017,9,222500
20773,3,3,1300,5828,2018-05-01,2018,5,219500
20774,3,3,1411,5828,2018-05-01,2018,5,248000
20782,4,1,1496,5824,2018-03-01,2018,3,166000
20783,3,1,974,5822,2021-08-04,2021,8,110000
20787,3,1,1258,5820,2020-03-24,2020,3,100000
20788,4,3,1676,5820,2015-08-01,2015,8,255000
20791,3,2,1740,5818,2015-07-01,2015,7,229000
20792,5,2,2184,5814,2021-04-07,2021,4,120000
20794,4,1,1664,5812,2023-05-15,2023,5,155000
20796,3,2,1080,5808,2023-08-22,2023,8,200000
20801,3,3,1434,5808,2023-10-03,2023,10,280000
20802,4,2,1359,5808,2022-02-28,2022,2,152000
20805,4,2,1615,5808,2021-05-27,2021,5,110000
20806,3,1,1080,5808,2021-09-21,2021,9,220000
20810,3,2,1501,5808,2021-07-16,2021,7,277000
20811,2,1,811,5808,2020-11-10,2020,11,52600
20812,3,1,1126,5808,2020-09-04,2020,9,146000
20822,4,1,1203,5808,2014-05-01,2014,5,122500
20833,4,2,1505,5805,2023-08-22,2023,8,226000
20834,4,3,1334,5805,2023-07-20,2023,7,150000
20836,3,2,1420,5805,2023-07-17,2023,7,265000
20837,3,2,1085,5805,2023-10-19,2023,10,209000
20840,12,2,2642,5805,2022-03-02,2022,3,110000
20841,6,2,1425,5805,2022-12-15,2022,12,180000
20842,3,1,1057,5805,2022-05-15,2022,5,202000
20843,4,2,1290,5805,2022-11-22,2022,11,240000
20844,3,2,1165,5805,2022-09-16,2022,9,220000
20845,3,1,1082,5805,2022-06-10,2022,6,190000
20846,3,2,1191,5805,2022-09-21,2022,9,197500
20847,3,2,946,5805,2022-03-22,2022,3,245000
20848,5,2,1847,5805,2021-05-24,2021,5,160000
20851,2,1,940,5805,2021-09-01,2021,9,212000
20854,6,2,2078,5805,2020-11-13,2020,11,305000
20855,2,1,798,5805,2020-12-15,2020,12,157000
20857,3,1,1236,5805,2020-11-02,2020,11,162000
20858,3,2,1414,5805,2020-05-15,2020,5,173500
20859,3,1,1348,5805,2020-10-30,2020,10,168000
20860,3,2,1266,5805,2020-08-05,2020,8,228000
20862,4,1,1276,5805,2020-10-27,2020,10,150000
20863,3,1,1091,5805,2020-03-30,2020,3,155000
20866,3,3,1376,5805,2019-06-17,2019,6,157500
20871,3,2,1061,5805,2019-03-29,2019,3,154700
20876,3,2,1414,5805,2013-03-01,2013,3,130000
20879,3,2,1336,5805,2013-07-01,2013,7,110000
20880,3,1,1369,5805,2013-07-01,2013,7,114000
20882,3,1,893,5805,2014-04-01,2014,4,97000
20884,3,3,1376,5805,2014-06-01,2014,6,133500
20885,3,2,1652,5805,2014-06-01,2014,6,117000
20888,3,2,1165,5805,2014-12-01,2014,12,128500
20889,3,1,1047,5805,2015-04-01,2015,4,118000
20892,3,2,1203,5805,2015-08-01,2015,8,123900
20893,3,2,1067,5805,2015-12-01,2015,12,139000
20894,3,2,1165,5805,2016-06-01,2016,6,145000
20895,2,2,1461,5805,2016-08-01,2016,8,69000
20897,3,1,1037,5805,2016-11-01,2016,11,122735
20898,3,1,1263,5805,2016-11-01,2016,11,124000
20899,2,2,811,5805,2016-11-01,2016,11,108000
