Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
5,2,1469,4956,2020-03-31,2020,3,175000
4,2,1411,4956,2020-12-30,2020,12,240000
3,2,1510,4956,2020-09-29,2020,9,150000
4,1,1079,4956,2020-03-09,2020,3,135000
6,2,2945,4956,2013-10-01,2013,10,22500
4,2,1411,4956,2014-03-01,2014,3,153300
3,1,1115,4956,2014-06-01,2014,6,115900
2,1,1186,4956,2015-08-01,2015,8,129900
6,2,2690,4956,2015-11-01,2015,11,37500
4,2,1322,4956,2016-05-01,2016,5,128000
2,1,1098,4956,2016-09-01,2016,9,117000
4,1,1638,4953,2022-02-04,2022,2,114900
3,2,1290,4953,2022-07-27,2022,7,255000
4,1,1208,4953,2013-06-01,2013,6,115000
2,1,1193,4953,2014-09-01,2014,9,110000
3,1,1458,4953,2015-05-01,2015,5,140000
2,1,965,4953,2016-11-01,2016,11,122000
6,2,3173,4953,2017-03-01,2017,3,240000
2,1,1090,4953,2017-05-01,2017,5,111900
3,2,1474,4953,2018-06-01,2018,6,175000
2,1,1139,4950,2023-03-03,2023,3,220900
4,2,1078,4950,2023-08-14,2023,8,231000
3,1,804,4950,2023-08-10,2023,8,200000
2,1,1428,4950,2022-08-19,2022,8,108000
3,2,1462,4950,2022-09-30,2022,9,337000
10,3,1686,4950,2022-01-25,2022,1,235000
10,3,1686,4950,2022-11-08,2022,11,265000
2,2,976,4950,2022-04-06,2022,4,210000
3,1,1181,4950,2021-05-20,2021,5,210700
4,2,1078,4950,2021-08-06,2021,8,225000
3,1,1159,4950,2021-03-17,2021,3,110000
3,1,1253,4950,2021-05-12,2021,5,35000
3,3,2321,4950,2021-08-10,2021,8,150000
5,3,2400,4950,2021-05-28,2021,5,130000
3,3,1666,4950,2021-07-22,2021,7,167000
5,2,2500,4950,2021-02-22,2021,2,207000
2,2,1126,4950,2021-09-01,2021,9,173000
3,2,1064,4950,2020-09-04,2020,9,170000
2,1,804,4950,2020-06-23,2020,6,132000
3,2,1215,4950,2020-11-06,2020,11,194000
3,1,1382,4950,2020-06-24,2020,6,195000
4,2,2023,4950,2014-05-01,2014,5,65000
4,2,2023,4950,2014-10-01,2014,10,86000
3,2,1596,4950,2014-11-01,2014,11,94300
4,1,1078,4950,2015-02-01,2015,2,71000
3,1,1126,4950,2015-03-01,2015,3,183500
3,1,1163,4950,2015-06-01,2015,6,118000
3,2,1205,4950,2015-07-01,2015,7,135400
3,1,1055,4950,2016-01-01,2016,1,112500
3,1,1013,4950,2016-04-01,2016,4,123000
3,1,944,4950,2016-05-01,2016,5,105500
3,4,2298,4950,2016-06-01,2016,6,198000
3,2,1064,4950,2016-10-01,2016,10,128500
3,1,1018,4950,2016-12-01,2016,12,118000
3,1,1224,4950,2017-02-01,2017,2,168000
4,2,2006,4950,2017-07-01,2017,7,108000
3,1,1078,4950,2017-08-01,2017,8,113000
3,1,1055,4950,2018-03-01,2018,3,165000
3,1,917,4950,2018-05-01,2018,5,150000
2,3,1794,4949,2017-03-01,2017,3,205000
2,1,1983,4945,2023-05-15,2023,5,81000
2,1,1983,4945,2023-11-24,2023,11,215000
3,2,1994,4945,2022-08-16,2022,8,230000
3,1,1116,4945,2021-06-04,2021,6,213000
3,2,1126,4945,2021-05-20,2021,5,230000
3,2,1039,4945,2021-09-14,2021,9,205000
4,2,1609,4945,2019-06-07,2019,6,265000
3,1,1116,4945,2015-01-01,2015,1,118000
3,1,1233,4945,2016-06-01,2016,6,173300
2,1,825,4945,2016-06-01,2016,6,110000
2,2,1218,4945,2016-06-01,2016,6,167900
3,1,982,4945,2016-06-01,2016,6,138000
3,1,1066,4945,2016-08-01,2016,8,155000
4,1,1609,4945,2018-08-01,2018,8,169900
3,2,1891,4944,2021-08-18,2021,8,85000
2,2,1380,4944,2020-08-28,2020,8,247000
4,1,1390,4944,2013-11-01,2013,11,110000
3,2,1220,4944,2015-07-01,2015,7,151900
3,2,1365,4944,2016-07-01,2016,7,117250
3,2,1891,4944,2017-08-01,2017,8,47700
3,1,1230,4944,2018-05-01,2018,5,110000
2,2,1380,4944,2018-08-01,2018,8,192000
6,2,2568,4941,2022-02-10,2022,2,110000
4,2,2469,4940,2023-01-25,2023,1,150000
4,2,1571,4940,2023-12-21,2023,12,59500
3,2,1656,4940,2023-10-04,2023,10,353000
4,2,2552,4940,2022-07-01,2022,7,130000
4,2,1602,4940,2021-07-06,2021,7,147900
3,2,1451,4940,2013-05-01,2013,5,195000
4,1,1512,4940,2013-08-01,2013,8,149000
2,1,787,4940,2015-04-01,2015,4,131500
4,2,2336,4940,2015-10-01,2015,10,38000
3,1,1324,4940,2015-11-01,2015,11,116500
4,2,1496,4940,2016-08-01,2016,8,179000
3,2,1426,4935,2014-04-01,2014,4,97500
6,2,2648,4932,2021-04-09,2021,4,340000
6,2,2248,4928,2022-07-15,2022,7,172000
5,3,1665,4928,2016-10-01,2016,10,160000
6,2,2034,4928,2017-06-01,2017,6,119500
2,2,1369,4922,2023-08-22,2023,8,185000
3,1,953,4922,2017-08-01,2017,8,120000
4,2,1536,4920,2023-02-23,2023,2,107000
4,2,1898,4920,2023-01-31,2023,1,130000
4,1,1125,4920,2023-01-23,2023,1,143000
2,1,829,4920,2023-09-14,2023,9,110000
2,2,1346,4920,2023-02-21,2023,2,140000
4,2,1129,4920,2023-02-28,2023,2,195000
4,1,1084,4920,2023-01-17,2023,1,193000
4,2,1541,4920,2023-10-25,2023,10,155000
4,3,1483,4920,2023-01-31,2023,1,80000
4,3,1483,4920,2023-07-03,2023,7,245000
4,2,2028,4920,2023-05-09,2023,5,76000
4,3,1491,4920,2023-02-01,2023,2,140000
4,3,1491,4920,2023-11-20,2023,11,175000
3,2,1482,4920,2023-12-13,2023,12,87500
4,2,1557,4920,2023-05-05,2023,5,100000
4,2,2052,4920,2023-01-06,2023,1,165000
3,2,1196,4920,2023-03-21,2023,3,175000
5,3,1956,4920,2023-06-20,2023,6,190000
6,2,2684,4920,2023-06-23,2023,6,195000
5,2,2228,4920,2023-11-02,2023,11,200000
6,1,1176,4920,2023-11-14,2023,11,129000
3,2,1183,4920,2023-04-14,2023,4,181750
4,2,2078,4920,2023-09-15,2023,9,165700
4,2,2002,4920,2023-08-22,2023,8,230000
6,2,1983,4920,2023-05-24,2023,5,49900
3,3,1770,4920,2023-07-24,2023,7,219900
3,2,1469,4920,2023-02-13,2023,2,199000
3,1,1678,4920,2023-03-22,2023,3,165000
3,2,2231,4920,2023-12-15,2023,12,120000
5,2,2740,4920,2023-09-08,2023,9,225000
5,2,2322,4920,2023-03-30,2023,3,131000
6,2,3030,4920,2023-12-11,2023,12,320000
5,1,1658,4920,2023-08-21,2023,8,150000
9,3,4135,4920,2023-05-09,2023,5,249000
3,2,1164,4920,2023-09-26,2023,9,266900
3,2,1338,4920,2023-09-07,2023,9,255000
3,2,1514,4920,2023-09-20,2023,9,245000
3,2,1514,4920,2023-06-22,2023,6,260000
2,1,887,4920,2023-02-27,2023,2,195000
3,2,954,4920,2023-10-17,2023,10,260000
4,2,1498,4920,2023-04-11,2023,4,290000
3,1,1252,4920,2023-05-09,2023,5,361000
4,2,1309,4920,2023-03-29,2023,3,225000
4,1,1039,4920,2023-06-09,2023,6,237000
4,2,1103,4920,2022-11-14,2022,11,183000
6,2,2024,4920,2022-06-09,2022,6,240000
10,2,2077,4920,2022-02-25,2022,2,155000
5,2,1910,4920,2022-10-26,2022,10,175000
4,2,1530,4920,2022-07-13,2022,7,150000
3,3,1624,4920,2022-09-28,2022,9,200000
3,2,1298,4920,2022-11-14,2022,11,175000
2,2,1346,4920,2022-04-18,2022,4,135000
6,2,1988,4920,2022-11-03,2022,11,248000
4,2,1129,4920,2022-11-16,2022,11,143000
3,1,1477,4920,2022-03-11,2022,3,155000
2,1,730,4920,2022-12-15,2022,12,114900
6,1,1070,4920,2022-01-06,2022,1,118000
6,2,1993,4920,2022-03-04,2022,3,115000
3,2,2279,4920,2022-12-16,2022,12,225000
3,2,1856,4920,2022-07-13,2022,7,240000
4,3,1687,4920,2022-12-21,2022,12,245000
3,1,1456,4920,2022-12-30,2022,12,155000
4,2,2387,4920,2022-07-21,2022,7,86000
4,2,2160,4920,2022-05-19,2022,5,105000
2,2,1042,4920,2022-02-17,2022,2,105000
6,2,2127,4920,2022-04-26,2022,4,195000
3,1,1088,4920,2022-10-07,2022,10,145900
3,2,1176,4920,2022-11-23,2022,11,159900
2,1,694,4920,2022-08-15,2022,8,112500
8,2,922,4920,2022-08-01,2022,8,229000
3,1,1062,4920,2022-05-11,2022,5,135000
3,2,1212,4920,2022-12-01,2022,12,153000
4,2,1904,4920,2022-03-22,2022,3,145000
4,2,1534,4920,2022-06-28,2022,6,185000
4,4,2020,4920,2022-03-14,2022,3,210000
3,2,1389,4920,2022-04-22,2022,4,195000
2,2,1384,4920,2022-12-01,2022,12,168000
6,2,2404,4920,2022-08-22,2022,8,37000
3,2,1671,4920,2022-06-22,2022,6,58000
6,1,2064,4920,2022-03-21,2022,3,65000
4,2,2021,4920,2022-05-26,2022,5,88000
6,2,2440,4920,2022-05-13,2022,5,260000
4,2,2362,4920,2022-02-02,2022,2,165000
3,1,1210,4920,2022-05-03,2022,5,145000
5,2,1971,4920,2022-06-01,2022,6,190000
3,2,1512,4920,2022-05-20,2022,5,155000
3,2,2193,4920,2022-03-23,2022,3,169000
6,2,2478,4920,2022-02-17,2022,2,175000
3,2,1428,4920,2022-03-02,2022,3,276000
6,3,3161,4920,2022-12-06,2022,12,147000
8,2,1738,4920,2022-01-24,2022,1,191000
3,1,1299,4920,2022-11-02,2022,11,45500
5,2,2322,4920,2022-12-16,2022,12,61000
4,2,1534,4920,2022-05-26,2022,5,44000
4,2,1645,4920,2022-12-19,2022,12,170000
6,2,2701,4920,2022-12-15,2022,12,105000
8,2,2978,4920,2022-03-02,2022,3,102000
3,1,1236,4920,2022-06-22,2022,6,250000
4,1,1391,4920,2022-07-29,2022,7,260000
4,2,1540,4920,2022-10-12,2022,10,250000
3,2,1605,4920,2022-11-29,2022,11,274000
3,2,1246,4920,2022-07-12,2022,7,265000
4,3,2157,4920,2022-10-18,2022,10,360000
2,2,1118,4920,2022-08-24,2022,8,231000
3,1,1042,4920,2022-06-10,2022,6,220000
3,2,1173,4920,2022-04-16,2022,4,225000
5,2,1691,4920,2022-03-31,2022,3,300000
3,2,2010,4920,2022-05-31,2022,5,261000
8,2,1300,4920,2022-01-03,2022,1,184000
2,2,866,4920,2021-10-19,2021,10,84900
4,2,1898,4920,2021-11-29,2021,11,90000
4,2,1872,4920,2021-09-15,2021,9,140000
6,2,2254,4920,2021-08-30,2021,8,180000
4,1,1103,4920,2021-07-01,2021,7,100760
5,3,1870,4920,2021-05-17,2021,5,140000
3,1,1084,4920,2021-05-10,2021,5,95000
3,2,1184,4920,2021-03-26,2021,3,153000
3,1,1287,4920,2021-04-16,2021,4,135000
2,1,1008,4920,2021-04-12,2021,4,115000
3,3,1260,4920,2021-07-30,2021,7,160000
2,1,1116,4920,2021-03-04,2021,3,96000
2,2,1068,4920,2021-06-07,2021,6,140000
2,1,1417,4920,2021-09-10,2021,9,150000
3,1,1165,4920,2021-05-28,2021,5,145000
3,2,1217,4920,2021-12-10,2021,12,132500
2,1,1162,4920,2021-01-28,2021,1,85000
3,2,1750,4920,2021-09-01,2021,9,85500
2,1,1526,4920,2021-03-31,2021,3,83500
3,2,991,4920,2021-09-23,2021,9,150000
3,1,993,4920,2021-09-07,2021,9,75000
4,2,1256,4920,2021-02-24,2021,2,156000
3,3,1374,4920,2021-01-29,2021,1,159000
3,1,1386,4920,2021-06-01,2021,6,215000
4,2,1890,4920,2021-05-05,2021,5,168000
3,2,1360,4920,2021-03-15,2021,3,179900
3,1,1249,4920,2021-05-28,2021,5,155000
3,1,1176,4920,2021-08-26,2021,8,122000
4,2,1322,4920,2021-07-30,2021,7,115000
3,2,1304,4920,2021-09-20,2021,9,145000
3,2,1134,4920,2021-01-15,2021,1,124000
4,2,1904,4920,2021-03-25,2021,3,143000
2,1,1267,4920,2021-08-27,2021,8,124000
2,1,1157,4920,2021-03-02,2021,3,115000
4,2,1587,4920,2021-04-27,2021,4,184900
4,2,1968,4920,2021-08-26,2021,8,145000
2,2,1143,4920,2021-02-04,2021,2,95000
2,2,1384,4920,2021-07-27,2021,7,175900
4,2,1994,4920,2021-01-26,2021,1,154900
3,1,1194,4920,2021-05-07,2021,5,68000
5,2,2140,4920,2021-06-03,2021,6,291500
4,1,1604,4920,2021-04-20,2021,4,225000
4,2,2003,4920,2021-06-11,2021,6,84000
4,2,2412,4920,2021-02-10,2021,2,125000
4,2,2497,4920,2021-12-17,2021,12,165000
2,1,1176,4920,2021-08-10,2021,8,171100
3,2,1229,4920,2021-07-07,2021,7,85000
4,2,1738,4920,2021-04-09,2021,4,177000
3,2,2296,4920,2021-08-31,2021,8,75900
6,2,2874,4920,2021-08-06,2021,8,82000
4,2,1672,4920,2021-07-29,2021,7,99900
6,2,2571,4920,2021-09-15,2021,9,325000
4,2,1534,4920,2021-07-26,2021,7,50000
4,2,1649,4920,2021-03-29,2021,3,100214
2,1,1132,4920,2021-06-16,2021,6,147000
3,2,1534,4920,2021-09-03,2021,9,135000
6,2,3323,4920,2021-06-04,2021,6,140000
4,2,2691,4920,2021-01-25,2021,1,265000
4,3,2250,4920,2021-08-09,2021,8,140000
6,2,2435,4920,2021-08-23,2021,8,89900
4,2,2584,4920,2021-01-29,2021,1,165000
2,1,818,4920,2021-02-03,2021,2,139000
4,2,2621,4920,2021-02-08,2021,2,190000
3,2,1164,4920,2021-07-14,2021,7,200500
3,1,1198,4920,2021-11-21,2021,11,220000
3,1,1151,4920,2021-08-20,2021,8,207500
4,2,1671,4920,2021-07-15,2021,7,230000
4,3,1396,4920,2021-06-24,2021,6,164900
3,1,1164,4920,2021-12-06,2021,12,165000
3,2,1260,4920,2021-07-02,2021,7,225000
4,2,2229,4920,2021-06-14,2021,6,285000
3,3,1812,4920,2021-06-08,2021,6,236000
5,2,1801,4920,2021-06-17,2021,6,235000
5,3,2045,4920,2021-02-02,2021,2,202100
3,2,2019,4920,2021-05-06,2021,5,300000
2,2,1290,4920,2021-01-25,2021,1,255000
4,2,1796,4920,2021-06-17,2021,6,308500
4,2,2202,4920,2021-09-15,2021,9,255000
4,2,1872,4920,2020-07-10,2020,7,58000
5,2,2247,4920,2020-05-08,2020,5,132900
3,2,951,4920,2020-03-13,2020,3,45000
3,2,2059,4920,2020-11-25,2020,11,139000
3,1,1132,4920,2020-04-29,2020,4,70000
3,1,1418,4920,2020-06-15,2020,6,153000
2,2,1026,4920,2020-04-30,2020,4,122500
3,2,1944,4920,2020-04-01,2020,4,149900
3,1,1239,4920,2020-06-09,2020,6,110000
4,2,1290,4920,2020-05-22,2020,5,137000
5,2,1465,4920,2020-03-19,2020,3,100000
3,1,1033,4920,2020-06-15,2020,6,55000
3,2,1845,4920,2020-07-17,2020,7,148000
3,2,1217,4920,2020-04-07,2020,4,89900
4,2,1750,4920,2020-11-18,2020,11,90000
4,2,2142,4920,2020-09-04,2020,9,112000
3,3,2057,4920,2020-10-05,2020,10,230000
3,2,990,4920,2020-03-12,2020,3,127500
4,2,2052,4920,2020-05-22,2020,5,94000
4,2,2156,4920,2020-12-28,2020,12,163000
6,2,1728,4920,2020-02-24,2020,2,98500
4,1,1176,4920,2020-09-02,2020,9,85000
4,1,954,4920,2020-08-19,2020,8,75000
3,1,1015,4920,2020-04-20,2020,4,115000
3,2,1363,4920,2020-08-20,2020,8,164500
5,2,1310,4920,2020-09-17,2020,9,163000
4,2,1904,4920,2020-12-08,2020,12,135000
4,2,2248,4920,2020-05-04,2020,5,140000
4,2,1534,4920,2020-06-20,2020,6,158000
4,2,1756,4920,2020-04-15,2020,4,170000
4,2,1876,4920,2020-10-23,2020,10,135000
2,2,1384,4920,2020-06-01,2020,6,144500
3,3,1574,4920,2020-12-16,2020,12,258000
4,2,1936,4920,2020-06-11,2020,6,145800
3,1,1188,4920,2020-12-11,2020,12,103700
3,2,1538,4920,2020-12-11,2020,12,190000
4,2,1650,4920,2020-11-05,2020,11,161000
6,2,2478,4920,2020-09-29,2020,9,152000
4,2,1255,4920,2020-09-03,2020,9,185000
3,2,1623,4920,2020-09-25,2020,9,231500
4,2,1982,4920,2020-06-25,2020,6,165900
4,3,2342,4920,2020-10-29,2020,10,180000
3,1,1581,4920,2020-08-03,2020,8,100000
4,2,2246,4920,2020-02-21,2020,2,30000
4,2,1534,4920,2020-01-08,2020,1,17995
3,1,1236,4920,2020-06-25,2020,6,160000
2,2,1496,4920,2020-01-27,2020,1,152000
3,1,1188,4920,2020-04-09,2020,4,167000
4,2,1544,4920,2020-09-30,2020,9,167500
2,1,1028,4920,2020-03-30,2020,3,135500
3,2,1227,4920,2020-10-08,2020,10,180000
4,2,1540,4920,2020-09-25,2020,9,156000
4,2,1680,4920,2020-04-20,2020,4,192000
2,2,1026,4920,2020-05-04,2020,5,175000
6,2,2090,4920,2020-08-11,2020,8,250000
3,2,1605,4920,2020-12-18,2020,12,196000
4,2,1625,4920,2020-12-14,2020,12,200000
3,1,1366,4920,2020-12-09,2020,12,269000
3,2,1579,4920,2020-08-06,2020,8,247900
3,2,1693,4920,2020-12-04,2020,12,352000
3,2,1564,4920,2020-11-13,2020,11,350000
2,2,1406,4920,2020-11-05,2020,11,160000
3,2,1190,4920,2020-08-20,2020,8,199500
3,1,1006,4920,2020-09-08,2020,9,150000
5,3,2013,4920,2019-06-07,2019,6,112500
3,2,1620,4920,2019-01-04,2019,1,87000
6,4,2388,4920,2019-11-22,2019,11,165000
4,2,1513,4920,2019-10-29,2019,10,38000
3,2,1139,4920,2019-05-24,2019,5,166500
4,2,1193,4920,2019-05-17,2019,5,122408
3,2,1608,4920,2019-04-30,2019,4,150000
3,2,1812,4920,2019-08-27,2019,8,136900
3,2,1411,4920,2019-06-20,2019,6,139400
2,2,1642,4920,2019-08-07,2019,8,135000
3,2,1185,4920,2019-12-17,2019,12,47000
4,2,1672,4920,2019-09-06,2019,9,33900
3,2,1388,4920,2019-09-13,2019,9,199800
4,2,1401,4920,2019-03-25,2019,3,205000
3,2,1359,4920,2019-08-08,2019,8,168750
3,2,1248,4920,2019-03-04,2019,3,174500
3,2,1521,4920,2019-11-22,2019,11,177000
6,2,2771,4920,2013-02-01,2013,2,254000
6,2,1983,4920,2013-02-01,2013,2,35000
2,2,1368,4920,2013-03-01,2013,3,165000
3,1,982,4920,2013-03-01,2013,3,88800
4,2,2160,4920,2013-04-01,2013,4,157704
3,2,1338,4920,2013-05-01,2013,5,151500
4,2,2270,4920,2013-06-01,2013,6,59900
2,1,1075,4920,2013-07-01,2013,7,58500
4,2,2320,4920,2013-07-01,2013,7,176000
3,2,1791,4920,2013-07-01,2013,7,230500
4,2,2162,4920,2013-08-01,2013,8,63000
4,2,2072,4920,2013-09-01,2013,9,108000
3,1,992,4920,2013-09-01,2013,9,119500
3,2,1772,4920,2013-09-01,2013,9,93000
4,1,1230,4920,2013-10-01,2013,10,77000
3,1,1074,4920,2013-10-01,2013,10,73000
5,3,1578,4920,2013-10-01,2013,10,90000
2,1,1113,4920,2013-11-01,2013,11,108000
3,2,1093,4920,2013-12-01,2013,12,123900
3,2,1873,4920,2013-12-01,2013,12,125000
4,2,2059,4920,2013-12-01,2013,12,102900
2,2,930,4920,2014-03-01,2014,3,121900
3,1,1194,4920,2014-03-01,2014,3,64000
2,2,1496,4920,2014-05-01,2014,5,145000
3,2,1361,4920,2014-06-01,2014,6,75900
4,2,2023,4920,2014-06-01,2014,6,80900
4,2,2155,4920,2014-06-01,2014,6,182000
4,2,2073,4920,2014-07-01,2014,7,139500
2,1,784,4920,2014-07-01,2014,7,52650
3,2,994,4920,2014-09-01,2014,9,122000
4,2,1902,4920,2014-09-01,2014,9,237000
3,2,1236,4920,2014-10-01,2014,10,65000
4,2,1685,4920,2014-10-01,2014,10,100000
4,2,2222,4920,2014-10-01,2014,10,93000
3,2,1479,4920,2014-10-01,2014,10,143500
3,1,1375,4920,2014-11-01,2014,11,139300
3,1,1026,4920,2014-12-01,2014,12,67000
3,2,1389,4920,2014-12-01,2014,12,98500
3,2,2185,4920,2014-12-01,2014,12,83000
3,1,1006,4920,2014-12-01,2014,12,83300
3,1,1196,4920,2015-01-01,2015,1,78000
4,2,1587,4920,2015-01-01,2015,1,142500
3,2,1402,4920,2015-01-01,2015,1,138000
3,1,1006,4920,2015-02-01,2015,2,73000
4,2,2338,4920,2015-02-01,2015,2,109000
4,2,1888,4920,2015-02-01,2015,2,110000
3,1,972,4920,2015-03-01,2015,3,20000
4,1,1230,4920,2015-03-01,2015,3,84500
3,2,1737,4920,2015-03-01,2015,3,150000
4,2,1159,4920,2015-04-01,2015,4,13000
4,2,2269,4920,2015-04-01,2015,4,210000
5,3,2158,4920,2015-05-01,2015,5,95000
4,1,1084,4920,2015-05-01,2015,5,72200
4,2,1641,4920,2015-05-01,2015,5,170000
2,1,850,4920,2015-05-01,2015,5,89900
4,2,1290,4920,2015-06-01,2015,6,110000
3,2,1279,4920,2015-06-01,2015,6,129800
4,2,1783,4920,2015-07-01,2015,7,100000
3,2,1514,4920,2015-07-01,2015,7,127000
3,2,1338,4920,2015-07-01,2015,7,140000
5,2,1921,4920,2015-08-01,2015,8,85000
4,2,1167,4920,2015-08-01,2015,8,155000
6,2,2847,4920,2015-09-01,2015,9,255000
3,2,1374,4920,2015-09-01,2015,9,70000
3,1,989,4920,2015-09-01,2015,9,92900
3,1,1107,4920,2015-09-01,2015,9,99100
3,1,1590,4920,2015-10-01,2015,10,85000
2,2,1042,4920,2015-11-01,2015,11,67500
4,2,1322,4920,2015-11-01,2015,11,100000
4,1,1103,4920,2015-12-01,2015,12,62500
3,2,1430,4920,2015-12-01,2015,12,119900
4,2,1159,4920,2016-01-01,2016,1,75750
4,3,1608,4920,2016-02-01,2016,2,97500
4,2,2808,4920,2016-02-01,2016,2,85000
6,4,2672,4920,2016-03-01,2016,3,123200
4,1,1541,4920,2016-03-01,2016,3,82900
4,2,1295,4920,2016-03-01,2016,3,147000
3,2,1592,4920,2016-03-01,2016,3,127500
3,1,1252,4920,2016-03-01,2016,3,208000
5,3,2166,4920,2016-03-01,2016,3,107000
4,3,1604,4920,2016-04-01,2016,4,101000
4,2,1338,4920,2016-04-01,2016,4,153000
3,2,1571,4920,2016-05-01,2016,5,69900
3,2,1237,4920,2016-05-01,2016,5,60000
4,2,1781,4920,2016-05-01,2016,5,119900
3,1,1100,4920,2016-05-01,2016,5,82600
4,2,1711,4920,2016-05-01,2016,5,168000
4,2,3073,4920,2016-06-01,2016,6,377500
4,2,2120,4920,2016-06-01,2016,6,113000
3,1,1200,4920,2016-06-01,2016,6,130000
4,2,1585,4920,2016-07-01,2016,7,156000
5,2,1933,4920,2016-07-01,2016,7,140000
5,2,2740,4920,2016-07-01,2016,7,110000
5,2,1767,4920,2016-07-01,2016,7,150000
2,1,1150,4920,2016-07-01,2016,7,132500
3,2,1893,4920,2016-07-01,2016,7,99000
3,1,993,4920,2016-08-01,2016,8,96600
4,2,1318,4920,2016-08-01,2016,8,125000
4,1,1539,4920,2016-09-01,2016,9,98000
3,2,1604,4920,2016-09-01,2016,9,171000
3,1,1200,4920,2016-09-01,2016,9,109500
3,1,1020,4920,2016-10-01,2016,10,40200
4,2,1430,4920,2016-10-01,2016,10,64900
2,1,1307,4920,2016-10-01,2016,10,83500
6,4,2766,4920,2016-10-01,2016,10,163450
3,2,1268,4920,2016-11-01,2016,11,94900
3,1,1055,4920,2016-12-01,2016,12,107000
3,2,1242,4920,2016-12-01,2016,12,149900
5,2,1799,4920,2017-02-01,2017,2,91000
3,1,1386,4920,2017-02-01,2017,2,124900
3,2,1447,4920,2017-03-01,2017,3,169900
4,1,1625,4920,2017-04-01,2017,4,89900
5,3,2829,4920,2017-04-01,2017,4,89900
2,1,1258,4920,2017-04-01,2017,4,189000
4,2,2016,4920,2017-04-01,2017,4,280000
4,2,1904,4920,2017-04-01,2017,4,84000
2,1,744,4920,2017-04-01,2017,4,76500
3,1,1046,4920,2017-04-01,2017,4,86900
3,2,1388,4920,2017-04-01,2017,4,178000
3,2,1296,4920,2017-04-01,2017,4,152000
3,2,2173,4920,2017-05-01,2017,5,134900
4,2,1936,4920,2017-05-01,2017,5,100000
5,2,1988,4920,2017-05-01,2017,5,175500
3,3,1716,4920,2017-06-01,2017,6,65000
3,1,1151,4920,2017-06-01,2017,6,136500
4,3,2013,4920,2017-06-01,2017,6,181000
3,1,1015,4920,2017-07-01,2017,7,96900
3,1,1317,4920,2017-08-01,2017,8,94000
4,2,1795,4920,2017-08-01,2017,8,234000
3,1,1176,4920,2017-08-01,2017,8,134000
3,1,1280,4920,2017-08-01,2017,8,137000
4,2,1902,4920,2017-08-01,2017,8,253500
3,2,1139,4920,2017-09-01,2017,9,62000
2,1,1028,4920,2017-09-01,2017,9,45000
4,2,2031,4920,2017-09-01,2017,9,160000
4,2,1272,4920,2017-09-01,2017,9,145000
3,2,1259,4920,2017-09-01,2017,9,174500
5,2,1799,4920,2017-10-01,2017,10,107000
3,2,1348,4920,2017-10-01,2017,10,119000
4,2,1240,4920,2017-10-01,2017,10,141000
4,2,1691,4920,2017-11-01,2017,11,49900
4,2,2342,4920,2017-11-01,2017,11,119900
2,1,1346,4920,2017-12-01,2017,12,72000
3,1,1575,4920,2017-12-01,2017,12,55000
6,2,2484,4920,2017-12-01,2017,12,83500
3,2,1188,4920,2017-12-01,2017,12,147000
2,1,1017,4920,2017-12-01,2017,12,103000
3,1,1804,4920,2017-12-01,2017,12,104000
3,2,1944,4920,2018-01-01,2018,1,131900
4,2,1587,4920,2018-01-01,2018,1,161633
3,2,1395,4920,2018-01-01,2018,1,136500
3,1,1207,4920,2018-01-01,2018,1,104000
4,2,2404,4920,2018-02-01,2018,2,104000
6,2,1728,4920,2018-02-01,2018,2,81000
4,1,1383,4920,2018-02-01,2018,2,94000
4,2,1822,4920,2018-02-01,2018,2,97000
4,3,1556,4920,2018-03-01,2018,3,89900
6,2,3010,4920,2018-03-01,2018,3,109000
3,1,1239,4920,2018-04-01,2018,4,122500
2,1,1192,4920,2018-04-01,2018,4,138500
2,1,800,4920,2018-04-01,2018,4,139040
4,2,2229,4920,2018-04-01,2018,4,180000
3,2,1737,4920,2018-04-01,2018,4,194000
3,1,1042,4920,2018-04-01,2018,4,105000
4,1,1622,4920,2018-05-01,2018,5,93000
4,2,2122,4920,2018-05-01,2018,5,111000
2,2,1233,4920,2018-05-01,2018,5,115000
3,2,1672,4920,2018-05-01,2018,5,220000
2,1,1118,4920,2018-05-01,2018,5,160000
4,2,1711,4920,2018-06-01,2018,6,70000
4,1,1309,4920,2018-06-01,2018,6,135000
4,2,1543,4920,2018-06-01,2018,6,85000
5,3,2221,4920,2018-07-01,2018,7,115000
6,3,2479,4920,2018-07-01,2018,7,163500
3,1,1092,4920,2018-07-01,2018,7,65000
4,2,1625,4920,2018-07-01,2018,7,156000
2,2,1082,4920,2018-07-01,2018,7,121000
8,2,2644,4920,2018-08-01,2018,8,320000
3,1,1210,4920,2018-08-01,2018,8,88000
3,3,1716,4920,2018-08-01,2018,8,149500
3,1,945,4920,2018-08-01,2018,8,130000
4,1,1604,4920,2018-09-01,2018,9,161000
5,2,2069,4920,2018-09-01,2018,9,124116
3,1,1094,4920,2018-09-01,2018,9,81000
3,1,1127,4920,2018-09-01,2018,9,70250
3,2,1566,4920,2018-09-01,2018,9,175000
4,2,2274,4920,2018-10-01,2018,10,58500
3,2,1873,4920,2018-10-01,2018,10,176500
4,2,1564,4920,2018-10-01,2018,10,185000
3,2,1479,4920,2018-11-01,2018,11,162100
