proptype,district,nbhd,style,extwall,stories,year_built,rooms,finishedsqft,units,bdrms,fbath,hbath,lotsize,sale_date,sale_price,sale_year,sale_month
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1947.0,8.0,1140.0,1,6.0,1.0,0.0,5236.0,2022-03-02,155000.0,2022.0,3.0
residential,13.0,4520.0,cape cod,brick,1.5,1947.0,10.0,1008.0,1,5.0,2.0,0.0,5236.0,2022-06-17,214000.0,2022.0,6.0
residential,13.0,4520.0,cape cod,brick,1.0,1952.0,6.0,1141.0,1,4.0,1.0,0.0,5500.0,2022-06-21,234000.0,2022.0,6.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1949.0,10.0,1151.0,1,6.0,2.0,0.0,4360.0,2022-02-07,175000.0,2022.0,2.0
residential,13.0,4520.0,cape cod,brick,1.0,1948.0,6.0,1233.0,1,4.0,2.0,0.0,4872.0,2022-07-07,230000.0,2022.0,7.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1943.0,5.0,973.0,1,3.0,1.0,0.0,4830.0,2022-05-24,225000.0,2022.0,5.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1948.0,10.0,1180.0,1,6.0,1.0,0.0,5117.0,2022-03-28,210000.0,2022.0,3.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.5,1947.0,5.0,1413.0,1,3.0,2.0,0.0,4760.0,2022-11-07,230000.0,2022.0,11.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.5,1945.0,5.0,1042.0,1,3.0,1.0,0.0,4920.0,2022-06-10,220000.0,2022.0,6.0
residential,13.0,4520.0,cape cod,brick,1.0,1939.0,5.0,1173.0,1,3.0,2.0,0.0,4920.0,2022-04-16,225000.0,2022.0,4.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1945.0,8.0,1691.0,1,5.0,2.0,0.0,4920.0,2022-03-31,300000.0,2022.0,3.0
residential,13.0,4520.0,duplex n/s,brick,1.5,1951.0,7.0,2010.0,2,3.0,2.0,0.0,4920.0,2022-05-31,261000.0,2022.0,5.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1950.0,6.0,1071.0,1,4.0,1.0,0.0,4720.0,2022-09-19,130000.0,2022.0,9.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.5,1948.0,5.0,981.0,1,3.0,1.0,0.0,4600.0,2022-10-10,195000.0,2022.0,10.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1948.0,5.0,1062.0,1,3.0,1.0,0.0,4704.0,2022-05-09,235000.0,2022.0,5.0
residential,13.0,4520.0,ranch,aluminum/vinyl,1.0,1946.0,8.0,679.0,1,4.0,1.0,0.0,5160.0,2022-02-04,152500.0,2022.0,2.0
residential,13.0,4520.0,duplex n/s,aluminum/vinyl,2.0,1943.0,16.0,1367.0,2,8.0,2.0,0.0,5000.0,2022-03-25,205000.0,2022.0,3.0
residential,13.0,4520.0,cape cod,brick,1.0,1951.0,5.0,1143.0,1,3.0,1.0,0.0,5040.0,2022-04-27,235000.0,2022.0,4.0
residential,13.0,4520.0,colonial,aluminum/vinyl,2.0,1948.0,6.0,1300.0,1,3.0,1.0,1.0,4760.0,2022-06-16,252000.0,2022.0,6.0
residential,13.0,4520.0,ranch,aluminum/vinyl,1.0,1947.0,4.0,972.0,1,2.0,1.0,0.0,4760.0,2022-08-04,180000.0,2022.0,8.0
residential,13.0,4520.0,ranch,asphalt/other,1.0,1944.0,4.0,698.0,1,2.0,1.0,1.0,4800.0,2022-07-27,160000.0,2022.0,7.0
residential,13.0,4520.0,ranch,aluminum/vinyl,1.0,1944.0,4.0,776.0,1,2.0,1.0,0.0,4760.0,2022-08-31,155000.0,2022.0,8.0
residential,13.0,4520.0,triplex,brick,2.0,1948.0,12.0,2988.0,3,5.0,3.0,0.0,7660.0,2022-05-23,305000.0,2022.0,5.0
residential,13.0,4520.0,cape cod,brick,1.5,1951.0,4.0,1323.0,1,3.0,1.0,0.0,5160.0,2022-10-27,205000.0,2022.0,10.0
residential,13.0,4520.0,ranch,aluminum/vinyl,1.0,1944.0,4.0,698.0,1,2.0,1.0,0.0,4720.0,2022-12-30,190000.0,2022.0,12.0
residential,13.0,4520.0,duplex n/s,aluminum/vinyl,1.5,1950.0,8.0,1991.0,2,3.0,2.0,0.0,4800.0,2022-11-21,250000.0,2022.0,11.0
residential,13.0,4520.0,cape cod,brick,1.0,1949.0,6.0,1327.0,1,3.0,1.0,0.0,5289.0,2022-06-13,205000.0,2022.0,6.0
residential,13.0,4520.0,cape cod,brick,1.5,1949.0,5.0,1249.0,1,3.0,1.0,0.0,4838.0,2022-08-26,194000.0,2022.0,8.0
residential,13.0,4520.0,cape cod,brick,1.5,1948.0,5.0,1080.0,1,3.0,1.0,0.0,4264.0,2022-09-28,220000.0,2022.0,9.0
residential,13.0,4520.0,cape cod,brick,1.0,1951.0,12.0,1337.0,1,8.0,1.0,0.0,4880.0,2022-03-29,215000.0,2022.0,3.0
residential,13.0,4520.0,cape cod,brick,1.0,1948.0,10.0,1039.0,1,6.0,1.0,0.0,4838.0,2022-04-29,213000.0,2022.0,4.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1947.0,6.0,1132.0,1,3.0,1.0,0.0,4838.0,2022-05-31,188700.0,2022.0,5.0
residential,13.0,4520.0,cape cod,brick,1.0,1951.0,4.0,1446.0,1,2.0,1.0,0.0,4332.0,2022-09-07,231500.0,2022.0,9.0
residential,13.0,4520.0,duplex n/s,brick,1.5,1951.0,9.0,2463.0,2,5.0,2.0,0.0,5382.0,2022-01-10,280000.0,2022.0,1.0
residential,13.0,4520.0,duplex n/s,brick,1.5,1949.0,14.0,1999.0,2,6.0,2.0,0.0,5560.0,2022-02-04,235000.0,2022.0,2.0
residential,13.0,4520.0,cape cod,aluminum/vinyl,1.0,1949.0,8.0,1294.0,1,4.0,1.0,0.0,3456.0,2022-07-28,220000.0,2022.0,7.0
residential,13.0,4520.0,cape cod,brick,1.0,1941.0,6.0,1226.0,1,4.0,2.0,0.0,4900.0,2022-05-03,232000.0,2022.0,5.0
residential,13.0,4520.0,cape cod,brick,1.0,1947.0,6.0,1238.0,1,3.0,2.0,0.0,4725.0,2022-04-25,250000.0,2022.0,4.0
residential,13.0,4520.0,cape cod,brick,1.0,1946.0,10.0,1116.0,1,8.0,1.0,0.0,5600.0,2022-01-18,176100.0,2022.0,1.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1953.0,12.0,1300.0,1,8.0,1.0,1.0,4920.0,2022-01-03,184000.0,2022.0,1.0
residential,13.0,4360.0,duplex n/s,aluminum/vinyl,2.0,1957.0,8.0,1940.0,2,4.0,2.0,0.0,5400.0,2022-04-21,244000.0,2022.0,4.0
residential,13.0,4360.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1120.0,1,3.0,2.0,0.0,5400.0,2022-03-01,255000.0,2022.0,3.0
residential,13.0,4360.0,colonial,aluminum/vinyl,2.0,1953.0,7.0,1695.0,1,3.0,1.0,2.0,6708.0,2022-03-23,240000.0,2022.0,3.0
residential,13.0,4360.0,ranch,aluminum/vinyl,1.0,1953.0,4.0,743.0,1,2.0,1.0,0.0,6192.0,2022-06-14,170000.0,2022.0,6.0
residential,13.0,4360.0,duplex n/s,aluminum/vinyl,2.0,1954.0,8.0,1536.0,2,4.0,2.0,0.0,6579.0,2022-05-09,210000.0,2022.0,5.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1954.0,10.0,1176.0,1,6.0,1.0,0.0,6450.0,2022-03-08,210000.0,2022.0,3.0
residential,13.0,4360.0,duplex n/s,aluminum/vinyl,2.0,1954.0,8.0,1536.0,2,4.0,2.0,0.0,6708.0,2022-12-08,175000.0,2022.0,12.0
residential,13.0,4360.0,duplex n/s,aluminum/vinyl,2.0,1954.0,8.0,1536.0,2,4.0,2.0,0.0,6708.0,2022-08-15,247500.0,2022.0,8.0
lg apartment,13.0,6840.0,ap1 (conventional apt with 4-6 units),brick,2.0,1960.0,0.0,8744.0,8,0.0,0.0,0.0,20830.0,2022-03-29,660000.0,2022.0,3.0
residential,13.0,4360.0,ranch,aluminum/vinyl,1.0,1947.0,4.0,771.0,1,2.0,1.0,0.0,5400.0,2022-04-20,165000.0,2022.0,4.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1947.0,10.0,1145.0,1,6.0,1.0,0.0,5400.0,2022-01-07,195000.0,2022.0,1.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1947.0,5.0,1131.0,1,3.0,1.0,0.0,5130.0,2022-07-06,230000.0,2022.0,7.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1950.0,5.0,1108.0,1,3.0,1.0,0.0,5130.0,2022-05-26,225000.0,2022.0,5.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1951.0,10.0,1425.0,1,6.0,1.0,1.0,5805.0,2022-12-15,180000.0,2022.0,12.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1949.0,5.0,1057.0,1,3.0,1.0,0.0,5805.0,2022-05-15,202000.0,2022.0,5.0
residential,13.0,4360.0,ranch,aluminum/vinyl,1.0,1951.0,6.0,1056.0,1,3.0,1.0,0.0,6063.0,2022-12-20,210000.0,2022.0,12.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1953.0,6.0,1317.0,1,4.0,1.0,0.0,6450.0,2022-06-06,211900.0,2022.0,6.0
residential,13.0,4360.0,cape cod,stone,1.0,1951.0,5.0,1176.0,1,3.0,2.0,0.0,5400.0,2022-08-08,223322.0,2022.0,8.0
residential,13.0,4360.0,cape cod,brick,1.5,1951.0,6.0,1290.0,1,4.0,2.0,0.0,5805.0,2022-11-22,240000.0,2022.0,11.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1949.0,7.0,1165.0,2,3.0,2.0,0.0,5805.0,2022-09-16,220000.0,2022.0,9.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1952.0,10.0,1042.0,1,6.0,1.0,1.0,5760.0,2022-04-19,240000.0,2022.0,4.0
residential,13.0,4360.0,cape cod,asphalt/other,1.0,1949.0,5.0,1082.0,1,3.0,1.0,0.0,5805.0,2022-06-10,190000.0,2022.0,6.0
residential,13.0,4360.0,cape cod,aluminum/vinyl,1.0,1951.0,5.0,1191.0,1,3.0,2.0,0.0,5805.0,2022-09-21,197500.0,2022.0,9.0
residential,13.0,4360.0,ranch,aluminum/vinyl,1.0,1947.0,4.0,787.0,1,2.0,1.0,0.0,5520.0,2022-11-21,135000.0,2022.0,11.0
residential,13.0,4360.0,ranch,brick,1.0,1956.0,5.0,1269.0,1,2.0,2.0,0.0,5160.0,2022-05-23,220000.0,2022.0,5.0
residential,11.0,4400.0,res o/s 1 story,aluminum/vinyl,1.0,1930.0,4.0,702.0,1,2.0,2.0,0.0,5400.0,2022-08-08,185000.0,2022.0,8.0
residential,11.0,4400.0,duplex n/s,brick,1.5,1952.0,14.0,1517.0,2,6.0,2.0,0.0,7200.0,2022-03-01,194900.0,2022.0,3.0
lg apartment,13.0,6840.0,ap2 (conventional apt with 7-11 units),brick,2.0,1961.0,0.0,6528.0,8,0.0,0.0,0.0,10250.0,2022-12-05,620000.0,2022.0,12.0
commercial,13.0,6440.0,fast food operation,precast masonary,1.0,2020.0,0.0,4387.0,1,0.0,0.0,0.0,31442.0,2022-02-11,3375000.0,2022.0,2.0
lg apartment,11.0,6840.0,ap1 (conventional apt with 4-6 units),masonary frame,2.0,1955.0,0.0,3920.0,4,0.0,0.0,0.0,9275.0,2022-11-09,474500.0,2022.0,11.0
lg apartment,11.0,6840.0,ap1 (conventional apt with 4-6 units),masonary frame,2.0,1955.0,0.0,3920.0,4,0.0,0.0,0.0,9100.0,2022-11-09,474500.0,2022.0,11.0
residential,11.0,4425.0,colonial,fiber cement/hardiplank,2.0,2003.0,7.0,2421.0,1,3.0,2.0,1.0,10611.0,2022-12-07,458000.0,2022.0,12.0
residential,11.0,4425.0,colonial,prem wood,2.0,2002.0,8.0,2690.0,1,5.0,2.0,1.0,7228.0,2022-03-31,389000.0,2022.0,3.0
residential,11.0,4425.0,colonial,fiber cement/hardiplank,2.0,2004.0,18.0,3790.0,1,8.0,3.0,1.0,7811.0,2022-03-04,489900.0,2022.0,3.0
condominium,11.0,5312.0,condo duplex,brick,1.0,2003.0,4.0,1401.0,1,2.0,2.0,0.0,1.0,2022-05-26,230000.0,2022.0,5.0
condominium,11.0,5312.0,condo duplex,brick,1.0,2003.0,4.0,1401.0,1,2.0,2.0,0.0,1.0,2022-08-22,220000.0,2022.0,8.0
residential,11.0,4425.0,colonial,fiber cement/hardiplank,2.0,2008.0,7.0,2576.0,1,4.0,2.0,1.0,7977.0,2022-09-07,435000.0,2022.0,9.0
condominium,11.0,5312.0,condo duplex,brick,1.0,2005.0,4.0,1434.0,1,2.0,2.0,0.0,1.0,2022-03-28,220000.0,2022.0,3.0
lg apartment,11.0,6830.0,ap2 (conventional apt with 7-11 units),brick,2.0,1965.0,0.0,6912.0,8,0.0,0.0,0.0,19600.0,2022-06-03,865000.0,2022.0,6.0
commercial,11.0,6449.0,nursing home,brick,1.0,1993.0,0.0,60841.0,99,0.0,0.0,0.0,94655.0,2022-10-05,4127700.0,2022.0,10.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1954.0,5.0,886.0,1,2.0,1.0,0.0,6000.0,2022-09-08,182000.0,2022.0,9.0
residential,11.0,4420.0,colonial,aluminum/vinyl,2.0,1955.0,5.0,1070.0,1,2.0,1.0,0.0,6750.0,2022-06-03,200000.0,2022.0,6.0
residential,11.0,4420.0,duplex n/s,aluminum/vinyl,2.0,1954.0,10.0,1728.0,2,6.0,2.0,0.0,6750.0,2022-10-31,172500.0,2022.0,10.0
residential,11.0,4420.0,duplex n/s,wood,2.0,1954.0,20.0,1728.0,2,12.0,2.0,0.0,6750.0,2022-03-11,259000.0,2022.0,3.0
residential,11.0,4420.0,duplex n/s,aluminum/vinyl,2.0,1954.0,10.0,1728.0,2,6.0,2.0,0.0,6750.0,2022-03-01,250000.0,2022.0,3.0
residential,11.0,4420.0,duplex n/s,aluminum/vinyl,2.0,1954.0,10.0,1728.0,2,6.0,2.0,0.0,6985.0,2022-06-29,285000.0,2022.0,6.0
residential,11.0,4420.0,cape cod,aluminum/vinyl,1.0,1955.0,5.0,1036.0,1,3.0,1.0,1.0,6125.0,2022-08-23,172900.0,2022.0,8.0
residential,11.0,4420.0,ranch,asphalt/other,1.0,1955.0,5.0,876.0,1,3.0,1.0,0.0,6250.0,2022-06-27,119900.0,2022.0,6.0
residential,11.0,4420.0,cape cod,aluminum/vinyl,1.5,1954.0,12.0,1232.0,1,8.0,1.0,1.0,7068.0,2022-01-27,209900.0,2022.0,1.0
residential,11.0,4420.0,townhouse,aluminum/vinyl,2.0,1974.0,11.0,2645.0,2,6.0,2.0,2.0,6336.0,2022-03-24,295000.0,2022.0,3.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1953.0,10.0,950.0,1,6.0,1.0,0.0,6850.0,2022-02-24,204000.0,2022.0,2.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1953.0,5.0,1384.0,1,3.0,1.0,1.0,6800.0,2022-07-20,265000.0,2022.0,7.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1953.0,5.0,876.0,1,3.0,1.0,1.0,6615.0,2022-08-22,260000.0,2022.0,8.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1954.0,10.0,874.0,1,6.0,1.0,0.0,6750.0,2022-12-30,222000.0,2022.0,12.0
residential,11.0,4420.0,duplex n/s,brick,1.5,1963.0,9.0,2198.0,2,5.0,2.0,1.0,5000.0,2022-06-14,300000.0,2022.0,6.0
residential,11.0,4420.0,res o/s a & 1/2,aluminum/vinyl,1.0,1910.0,14.0,1481.0,1,7.0,2.0,0.0,5000.0,2022-03-11,255000.0,2022.0,3.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1954.0,8.0,681.0,1,4.0,1.0,0.0,5400.0,2022-02-24,157000.0,2022.0,2.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1954.0,5.0,874.0,1,3.0,1.0,0.0,5400.0,2022-06-06,192000.0,2022.0,6.0
residential,11.0,4420.0,cape cod,aluminum/vinyl,1.0,1956.0,6.0,1275.0,1,4.0,2.0,0.0,4800.0,2022-05-25,271000.0,2022.0,5.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1959.0,5.0,930.0,1,3.0,1.0,0.0,4880.0,2022-08-24,165000.0,2022.0,8.0
residential,11.0,4420.0,ranch,brick,1.0,1954.0,5.0,959.0,1,3.0,2.0,0.0,4840.0,2022-10-19,190000.0,2022.0,10.0
residential,11.0,4420.0,cape cod,stone,1.5,1941.0,12.0,1496.0,1,6.0,1.0,1.0,8687.0,2022-01-07,227500.0,2022.0,1.0
residential,11.0,4420.0,cape cod,brick,1.0,1941.0,5.0,1500.0,1,3.0,2.0,1.0,7930.0,2022-08-26,300000.0,2022.0,8.0
residential,11.0,4420.0,ranch,brick,1.0,1960.0,5.0,1378.0,1,3.0,1.0,1.0,5100.0,2022-12-20,246000.0,2022.0,12.0
residential,11.0,4420.0,triplex,aluminum/vinyl,2.0,1976.0,12.0,2669.0,3,5.0,3.0,0.0,7223.0,2022-06-09,265000.0,2022.0,6.0
residential,11.0,4420.0,colonial,aluminum/vinyl,2.0,2004.0,5.0,1400.0,1,3.0,2.0,1.0,5292.0,2022-06-10,249000.0,2022.0,6.0
residential,11.0,4420.0,ranch,brick,1.0,1947.0,6.0,1365.0,1,2.0,1.0,1.0,10440.0,2022-08-01,233000.0,2022.0,8.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1959.0,5.0,1115.0,1,3.0,1.0,0.0,5400.0,2022-05-06,255000.0,2022.0,5.0
residential,11.0,4420.0,colonial,brick,2.0,1942.0,8.0,1874.0,1,5.0,2.0,0.0,7616.0,2022-07-15,300000.0,2022.0,7.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1956.0,5.0,979.0,1,3.0,1.0,1.0,6250.0,2022-11-09,215000.0,2022.0,11.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,1080.0,1,3.0,1.0,1.0,6000.0,2022-11-30,213000.0,2022.0,11.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,1042.0,1,3.0,1.0,1.0,9324.0,2022-06-02,278000.0,2022.0,6.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1956.0,5.0,1055.0,1,3.0,1.0,2.0,5786.0,2022-05-18,225000.0,2022.0,5.0
residential,11.0,4420.0,ranch,brick,1.0,1954.0,5.0,1082.0,1,3.0,1.0,1.0,5500.0,2022-05-20,230000.0,2022.0,5.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,1150.0,1,3.0,1.0,0.0,5500.0,2022-09-06,245000.0,2022.0,9.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,10.0,1150.0,1,6.0,1.0,1.0,4800.0,2022-01-11,189900.0,2022.0,1.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1955.0,5.0,951.0,1,3.0,1.0,0.0,5500.0,2022-03-22,162000.0,2022.0,3.0
residential,11.0,4420.0,ranch,aluminum/vinyl,1.0,1956.0,5.0,912.0,1,3.0,1.0,1.0,5500.0,2022-07-08,240000.0,2022.0,7.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,1148.0,1,3.0,1.0,0.0,5500.0,2022-08-16,217000.0,2022.0,8.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,990.0,1,3.0,1.0,1.0,5500.0,2022-10-26,220000.0,2022.0,10.0
residential,11.0,4420.0,ranch,brick,1.0,1955.0,5.0,1088.0,1,3.0,2.0,0.0,10560.0,2022-07-19,240000.0,2022.0,7.0
residential,11.0,4420.0,ranch,brick,1.0,1956.0,5.0,924.0,1,3.0,1.0,0.0,5796.0,2022-12-21,202000.0,2022.0,12.0
residential,11.0,4420.0,duplex n/s,masonry/frame,2.0,1959.0,10.0,2577.0,2,6.0,2.0,0.0,8250.0,2022-02-28,295000.0,2022.0,2.0
residential,11.0,4420.0,duplex n/s,aluminum/vinyl,2.0,1958.0,10.0,2249.0,2,6.0,2.0,0.0,8250.0,2022-08-12,255000.0,2022.0,8.0
residential,11.0,4420.0,ranch,brick,1.0,1960.0,14.0,1225.0,1,6.0,1.0,1.0,7208.0,2022-03-18,242000.0,2022.0,3.0
residential,11.0,4420.0,ranch,brick,1.0,1960.0,10.0,1333.0,1,6.0,1.0,0.0,8160.0,2022-01-14,180000.0,2022.0,1.0
residential,11.0,4420.0,ranch,brick,1.0,1961.0,6.0,1419.0,1,3.0,1.0,1.0,8000.0,2022-12-15,265000.0,2022.0,12.0
residential,11.0,4420.0,ranch,brick,1.0,1963.0,6.0,1693.0,1,3.0,1.0,1.0,7920.0,2022-10-20,254000.0,2022.0,10.0
residential,11.0,4420.0,ranch,brick,1.0,1960.0,10.0,1135.0,1,6.0,1.0,1.0,7200.0,2022-02-22,250000.0,2022.0,2.0
residential,11.0,4420.0,ranch,brick,1.0,1968.0,6.0,1304.0,1,3.0,1.0,1.0,6200.0,2022-04-15,285000.0,2022.0,4.0
residential,11.0,4420.0,cape cod,brick,1.5,1938.0,5.0,1810.0,1,2.0,2.0,0.0,7000.0,2022-10-05,195000.0,2022.0,10.0
residential,11.0,4420.0,townhouse,aluminum/vinyl,2.0,1978.0,10.0,2625.0,2,6.0,2.0,2.0,7200.0,2022-08-05,369000.0,2022.0,8.0
condominium,11.0,5315.0,low rise 1-3 stories,brick,1.0,1980.0,4.0,984.0,1,2.0,1.0,0.0,1.0,2022-08-22,113000.0,2022.0,8.0
condominium,11.0,5316.0,low rise 1-3 stories,brick,1.0,1982.0,5.0,983.0,1,2.0,1.0,0.0,1.0,2022-12-27,124900.0,2022.0,12.0
condominium,11.0,5318.0,condo ranch,brick,1.0,1982.0,4.0,1152.0,1,2.0,1.0,1.0,1.0,2022-10-06,181000.0,2022.0,10.0
residential,11.0,4330.0,ranch,masonry/frame,1.0,1955.0,5.0,1172.0,1,3.0,2.0,0.0,5723.0,2022-11-07,220000.0,2022.0,11.0
residential,11.0,4330.0,cape cod,aluminum/vinyl,1.0,1959.0,6.0,1502.0,1,4.0,1.0,1.0,8756.0,2022-06-21,265000.0,2022.0,6.0
residential,11.0,4330.0,ranch,brick,1.0,1958.0,5.0,1145.0,1,3.0,1.0,1.0,8940.0,2022-11-15,239900.0,2022.0,11.0
residential,11.0,4330.0,ranch,brick,1.0,1959.0,10.0,1131.0,1,6.0,1.0,1.0,7750.0,2022-02-04,245000.0,2022.0,2.0
residential,11.0,4330.0,ranch,brick,1.0,1957.0,5.0,1181.0,1,3.0,2.0,0.0,7320.0,2022-07-18,260000.0,2022.0,7.0
residential,11.0,4330.0,ranch,wood,1.0,1957.0,5.0,1121.0,1,3.0,1.0,1.0,6380.0,2022-10-06,272000.0,2022.0,10.0
residential,11.0,4330.0,ranch,brick,1.0,1956.0,5.0,934.0,1,3.0,1.0,1.0,7700.0,2022-06-27,250000.0,2022.0,6.0
residential,11.0,4330.0,ranch,wood,1.0,1955.0,5.0,1168.0,1,3.0,2.0,0.0,6600.0,2022-04-28,290000.0,2022.0,4.0
residential,11.0,4330.0,colonial,aluminum/vinyl,2.0,1958.0,12.0,1629.0,1,6.0,1.0,1.0,8100.0,2022-03-07,245000.0,2022.0,3.0
residential,11.0,4330.0,ranch,brick,1.0,1958.0,10.0,1188.0,1,6.0,1.0,0.0,10625.0,2022-03-21,250000.0,2022.0,3.0
residential,11.0,4330.0,cape cod,aluminum/vinyl,1.5,1958.0,7.0,1669.0,1,4.0,2.0,0.0,8604.0,2022-08-26,270000.0,2022.0,8.0
residential,11.0,4330.0,ranch,brick,1.0,1958.0,6.0,1184.0,1,3.0,1.0,1.0,8550.0,2022-07-14,286000.0,2022.0,7.0
residential,11.0,4330.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1100.0,1,3.0,1.0,1.0,9514.0,2022-05-24,290000.0,2022.0,5.0
residential,11.0,4330.0,ranch,aluminum/vinyl,1.0,1958.0,5.0,1078.0,1,3.0,2.0,0.0,7250.0,2022-08-15,235000.0,2022.0,8.0
residential,11.0,4330.0,colonial,aluminum/vinyl,2.0,1959.0,12.0,1378.0,1,6.0,1.0,1.0,7946.0,2022-02-18,270000.0,2022.0,2.0
residential,11.0,4330.0,ranch,aluminum/vinyl,1.0,1959.0,6.0,1351.0,1,3.0,1.0,1.0,8400.0,2022-05-04,277000.0,2022.0,5.0
residential,11.0,4330.0,ranch,aluminum/vinyl,1.0,1959.0,5.0,1079.0,1,3.0,2.0,0.0,8369.0,2022-12-07,182500.0,2022.0,12.0
residential,11.0,4330.0,ranch,brick,1.0,1959.0,5.0,1118.0,1,3.0,1.0,0.0,7200.0,2022-11-23,211000.0,2022.0,11.0
residential,11.0,4330.0,ranch,masonry/frame,1.0,1959.0,5.0,1140.0,1,3.0,1.0,0.0,7800.0,2022-08-05,241000.0,2022.0,8.0
residential,11.0,4330.0,colonial,aluminum/vinyl,2.0,1958.0,7.0,1726.0,1,3.0,1.0,1.0,7874.0,2022-02-16,253000.0,2022.0,2.0
residential,11.0,4330.0,ranch,stone,1.0,1959.0,5.0,1175.0,1,3.0,2.0,0.0,6831.0,2022-07-22,270000.0,2022.0,7.0
residential,11.0,4330.0,ranch,brick,1.0,1959.0,6.0,1434.0,1,3.0,2.0,1.0,6270.0,2022-07-26,237000.0,2022.0,7.0
residential,11.0,4330.0,cape cod,brick,1.5,1959.0,6.0,1891.0,1,4.0,1.0,1.0,8550.0,2022-06-30,245000.0,2022.0,6.0
lg apartment,11.0,6820.0,ap1 (conventional apt with 4-6 units),brick,2.0,1963.0,0.0,3656.0,4,0.0,0.0,0.0,10500.0,2022-09-01,385000.0,2022.0,9.0
residential,11.0,4330.0,duplex n/s,brick,1.5,1961.0,9.0,2082.0,2,5.0,3.0,0.0,9100.0,2022-06-07,283000.0,2022.0,6.0
residential,11.0,4330.0,duplex n/s,aluminum/vinyl,1.0,1964.0,9.0,2075.0,2,4.0,3.0,1.0,7714.0,2022-02-01,341000.0,2022.0,2.0
residential,11.0,4330.0,ranch,brick,1.0,1965.0,5.0,1454.0,1,3.0,1.0,1.0,7424.0,2022-07-26,305000.0,2022.0,7.0
residential,11.0,4330.0,duplex n/s,brick,1.0,1964.0,9.0,2281.0,2,5.0,2.0,1.0,8400.0,2022-08-16,331000.0,2022.0,8.0
residential,11.0,4330.0,ranch,aluminum/vinyl,1.0,1962.0,7.0,1445.0,1,3.0,1.0,1.0,9216.0,2022-07-29,250000.0,2022.0,7.0
lg apartment,11.0,6820.0,ap1 (conventional apt with 4-6 units),brick,2.0,1959.0,0.0,3754.0,4,0.0,0.0,0.0,8476.0,2022-12-20,449900.0,2022.0,12.0
residential,11.0,4340.0,cape cod,aluminum/vinyl,1.5,1939.0,5.0,1136.0,1,3.0,1.0,2.0,10680.0,2022-08-26,260000.0,2022.0,8.0
residential,11.0,4340.0,cape cod,aluminum/vinyl,1.5,1940.0,6.0,1402.0,1,3.0,2.0,1.0,10680.0,2022-08-02,260000.0,2022.0,8.0
residential,11.0,4340.0,ranch,brick,1.0,1964.0,5.0,1171.0,1,3.0,1.0,1.0,5360.0,2022-08-26,205000.0,2022.0,8.0
residential,11.0,4340.0,ranch,brick,1.0,1955.0,5.0,923.0,1,3.0,1.0,1.0,6700.0,2022-06-17,230000.0,2022.0,6.0
