proptype,district,nbhd,style,extwall,stories,year_built,rooms,finishedsqft,units,bdrms,fbath,hbath,lotsize,sale_date,sale_price,sale_year,sale_month
condominium,4.0,5901.0,mid rise 4-12 stories,brick,1.0,1901.0,4.0,1165.0,1,2.0,2.0,0.0,0.0,2023-04-21,255000.0,2023.0,4.0
condominium,4.0,5901.0,mid rise 4-12 stories,brick,2.0,1901.0,4.0,980.0,1,2.0,1.0,1.0,0.0,2023-11-26,271000.0,2023.0,11.0
condominium,4.0,5901.0,mid rise 4-12 stories,brick,1.0,1901.0,4.0,1165.0,1,2.0,2.0,0.0,0.0,2023-06-15,319000.0,2023.0,6.0
condominium,4.0,5901.0,mid rise 4-12 stories,brick,1.0,1901.0,4.0,1029.0,1,2.0,2.0,0.0,0.0,2023-07-19,300000.0,2023.0,7.0
condominium,4.0,5901.0,mid rise 4-12 stories,brick,2.0,1901.0,4.0,980.0,1,2.0,1.0,1.0,0.0,2023-05-24,254000.0,2023.0,5.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,3.0,819.0,1,1.0,1.0,1.0,0.0,2023-05-04,235000.0,2023.0,5.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,3.0,819.0,1,1.0,1.0,1.0,0.0,2023-09-06,250000.0,2023.0,9.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,4.0,1125.0,1,2.0,2.0,0.0,0.0,2023-07-11,230000.0,2023.0,7.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,3.0,819.0,1,1.0,1.0,1.0,0.0,2023-11-09,280000.0,2023.0,11.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,4.0,1211.0,1,1.0,2.0,0.0,0.0,2023-09-26,400000.0,2023.0,9.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,5.0,1211.0,1,2.0,1.0,1.0,0.0,2023-11-08,445000.0,2023.0,11.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,3.0,657.0,1,1.0,1.0,0.0,0.0,2023-05-31,200000.0,2023.0,5.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,4.0,1125.0,1,2.0,2.0,0.0,0.0,2023-07-07,329000.0,2023.0,7.0
condominium,4.0,5990.0,high rise > 12 stories,brick,1.0,1968.0,3.0,653.0,1,1.0,1.0,0.0,0.0,2023-06-26,215000.0,2023.0,6.0
lg apartment,4.0,6974.0,ap4 (conv apt with 21 or more units),stone,14.0,1929.0,0.0,122724.0,85,0.0,0.0,0.0,33662.0,2023-02-08,16500000.0,2023.0,2.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,4.0,1794.0,1,1.0,1.0,1.0,1.0,2023-04-14,487000.0,2023.0,4.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,6.0,1707.0,1,2.0,2.0,0.0,1.0,2023-09-15,750000.0,2023.0,9.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,4.0,1118.0,1,2.0,2.0,0.0,1.0,2023-05-13,385000.0,2023.0,5.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,7.0,2509.0,1,3.0,2.0,0.0,1.0,2023-11-27,1065000.0,2023.0,11.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,5.0,2184.0,1,2.0,2.0,0.0,1.0,2023-04-14,1200000.0,2023.0,4.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,5.0,1784.0,1,1.0,2.0,1.0,1.0,2023-10-31,1650000.0,2023.0,10.0
condominium,4.0,5991.0,mid rise 4-12 stories,brick,1.0,1907.0,6.0,1910.0,1,2.0,3.0,0.0,1.0,2023-11-20,675000.0,2023.0,11.0
residential,4.0,3240.0,duplex o/s,brick,2.0,1895.0,11.0,3588.0,2,6.0,2.0,1.0,7560.0,2023-09-05,630000.0,2023.0,9.0
condominium,4.0,5989.0,mid rise 4-12 stories,brick,2.0,1926.0,4.0,1378.0,1,1.0,1.0,1.0,0.0,2023-04-26,360000.0,2023.0,4.0
condominium,4.0,5988.0,low rise 1-3 stories,brick,1.0,1854.0,4.0,1200.0,1,2.0,1.0,0.0,0.0,2023-10-11,240000.0,2023.0,10.0
condominium,4.0,5988.0,low rise 1-3 stories,brick,1.0,1854.0,3.0,780.0,1,1.0,1.0,0.0,0.0,2023-06-13,214000.0,2023.0,6.0
condominium,4.0,5988.0,low rise 1-3 stories,brick,1.0,1854.0,4.0,1200.0,1,2.0,1.0,0.0,0.0,2023-07-10,255000.0,2023.0,7.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-08-01,235000.0,2023.0,8.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-11-10,215000.0,2023.0,11.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-06-06,260000.0,2023.0,6.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-07-10,225000.0,2023.0,7.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-06-30,265000.0,2023.0,6.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-04-24,225000.0,2023.0,4.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-05-22,224000.0,2023.0,5.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-04-06,230000.0,2023.0,4.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-03-06,238000.0,2023.0,3.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-05-05,230000.0,2023.0,5.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-11-27,249900.0,2023.0,11.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-09-22,260000.0,2023.0,9.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-11-22,218000.0,2023.0,11.0
condominium,4.0,5987.0,low rise 1-3 stories,brick,1.0,1983.0,5.0,975.0,1,2.0,2.0,0.0,0.0,2023-09-29,250000.0,2023.0,9.0
condominium,4.0,5996.0,mid rise 4-12 stories,brick,1.0,2004.0,7.0,2495.0,1,2.0,2.0,1.0,0.0,2023-03-24,799900.0,2023.0,3.0
condominium,4.0,5996.0,mid rise 4-12 stories,brick,1.0,2004.0,6.0,2396.0,1,3.0,2.0,0.0,0.0,2023-06-15,680000.0,2023.0,6.0
condominium,4.0,5996.0,mid rise 4-12 stories,brick,1.0,2004.0,5.0,1501.0,1,2.0,2.0,0.0,0.0,2023-12-15,495000.0,2023.0,12.0
condominium,4.0,5994.0,high rise > 12 stories,brick,1.0,2007.0,7.0,3345.0,1,2.0,2.0,1.0,0.0,2023-06-28,1850000.0,2023.0,6.0
condominium,4.0,5994.0,high rise > 12 stories,brick,1.0,2007.0,8.0,2684.0,1,2.0,2.0,0.0,0.0,2023-11-17,1550000.0,2023.0,11.0
condominium,4.0,5994.0,high rise > 12 stories,brick,1.0,2007.0,7.0,3743.0,1,2.0,2.0,2.0,0.0,2023-11-28,1850000.0,2023.0,11.0
condominium,4.0,5994.0,high rise > 12 stories,brick,1.0,2007.0,9.0,3964.0,1,2.0,2.0,1.0,0.0,2023-09-28,2500000.0,2023.0,9.0
condominium,4.0,5906.0,mid rise 4-12 stories,brick,1.0,2007.0,4.0,1780.0,1,2.0,2.0,0.0,0.0,2023-10-26,540000.0,2023.0,10.0
condominium,4.0,5906.0,mid rise 4-12 stories,brick,1.0,2007.0,5.0,1865.0,1,2.0,2.0,0.0,0.0,2023-04-17,570000.0,2023.0,4.0
condominium,4.0,5906.0,mid rise 4-12 stories,brick,1.0,2007.0,4.0,1377.0,1,1.0,1.0,1.0,0.0,2023-10-02,400000.0,2023.0,10.0
condominium,4.0,5906.0,mid rise 4-12 stories,brick,1.0,2007.0,5.0,2205.0,1,3.0,2.0,0.0,0.0,2023-02-02,600000.0,2023.0,2.0
condominium,4.0,5906.0,mid rise 4-12 stories,brick,1.0,2007.0,4.0,1780.0,1,2.0,2.0,0.0,0.0,2023-12-12,575000.0,2023.0,12.0
condominium,4.0,5892.0,condo townhouse,brick,4.0,2008.0,6.0,3458.0,1,2.0,3.0,2.0,1.0,2023-03-09,1300000.0,2023.0,3.0
condominium,4.0,5892.0,condo townhouse,brick,4.0,2008.0,6.0,3671.0,1,2.0,3.0,2.0,1.0,2023-12-13,1325000.0,2023.0,12.0
condominium,4.0,5892.0,condo townhouse,brick,4.0,2008.0,7.0,3900.0,1,3.0,3.0,2.0,1.0,2023-07-20,1500000.0,2023.0,7.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,812.0,1,1.0,1.0,0.0,0.0,2023-05-16,172500.0,2023.0,5.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,746.0,1,1.0,1.0,0.0,0.0,2023-03-03,244900.0,2023.0,3.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,4.0,1151.0,1,1.0,1.0,0.0,0.0,2023-03-29,286000.0,2023.0,3.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,816.0,1,1.0,1.0,0.0,0.0,2023-07-28,217500.0,2023.0,7.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,4.0,1022.0,1,2.0,2.0,0.0,0.0,2023-10-02,244900.0,2023.0,10.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,786.0,1,1.0,1.0,0.0,0.0,2023-12-07,203000.0,2023.0,12.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,4.0,1047.0,1,2.0,2.0,0.0,0.0,2023-08-17,275000.0,2023.0,8.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,5.0,1151.0,1,2.0,2.0,0.0,0.0,2023-10-02,275000.0,2023.0,10.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,4.0,763.0,1,1.0,1.0,0.0,0.0,2023-10-17,230000.0,2023.0,10.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,725.0,1,1.0,1.0,0.0,0.0,2023-06-23,225000.0,2023.0,6.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,3.0,746.0,1,1.0,1.0,0.0,0.0,2023-02-06,192900.0,2023.0,2.0
condominium,4.0,5390.0,mid rise 4-12 stories,brick,1.0,1893.0,4.0,820.0,1,1.0,1.0,0.0,0.0,2023-01-13,199000.0,2023.0,1.0
condominium,4.0,5389.0,mid rise 4-12 stories,brick,1.0,1895.0,6.0,1186.0,1,3.0,1.0,1.0,0.0,2023-07-03,369900.0,2023.0,7.0
condominium,4.0,5389.0,mid rise 4-12 stories,brick,1.0,1895.0,3.0,943.0,1,1.0,1.0,0.0,0.0,2023-02-17,227000.0,2023.0,2.0
condominium,4.0,5389.0,mid rise 4-12 stories,brick,1.0,1895.0,4.0,1300.0,1,2.0,2.0,1.0,0.0,2023-04-13,470000.0,2023.0,4.0
condominium,4.0,5389.0,mid rise 4-12 stories,brick,1.0,1895.0,3.0,943.0,1,1.0,1.0,0.0,0.0,2023-04-06,220000.0,2023.0,4.0
condominium,4.0,5386.0,mid rise 4-12 stories,brick,1.0,1916.0,3.0,944.0,1,1.0,1.0,0.0,0.0,2023-07-07,300000.0,2023.0,7.0
condominium,4.0,5386.0,mid rise 4-12 stories,brick,1.0,1916.0,3.0,813.0,1,1.0,1.0,0.0,0.0,2023-06-07,272000.0,2023.0,6.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1557.0,1,2.0,2.0,0.0,0.0,2023-08-24,468000.0,2023.0,8.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1070.0,1,2.0,2.0,0.0,0.0,2023-12-13,335000.0,2023.0,12.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1142.0,1,1.0,1.0,0.0,0.0,2023-03-14,288000.0,2023.0,3.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1450.0,1,2.0,2.0,0.0,0.0,2023-04-06,450000.0,2023.0,4.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1070.0,1,2.0,2.0,0.0,0.0,2023-07-05,389900.0,2023.0,7.0
condominium,4.0,5384.0,mid rise 4-12 stories,brick,1.0,1915.0,0.0,1557.0,1,2.0,2.0,0.0,0.0,2023-09-27,474900.0,2023.0,9.0
condominium,4.0,5395.0,mid rise 4-12 stories,brick,1.0,1894.0,2.0,1528.0,1,1.0,2.0,0.0,0.0,2023-12-08,400000.0,2023.0,12.0
condominium,4.0,5395.0,mid rise 4-12 stories,brick,1.0,1894.0,2.0,1397.0,1,1.0,2.0,0.0,0.0,2023-09-18,420000.0,2023.0,9.0
condominium,4.0,5395.0,mid rise 4-12 stories,brick,1.0,1894.0,3.0,1098.0,1,1.0,2.0,0.0,0.0,2023-05-05,440000.0,2023.0,5.0
condominium,4.0,5395.0,mid rise 4-12 stories,brick,1.0,1894.0,4.0,2754.0,1,2.0,3.0,0.0,0.0,2023-09-08,1190000.0,2023.0,9.0
condominium,4.0,5391.0,mid rise 4-12 stories,brick,1.0,1894.0,3.0,1077.0,1,1.0,1.0,0.0,0.0,2023-12-29,245000.0,2023.0,12.0
condominium,4.0,5391.0,mid rise 4-12 stories,brick,1.0,1894.0,2.0,1871.0,1,1.0,2.0,0.0,0.0,2023-06-26,414900.0,2023.0,6.0
condominium,4.0,5398.0,mid rise 4-12 stories,brick,1.0,1894.0,4.0,1697.0,1,2.0,2.0,0.0,0.0,2023-02-24,460000.0,2023.0,2.0
condominium,4.0,5398.0,mid rise 4-12 stories,brick,1.0,1894.0,4.0,2027.0,1,3.0,2.0,0.0,0.0,2023-08-04,575000.0,2023.0,8.0
condominium,4.0,5382.0,mid rise 4-12 stories,brick,1.0,2008.0,4.0,908.0,1,1.0,1.0,0.0,0.0,2023-12-14,285000.0,2023.0,12.0
condominium,4.0,5382.0,mid rise 4-12 stories,brick,1.0,2008.0,4.0,892.0,1,1.0,1.0,0.0,0.0,2023-05-09,332000.0,2023.0,5.0
condominium,4.0,5382.0,mid rise 4-12 stories,brick,1.0,2008.0,4.0,708.0,1,1.0,1.0,0.0,0.0,2023-07-20,229900.0,2023.0,7.0
condominium,4.0,5382.0,mid rise 4-12 stories,brick,1.0,2008.0,4.0,893.0,1,1.0,1.0,0.0,0.0,2023-09-26,323900.0,2023.0,9.0
condominium,4.0,5382.0,mid rise 4-12 stories,brick,1.0,2008.0,4.0,892.0,1,1.0,1.0,0.0,0.0,2023-10-20,332500.0,2023.0,10.0
residential,4.0,3040.0,duplex o/s,aluminum/vinyl,2.0,1905.0,10.0,2414.0,2,4.0,2.0,0.0,3720.0,2023-11-12,122000.0,2023.0,11.0
commercial,4.0,6420.0,multi story warehouse,concrete block,2.0,1940.0,0.0,68922.0,2,0.0,0.0,0.0,0.0,2023-06-29,2680000.0,2023.0,6.0
residential,4.0,3040.0,duplex o/s,aluminum/vinyl,1.5,1926.0,10.0,1929.0,2,4.0,2.0,1.0,4795.0,2023-02-27,141000.0,2023.0,2.0
commercial,4.0,6270.0,service building,concrete block,2.0,1920.0,0.0,18349.0,2,0.0,0.0,0.0,36281.0,2023-05-31,660000.0,2023.0,5.0
residential,10.0,2160.0,duplex o/s,aluminum/vinyl,2.0,1895.0,10.0,2138.0,2,4.0,2.0,0.0,7200.0,2023-10-02,125000.0,2023.0,10.0
residential,10.0,2160.0,duplex o/s,aluminum/vinyl,2.0,1899.0,14.0,2890.0,2,6.0,2.0,0.0,3600.0,2023-02-10,121000.0,2023.0,2.0
lg apartment,10.0,6740.0,ap1 (conventional apt with 4-6 units),alum/vynyl siding,2.0,1905.0,0.0,2928.0,4,0.0,0.0,0.0,5000.0,2023-06-29,245000.0,2023.0,6.0
residential,10.0,2160.0,res o/s 2sty +,aluminum/vinyl,2.0,1890.0,8.0,1872.0,1,4.0,1.0,1.0,3750.0,2023-12-05,82500.0,2023.0,12.0
lg apartment,10.0,6740.0,ap1 (conventional apt with 4-6 units),fiber cement/hardiplank,2.0,1900.0,0.0,3060.0,4,0.0,0.0,0.0,5400.0,2023-05-04,155000.0,2023.0,5.0
lg apartment,10.0,6876.0,ap3 (conventional apt with 12-20 units),brick,3.0,1928.0,0.0,3476.0,12,0.0,0.0,0.0,2250.0,2023-09-11,550000.0,2023.0,9.0
lg apartment,10.0,6876.0,ap3 (conventional apt with 12-20 units),brick,3.0,1928.0,0.0,6162.0,18,0.0,0.0,0.0,3750.0,2023-05-26,550000.0,2023.0,5.0
residential,10.0,2160.0,triplex,brick,2.0,1904.0,17.0,4135.0,3,9.0,3.0,0.0,4920.0,2023-05-09,249000.0,2023.0,5.0
commercial,10.0,6270.0,mansions with commercial usage,fiber cement/hardiplank,2.5,1889.0,0.0,5292.0,1,0.0,0.0,0.0,10800.0,2023-05-16,250000.0,2023.0,5.0
commercial,10.0,6270.0,mansions with commercial usage,fiber cement/hardiplank,2.5,1889.0,0.0,5292.0,1,0.0,0.0,0.0,10800.0,2023-11-30,250000.0,2023.0,11.0
lg apartment,10.0,6740.0,ap1 (conventional apt with 4-6 units),alum/vynyl siding,2.0,1905.0,0.0,3377.0,4,0.0,0.0,0.0,4410.0,2023-06-30,115000.0,2023.0,6.0
residential,10.0,2180.0,multiple residential bldgs,aluminum/vinyl,1.0,1894.0,9.0,2264.0,3,3.0,3.0,0.0,3600.0,2023-08-30,209900.0,2023.0,8.0
residential,10.0,2180.0,duplex-cottage,aluminum/vinyl,1.5,1900.0,10.0,2077.0,2,5.0,2.0,0.0,3600.0,2023-07-17,184500.0,2023.0,7.0
residential,10.0,2180.0,duplex o/s,aluminum/vinyl,1.5,1910.0,9.0,1802.0,2,3.0,2.0,0.0,3600.0,2023-09-13,135000.0,2023.0,9.0
residential,10.0,2180.0,res o/s 2sty +,aluminum/vinyl,2.0,1908.0,7.0,1886.0,1,3.0,1.0,1.0,3600.0,2023-08-04,250000.0,2023.0,8.0
residential,10.0,2680.0,colonial,stone,2.0,1947.0,7.0,2251.0,1,3.0,1.0,1.0,7100.0,2023-07-14,430000.0,2023.0,7.0
residential,10.0,2680.0,cape cod,stone,1.5,1948.0,6.0,1796.0,1,3.0,1.0,1.0,9590.0,2023-07-14,410000.0,2023.0,7.0
residential,10.0,2660.0,milwaukee bungalow,aluminum/vinyl,1.0,1912.0,6.0,1672.0,1,3.0,2.0,0.0,6000.0,2023-04-25,320000.0,2023.0,4.0
residential,10.0,2680.0,milwaukee bungalow,stucco,1.5,1917.0,8.0,2340.0,1,4.0,1.0,1.0,9000.0,2023-01-27,210500.0,2023.0,1.0
residential,10.0,2680.0,res o/s a & 1/2,brick,1.5,1917.0,7.0,2026.0,1,3.0,1.0,1.0,9664.0,2023-07-27,355000.0,2023.0,7.0
residential,10.0,2680.0,tudor,brick,1.0,1926.0,7.0,1676.0,1,4.0,2.0,1.0,5820.0,2023-09-01,380000.0,2023.0,9.0
residential,10.0,2680.0,res o/s 2sty +,stucco,2.0,1914.0,9.0,2358.0,1,3.0,2.0,1.0,5800.0,2023-09-22,495000.0,2023.0,9.0
residential,10.0,2680.0,res o/s a & 1/2,brick,1.5,1927.0,10.0,2901.0,1,4.0,3.0,0.0,8600.0,2023-04-10,510000.0,2023.0,4.0
residential,10.0,2680.0,tudor,brick,1.5,1930.0,6.0,2074.0,1,3.0,1.0,1.0,6160.0,2023-08-31,437000.0,2023.0,8.0
residential,10.0,2680.0,colonial,masonry/frame,2.0,1951.0,6.0,1513.0,1,3.0,1.0,1.0,5828.0,2023-07-14,415900.0,2023.0,7.0
residential,10.0,2680.0,colonial,masonry/frame,2.0,1951.0,16.0,2251.0,1,8.0,2.0,1.0,6090.0,2023-06-30,410000.0,2023.0,6.0
residential,10.0,2680.0,cape cod,stone,1.5,1940.0,7.0,1888.0,1,4.0,3.0,0.0,6344.0,2023-11-28,419000.0,2023.0,11.0
residential,10.0,2680.0,tudor,brick,1.5,1931.0,8.0,1955.0,1,3.0,2.0,1.0,6400.0,2023-07-10,536800.0,2023.0,7.0
residential,10.0,2680.0,tudor,brick,1.5,1937.0,6.0,1390.0,1,2.0,1.0,1.0,6350.0,2023-09-22,339500.0,2023.0,9.0
residential,10.0,2680.0,cape cod,stone,1.0,1953.0,7.0,1754.0,1,3.0,2.0,0.0,9375.0,2023-08-17,350000.0,2023.0,8.0
residential,10.0,2680.0,ranch,brick,1.0,1960.0,6.0,1455.0,1,2.0,1.0,1.0,6496.0,2023-05-11,315000.0,2023.0,5.0
residential,10.0,2660.0,dplx bungalow,aluminum/vinyl,1.5,1926.0,9.0,1994.0,2,3.0,2.0,0.0,6750.0,2023-12-13,230000.0,2023.0,12.0
residential,10.0,2660.0,milwaukee bungalow,aluminum/vinyl,1.0,1925.0,6.0,1238.0,1,3.0,1.0,0.0,3706.0,2023-01-20,162000.0,2023.0,1.0
residential,10.0,2660.0,duplex o/s,aluminum/vinyl,2.0,1905.0,12.0,2860.0,2,6.0,2.0,0.0,4796.0,2023-07-06,234500.0,2023.0,7.0
residential,10.0,2660.0,milwaukee bungalow,asphalt/other,1.0,1925.0,6.0,1188.0,1,3.0,2.0,0.0,3597.0,2023-08-25,275000.0,2023.0,8.0
residential,10.0,2660.0,res o/s a & 1/2,aluminum/vinyl,1.0,1910.0,7.0,1536.0,1,4.0,2.0,0.0,6250.0,2023-04-06,370600.0,2023.0,4.0
residential,10.0,2700.0,duplex o/s,brick,1.5,1924.0,9.0,1638.0,2,4.0,2.0,0.0,8400.0,2023-04-21,285000.0,2023.0,4.0
residential,10.0,2700.0,res o/s 1 story,aluminum/vinyl,1.0,1924.0,10.0,804.0,1,3.0,1.0,0.0,4950.0,2023-08-10,200000.0,2023.0,8.0
residential,10.0,2700.0,res o/s a & 1/2,aluminum/vinyl,1.0,1914.0,7.0,1140.0,1,4.0,1.0,0.0,2895.0,2023-04-07,188750.0,2023.0,4.0
residential,10.0,2700.0,res o/s 1 story,aluminum/vinyl,1.0,1924.0,6.0,836.0,1,2.0,2.0,0.0,3960.0,2023-11-22,205000.0,2023.0,11.0
residential,10.0,2700.0,duplex o/s,aluminum/vinyl,1.5,1920.0,9.0,1512.0,2,3.0,2.0,0.0,6375.0,2023-05-04,220000.0,2023.0,5.0
residential,10.0,2700.0,dplx bungalow,asphalt/other,2.0,1926.0,10.0,2168.0,2,4.0,2.0,0.0,6000.0,2023-11-22,310000.0,2023.0,11.0
residential,10.0,2700.0,res o/s a & 1/2,aluminum/vinyl,1.0,1921.0,5.0,1080.0,1,2.0,2.0,0.0,5000.0,2023-08-20,250000.0,2023.0,8.0
residential,10.0,2700.0,duplex o/s,aluminum/vinyl,1.5,1920.0,9.0,1729.0,2,4.0,2.0,0.0,6650.0,2023-04-14,157000.0,2023.0,4.0
residential,10.0,2700.0,res o/s a & 1/2,aluminum/vinyl,1.5,1910.0,7.0,1776.0,1,3.0,1.0,1.0,6650.0,2023-08-16,287000.0,2023.0,8.0
residential,10.0,2700.0,cape cod,aluminum/vinyl,1.0,1939.0,5.0,1431.0,1,3.0,1.0,0.0,6900.0,2023-05-12,245000.0,2023.0,5.0
residential,10.0,2700.0,ranch,wood,1.0,1949.0,4.0,725.0,1,2.0,1.0,0.0,6000.0,2023-05-23,176000.0,2023.0,5.0
residential,10.0,2700.0,duplex n/s,aluminum/vinyl,2.0,1956.0,9.0,2228.0,2,5.0,2.0,0.0,6000.0,2023-11-10,200000.0,2023.0,11.0
residential,10.0,2700.0,milwaukee bungalow,aluminum/vinyl,1.0,1927.0,7.0,1221.0,1,3.0,1.0,0.0,4560.0,2023-09-14,175000.0,2023.0,9.0
residential,10.0,2700.0,milwaukee bungalow,asphalt/other,1.0,1925.0,6.0,1046.0,1,4.0,1.0,1.0,4332.0,2023-11-01,225000.0,2023.0,11.0
commercial,10.0,6272.0,service building,concrete block,1.0,1957.0,0.0,1952.0,1,0.0,0.0,0.0,8149.0,2023-02-28,150000.0,2023.0,2.0
residential,10.0,2700.0,res o/s a & 1/2,aluminum/vinyl,1.0,1910.0,7.0,1372.0,1,4.0,1.0,1.0,4980.0,2023-07-14,260000.0,2023.0,7.0
residential,10.0,2700.0,ranch,aluminum/vinyl,1.0,1952.0,5.0,894.0,1,3.0,1.0,0.0,5400.0,2023-10-16,130000.0,2023.0,10.0
residential,10.0,2700.0,res o/s 1 story,aluminum/vinyl,1.0,1917.0,5.0,864.0,1,2.0,1.0,0.0,4200.0,2023-08-15,185000.0,2023.0,8.0
residential,10.0,2700.0,res o/s 1 story,aluminum/vinyl,1.0,1917.0,5.0,768.0,1,2.0,1.0,0.0,3888.0,2023-07-14,175000.0,2023.0,7.0
residential,10.0,2700.0,res o/s 1 story,asphalt/other,1.0,1920.0,5.0,800.0,1,2.0,1.0,0.0,3840.0,2023-06-28,163500.0,2023.0,6.0
residential,10.0,2700.0,res o/s 1 story,aluminum/vinyl,1.0,1923.0,5.0,768.0,1,2.0,1.0,0.0,3600.0,2023-06-16,167500.0,2023.0,6.0
residential,10.0,2700.0,milwaukee bungalow,aluminum/vinyl,1.0,1925.0,6.0,1179.0,1,3.0,1.0,1.0,5000.0,2023-11-21,319000.0,2023.0,11.0
residential,10.0,2700.0,cape cod,aluminum/vinyl,1.0,1948.0,8.0,1534.0,1,4.0,1.0,0.0,3750.0,2023-11-17,275000.0,2023.0,11.0
lg apartment,10.0,6800.0,ap2 (conventional apt with 7-11 units),brick,2.0,1956.0,0.0,4876.0,8,0.0,0.0,0.0,9765.0,2023-09-21,690000.0,2023.0,9.0
residential,10.0,2720.0,milwaukee bungalow,brick,1.0,1927.0,7.0,1310.0,1,3.0,1.0,0.0,5880.0,2023-05-05,310000.0,2023.0,5.0
residential,10.0,2720.0,duplex n/s,brick,2.0,1945.0,9.0,2098.0,2,4.0,2.0,0.0,5461.0,2023-07-18,315000.0,2023.0,7.0
residential,10.0,2720.0,milwaukee bungalow,aluminum/vinyl,1.0,1925.0,7.0,1556.0,1,3.0,2.0,0.0,6020.0,2023-08-09,342000.0,2023.0,8.0
residential,10.0,2720.0,cape cod,aluminum/vinyl,1.0,1940.0,5.0,1025.0,1,2.0,1.0,0.0,4800.0,2023-03-02,225000.0,2023.0,3.0
residential,10.0,2720.0,res o/s a & 1/2,aluminum/vinyl,1.0,1923.0,12.0,1359.0,1,6.0,2.0,0.0,4800.0,2023-09-29,295000.0,2023.0,9.0
residential,10.0,2710.0,milwaukee bungalow,aluminum/vinyl,1.0,1925.0,6.0,1576.0,1,3.0,2.0,0.0,4146.0,2023-06-20,210000.0,2023.0,6.0
