,Style,Extwall,FinishedSqft,Lotsize,Bdrms,Baths_total,Sale_year,Sale_month,Sale_price
24617,Ranch,Brick,1358,5900,2,2,2018,3,135000
24618,Cape Cod,Stone,1358,5649,3,2,2022,9,170000
24619,Cape Cod,Brick,1358,5640,3,2,2020,9,145000
24620,Cape Cod,Wood,1358,5500,3,2,2020,8,181000
24621,Cape Cod,Aluminum / Vinyl,1358,5000,3,2,2013,8,185000
24622,Residence O/S,Aluminum / Vinyl,1358,4880,3,2,2017,6,140000
24623,Cape Cod,Brick,1358,4800,2,2,2022,12,125000
24624,Res O/S A & 1/2,Block,1358,4800,3,2,2021,8,301000
24626,Milwaukee Bungalow,Aluminum / Vinyl,1358,4800,3,1,2014,11,136000
24629,Cape Cod,Stucco,1358,4720,3,1,2015,10,115000
24630,Milwaukee Bungalow,Aluminum / Vinyl,1358,3600,3,1,2018,2,219900
24631,Milwaukee Bungalow,Aluminum / Vinyl,1359,19800,4,2,2016,11,219300
24632,Ranch,Brick,1359,12936,3,1,2021,7,155000
24633,Ranch,Brick,1359,7320,3,2,2020,11,227500
24634,Ranch,Brick,1359,7320,3,2,2015,4,150000
24635,Ranch,Stone,1359,7150,2,2,2017,4,155000
24636,Cape Cod,Aluminum/Vinyl,1359,6912,4,3,2022,5,305600
24637,Cape Cod,Brick,1359,6840,3,2,2018,11,182000
24638,Ranch,Aluminum / Vinyl,1359,6480,3,2,2017,5,119000
24639,Colonial,Brick,1359,6165,3,2,2019,10,160500
24640,Colonial,Masonry/Frame,1359,6148,3,2,2022,8,302000
24641,Cape Cod,Brick,1359,6000,3,2,2023,9,260000
24642,Cape Cod,Stone,1359,5808,4,2,2022,2,152000
24643,Cape Cod,Aluminum / Vinyl,1359,5700,3,2,2018,5,142900
24645,Cape Cod,Brick,1359,4920,3,2,2019,8,168750
24646,Colonial,Brick,1359,4800,2,2,2023,7,185000
24647,Res O/S A & 1/2,Aluminum/Vinyl,1359,4800,3,3,2023,10,140000
24651,Residence O/S,Aluminum / Vinyl,1359,4800,3,3,2013,6,89900
24652,Cape Cod,Brick,1359,4800,3,1,2017,6,156000
24653,Duplex N/S,Brick,1359,3660,3,2,2022,8,120000
24654,Milwaukee Bungalow,Aluminum / Vinyl,1359,3660,3,2,2018,6,159900
24655,Residence O/S,Aluminum / Vinyl,1359,3600,3,2,2014,6,206500
24656,Ranch,Brick,1360,10374,3,2,2021,4,250000
24657,Ranch,Aluminum/Vinyl,1360,10215,3,2,2021,7,191000
24658,Cape Cod,Aluminum/Vinyl,1360,7200,3,2,2023,5,240000
24659,Cape Cod,Aluminum/Vinyl,1360,6700,4,2,2020,12,135000
24660,Cape Cod,Aluminum / Vinyl,1360,6700,4,2,2016,9,110000
24661,Cape Cod,Brick,1360,6250,4,1,2023,9,260000
24662,Cape Cod,Brick,1360,6250,4,1,2020,3,210000
24663,Cape Cod,Aluminum / Vinyl,1360,6000,3,2,2013,11,137500
24664,Cape Cod,Aluminum/Vinyl,1360,5796,4,2,2021,8,205000
24665,Cape Cod,Aluminum/Vinyl,1360,5796,4,2,2021,1,87700
24666,Cape Cod,Brick,1360,5760,3,2,2020,9,228750
24667,Cape Cod,Aluminum / Vinyl,1360,5670,4,2,2015,7,146500
24668,Ranch,Brick,1360,5500,3,2,2017,8,135000
24669,Residence O/S 2sty+,Masonry/Frame,1360,5400,2,2,2021,9,183500
24670,Cape Cod,Aluminum/Vinyl,1360,5160,3,2,2020,9,200000
24671,Cape Cod,Aluminum / Vinyl,1360,5160,3,2,2013,2,137000
24672,Cape Cod,Brick,1360,4920,3,2,2021,3,179900
24673,Ranch,Brick,1360,4920,3,2,2016,12,114500
24674,Cape Cod,Asphalt/Other,1360,4884,3,2,2019,2,148500
24675,Cape Cod,Aluminum/Vinyl,1360,4800,3,2,2020,2,127900
24676,Residence O/S,Aluminum / Vinyl,1360,4800,3,2,2013,12,128000
24678,Residence O/S,Stucco,1360,4746,2,2,2016,8,150000
24681,Res O/S A & 1/2,Aluminum/Vinyl,1360,4440,4,1,2022,6,164900
24682,Residence O/S,Aluminum / Vinyl,1360,4440,4,1,2018,7,154900
24683,Res O/S 2sty +,Asphalt/Other,1360,3810,3,2,2023,9,230000
24684,Cottage,Aluminum / Vinyl,1360,3602,3,3,2014,7,194000
24687,Milwaukee Bungalow,Brick,1360,3500,5,2,2021,6,212600
24689,Ranch,Masonry / Frame,1361,21780,3,1,2017,10,151900
24690,Ranch,Aluminum / Vinyl,1361,9750,3,2,2016,11,185000
24691,Ranch,Brick,1361,9204,3,2,2023,10,260000
24693,Ranch,Brick,1361,7182,3,2,2015,5,165000
24695,Ranch,Stone,1361,6050,3,2,2016,5,130000
24696,Ranch,Brick,1361,5950,3,2,2020,11,200000
24697,Cape Cod,Brick,1361,5760,3,2,2023,10,269000
24698,Cape Cod,Brick,1361,5760,3,1,2014,5,152500
24699,Ranch,Brick,1361,5625,3,2,2019,6,172500
24700,Ranch,Brick,1361,5625,3,2,2015,12,154900
24701,Cape Cod,Brick,1361,5400,4,2,2020,10,165000
24702,Cape Cod,Brick,1361,5060,3,1,2023,5,260000
24704,Milwaukee Bungalow,Asphalt/Other,1361,4788,3,1,2022,5,128500
24705,Milwaukee Bungalow,Aluminum / Vinyl,1361,3780,3,3,2013,9,135000
24706,Cape Cod,Aluminum / Vinyl,1361,3600,4,2,2015,4,90000
24707,Duplex O/S,Aluminum/Vinyl,1361,3450,4,3,2022,5,112000
24709,Residence O/S,Aluminum / Vinyl,1361,3000,3,1,2014,6,150000
24710,Ranch,Aluminum/Vinyl,1362,9000,3,2,2023,7,247750
24711,Ranch,Aluminum / Vinyl,1362,9000,3,2,2016,6,153000
24712,Cape Cod,Aluminum/Vinyl,1362,8040,4,2,2023,7,181000
24713,Cape Cod,Aluminum/Vinyl,1362,8040,4,2,2021,7,134900
24714,Cape Cod,Aluminum/Vinyl,1362,7616,4,2,2023,11,250000
24715,Cape Cod,Aluminum / Vinyl,1362,7616,4,2,2018,8,177000
24716,Res O/S 2sty +,Aluminum/Vinyl,1362,7200,5,1,2023,9,260000
24718,Colonial,Frame,1362,6050,3,2,2018,11,107000
24720,Cape Cod,Brick,1362,5928,4,2,2015,8,212000
24721,Cape Cod,Brick,1362,5805,3,2,2018,12,125000
24723,Cape Cod,Wood,1362,5400,3,2,2021,7,105000
24724,Cape Cod,Stone,1362,5160,3,1,2015,1,125000
24726,Milwaukee Bungalow,Aluminum/Vinyl,1362,5000,3,1,2022,8,205000
24727,Ranch,Brick,1362,5000,3,2,2014,3,111720
24728,Ranch,Brick,1362,4920,3,3,2021,9,230000
24729,Cape Cod,Aluminum/Vinyl,1362,4800,2,1,2020,3,121500
24732,Milwaukee Bungalow,Aluminum / Vinyl,1362,4800,3,1,2018,8,119000
24733,Cape Cod,Aluminum / Vinyl,1362,4636,3,2,2014,7,125000
24735,Cape Cod,Aluminum / Vinyl,1362,4636,3,2,2016,8,139900
24736,Milwaukee Bungalow,Aluminum/Vinyl,1362,4620,3,1,2023,7,175000
24737,Colonial,Aluminum/Vinyl,1362,4578,3,2,2023,4,315000
24738,Colonial,Aluminum / Vinyl,1362,4578,3,2,2013,9,189900
24739,Colonial,Aluminum / Vinyl,1362,4578,3,2,2017,2,187000
24740,Residence O/S,Aluminum/Vinyl,1362,3660,3,2,2019,4,139900
24742,Residence O/S,Aluminum / Vinyl,1362,3600,3,3,2016,12,116000
24743,Ranch,Stone,1363,13510,2,1,2013,6,143000
24744,Ranch,Brick,1363,12649,3,2,2020,6,228000
24745,Ranch,Aluminum/Vinyl,1363,9536,3,2,2020,11,180000
24746,Ranch,Aluminum / Vinyl,1363,9536,3,1,2017,12,119900
24747,Ranch,Brick,1363,8625,3,2,2020,2,205000
24748,Ranch,Stone,1363,6750,3,2,2017,10,133500
24749,Ranch,Stone,1363,6120,3,2,2016,6,154000
24750,Colonial,Brick,1363,5400,3,2,2023,1,90000
24751,Cape Cod,Brick,1363,5311,3,2,2021,3,230000
24753,Cape Cod,Brick,1363,5150,4,1,2018,4,145000
24754,Cape Cod,Brick,1363,5120,3,2,2018,7,204900
24755,Cape Cod,Aluminum/Vinyl,1363,5040,3,1,2022,7,245000
24757,Ranch,Stone,1363,5040,4,2,2013,4,131500
24758,Cape Cod,Aluminum / Vinyl,1363,5040,3,1,2015,5,139900
24759,Cape Cod,Aluminum/Vinyl,1363,4920,3,2,2020,8,164500
24760,Cape Cod,Stone,1363,4845,2,2,2022,10,216000
24761,Cape Cod,Stone,1363,4845,2,2,2018,8,166000
24763,Cape Cod,Aluminum/Vinyl,1363,4680,4,2,2023,11,89900
24764,Res O/S A & 1/2,Aluminum/Vinyl,1363,4560,4,1,2020,12,95000
24765,Cape Cod,Frame,1363,4360,4,1,2016,6,145000
24766,Colonial,Aluminum/Vinyl,1363,4320,5,2,2021,5,200000
24767,Rm or Rooming House,Aluminum / Vinyl,1363,0,3,2,2016,9,90000
24768,Cape Cod,Aluminum/Vinyl,1364,12400,2,1,2022,3,174900
24769,Cape Cod,Brick,1364,11700,3,1,2017,11,174900
24770,Ranch,Brick,1364,10680,3,2,2014,5,156000
24771,Ranch,Aluminum/Vinyl,1364,9405,3,3,2023,1,270000
24772,Ranch,Aluminum / Vinyl,1364,9375,3,2,2016,1,135900
24773,Ranch,Aluminum/Vinyl,1364,8083,3,3,2022,8,274900
24774,Ranch,Aluminum / Vinyl,1364,8083,3,3,2017,10,175500
24776,Cape Cod,Stone,1364,7320,4,2,2016,1,119420
24777,Ranch,Aluminum/Vinyl,1364,7200,3,2,2020,8,166000
24778,Ranch,Brick,1364,7125,3,2,2022,11,275000
24779,Cape Cod,Brick,1364,6960,3,2,2013,4,104750
24780,Cape Cod,Aluminum/Vinyl,1364,5460,4,3,2021,8,179900
24782,Cape Cod,Brick,1364,5000,4,1,2021,9,181200
24783,Cape Cod,Aluminum / Vinyl,1364,5000,3,1,2014,7,125000
24784,Res O/S A & 1/2,Aluminum/Vinyl,1364,4800,3,1,2022,7,183500
24785,Cape Cod,Stone,1364,4800,3,1,2021,12,154900
24786,Colonial,Aluminum/Vinyl,1364,4800,2,1,2020,2,126900
24788,Cape Cod,Brick,1364,4620,4,2,2023,7,190000
24789,Colonial,Aluminum/Vinyl,1364,4340,4,3,2022,1,230000
24791,Milwaukee Bungalow,Aluminum/Vinyl,1364,3900,4,2,2020,4,312000
24792,Milwaukee Bungalow,Aluminum/Vinyl,1364,3840,3,1,2021,8,150000
24793,Milwaukee Bungalow,Aluminum/Vinyl,1364,3690,3,2,2023,9,278000
24795,Residence O/S,Aluminum / Vinyl,1364,3600,4,2,2014,3,165500
24796,Res O/S 2sty +,Aluminum/Vinyl,1364,3582,4,1,2023,8,160000
24800,Duplex-Cottage,Aluminum/Vinyl,1364,3000,2,2,2021,2,190000
24801,Duplex-Cottage,Aluminum / Vinyl,1364,3000,2,2,2017,11,162500
24802,Ranch,Aluminum / Vinyl,1365,23968,3,1,2016,11,133000
24803,Colonial,Aluminum/Vinyl,1365,13200,3,2,2023,2,305000
24804,Colonial,Aluminum/Vinyl,1365,13200,3,2,2019,6,227000
24806,Ranch,Brick,1365,10440,2,2,2022,8,233000
24807,Ranch,Frame,1365,9120,3,2,2013,3,162500
24808,Cape Cod,Brick,1365,7973,3,1,2021,8,240000
24809,Cape Cod,Brick,1365,7973,3,1,2014,8,131000
24810,Cape Cod,Aluminum / Vinyl,1365,7200,4,2,2014,5,131900
24811,Ranch,Brick,1365,6240,3,2,2021,5,158000
24812,Ranch,Brick,1365,6240,3,2,2021,5,158000
24813,Cape Cod,Stucco,1365,6072,4,2,2022,2,190000
24814,Milwaukee Bungalow,Aluminum / Vinyl,1365,5490,4,1,2017,12,206000
24815,Cape Cod,Aluminum / Vinyl,1365,5400,4,2,2017,7,125000
24816,Res O/S A & 1/2,Stucco,1365,5280,4,1,2020,7,142000
24817,Cape Cod,Aluminum / Vinyl,1365,4944,3,2,2016,7,117250
24818,Cottage,Brick,1365,4920,2,1,2020,12,140000
24819,Ranch,Brick,1365,4800,3,2,2014,3,115000
24820,Cape Cod,Stone,1365,4800,3,1,2014,8,124000
24821,Ranch,Brick,1365,4800,3,2,2016,6,135000
24822,Colonial,Aluminum/Vinyl,1365,4165,3,2,2022,5,290000
24823,Colonial,Aluminum / Vinyl,1365,4165,3,2,2013,5,155670
24824,Colonial,Aluminum / Vinyl,1365,4165,3,2,2017,6,195000
24826,Milwaukee Bungalow,Asphalt/Other,1365,3795,3,2,2022,4,170000
24830,Residence O/S,Aluminum / Vinyl,1365,3660,3,2,2018,8,135000
24832,Res O/S A & 1/2,Aluminum/Vinyl,1365,3600,3,1,2023,2,255000
24833,Ranch,Stone,1366,11310,3,2,2014,11,99900
24834,Ranch,Aluminum/Vinyl,1366,10320,3,2,2021,8,240000
24835,Ranch,Aluminum/Vinyl,1366,8400,3,2,2019,6,165000
24836,Ranch,Masonry / Frame,1366,7866,3,3,2015,10,126500
24837,Ranch,Aluminum / Vinyl,1366,7740,3,2,2017,11,162900
24838,Ranch,Aluminum / Vinyl,1366,7316,3,2,2017,8,177000
24839,Cape Cod,Aluminum/Vinyl,1366,6384,3,2,2020,10,175000
24840,Ranch,Brick,1366,6313,3,2,2016,10,116000
24842,Cape Cod,Aluminum/Vinyl,1366,5376,2,2,2023,6,270000
24843,Cape Cod,Aluminum/Vinyl,1366,5376,2,2,2023,7,278000
24844,Cape Cod,Aluminum / Vinyl,1366,5376,2,2,2016,11,152000
24845,Milwaukee Bungalow,Brick,1366,5200,3,1,2015,10,135000
24846,Cape Cod,Brick,1366,5200,4,2,2016,7,126000
24847,Cape Cod,Aluminum/Vinyl,1366,4920,3,1,2020,12,269000
24848,Res O/S A & 1/2,Aluminum/Vinyl,1366,4880,2,2,2023,10,245000
24849,Residence O/S,Aluminum / Vinyl,1366,4880,2,2,2014,10,135000
24850,Cape Cod,Aluminum/Vinyl,1366,4800,3,2,2022,7,225000
24852,Res O/S A & 1/2,Aluminum/Vinyl,1366,3960,3,2,2023,2,160000
24856,Res O/S A & 1/2,Aluminum/Vinyl,1366,1900,2,2,2021,10,315000
24857,Residence O/S,Aluminum / Vinyl,1366,1900,2,2,2014,5,230000
24858,Ranch,Aluminum / Vinyl,1367,11371,2,2,2017,10,186000
24859,Ranch,Aluminum / Vinyl,1367,9000,3,2,2016,2,150000
24861,Ranch,Aluminum / Vinyl,1367,7980,3,2,2015,10,95000
24862,Ranch,Brick,1367,7700,3,2,2019,11,150000
24863,Ranch,Aluminum/Vinyl,1367,7200,3,2,2023,5,230000
24864,Cape Cod,Brick,1367,6528,3,2,2021,5,250000
24865,Cape Cod,Brick,1367,6345,5,2,2022,10,300000
24869,Cape Cod,Stone,1367,5400,4,3,2023,10,310000
24870,Cape Cod,Aluminum/Vinyl,1367,5400,4,1,2020,9,197000
24871,Cape Cod,Aluminum / Vinyl,1367,5400,4,1,2013,9,146500
24872,Cape Cod,Aluminum / Vinyl,1367,5400,4,3,2016,4,154900
24873,Ranch,Brick,1367,5200,3,2,2021,12,211500
24874,Cape Cod,Aluminum/Vinyl,1367,5166,3,2,2022,10,318000
24875,Cape Cod,Aluminum / Vinyl,1367,5166,3,2,2017,9,246000
24878,Cape Cod,Block,1367,4800,4,2,2022,4,225000
24879,Cape Cod,Aluminum/Vinyl,1367,4800,3,2,2020,9,142000
24881,Cape Cod,Block,1367,4800,4,2,2013,8,99000
24882,Milwaukee Bungalow,Aluminum / Vinyl,1367,4720,3,1,2018,12,135000
24884,Milwaukee Bungalow,Aluminum / Vinyl,1367,3200,4,1,2018,11,192000
24885,Ranch,Aluminum / Vinyl,1368,21780,3,2,2017,10,120000
24886,Milwaukee Bungalow,Aluminum / Vinyl,1368,17227,3,2,2018,5,110000
24888,Res O/S A & 1/2,Aluminum/Vinyl,1368,12593,2,1,2022,8,148800
24889,Ranch,Brick,1368,9945,3,2,2017,8,153900
24890,Ranch,Brick,1368,9680,3,2,2016,3,149000
24891,Ranch,Aluminum/Vinyl,1368,7600,3,2,2021,8,200000
24893,Ranch,Aluminum/Vinyl,1368,7200,3,2,2019,1,135000
24894,Res O/S 2sty +,Wood,1368,7054,3,2,2023,4,338000
24895,Cape Cod,Asphalt/Other,1368,6600,4,1,2022,4,190000
24896,Cape Cod,Brick,1368,6254,3,2,2013,4,169900
24897,Cape Cod,Aluminum/Vinyl,1368,6248,3,1,2023,6,277900
24898,Cape Cod,Brick,1368,6160,3,2,2020,12,125000
24899,Cape Cod,Brick,1368,6160,3,2,2016,7,102000
24900,Colonial,Masonry / Frame,1368,6075,3,2,2015,1,148000
24901,Colonial,Masonry / Frame,1368,6075,3,3,2017,5,204000
24902,Ranch,Brick,1368,6000,3,2,2023,11,259900
24903,Res O/S A & 1/2,Aluminum/Vinyl,1368,5490,3,2,2021,7,250000
24904,Cape Cod,Aluminum / Vinyl,1368,5400,3,2,2018,11,169900
24905,Colonial,Brick,1368,5332,2,3,2020,5,260000
24906,Colonial,Brick,1368,5332,2,3,2016,3,174000
24907,Cape Cod,Aluminum/Vinyl,1368,5290,4,2,2019,11,130000
24908,Cape Cod,Brick,1368,5120,4,1,2013,4,96500
24909,Cape Cod,Stone,1368,5112,3,2,2021,6,215000
24910,Cape Cod,Brick,1368,5112,3,1,2014,6,127000
24911,Cape Cod,Stone,1368,5112,3,1,2016,8,134900
24912,Colonial,Brick,1368,5040,3,2,2021,7,287000
24913,Colonial,Brick,1368,5040,3,2,2017,6,189800
24914,Cape Cod,Aluminum / Vinyl,1368,5000,4,2,2016,3,181000
24915,Tudor,Brick,1368,4920,2,2,2013,3,165000
24916,Cape Cod,Aluminum/Vinyl,1368,4816,3,1,2022,10,165000
24917,Cape Cod,Aluminum / Vinyl,1368,4816,3,1,2016,4,119000
24918,Cape Cod,Brick,1368,4800,2,1,2023,10,175000
24919,Cape Cod,Brick,1368,4773,3,2,2015,1,89000
24920,Colonial,Aluminum / Vinyl,1368,4560,2,2,2013,9,158900
24921,Milwaukee Bungalow,Aluminum/Vinyl,1368,4550,3,1,2023,8,155000
24922,Res O/S A & 1/2,Aluminum/Vinyl,1368,4530,5,2,2022,12,160000
24923,Cottage,Aluminum / Vinyl,1368,4500,4,2,2015,12,156000
24925,Cape Cod,Brick,1368,4360,3,2,2021,6,235000
24926,Residence O/S,Aluminum / Vinyl,1368,4290,3,2,2016,2,146000
24927,Res O/S A & 1/2,Stucco,1368,4000,3,1,2020,12,228000
24930,Residence O/S,Aluminum / Vinyl,1368,3750,3,1,2017,2,89000
24931,Milwaukee Bungalow,Aluminum/Vinyl,1368,3600,3,2,2022,8,242000
24932,Res O/S A & 1/2,Aluminum/Vinyl,1368,3600,4,2,2021,3,215000
24933,Residence O/S,Aluminum / Vinyl,1368,3600,3,1,2013,11,164000
24934,Residence O/S,Aluminum / Vinyl,1368,3600,3,2,2016,7,122900
24935,Milwaukee Bungalow,Aluminum / Vinyl,1368,3600,3,1,2017,3,172000
24936,Residence O/S,Aluminum / Vinyl,1368,2425,3,2,2016,8,144000
24937,Cottage,Aluminum/Vinyl,1368,2300,2,2,2021,8,225000
24938,Cottage,Aluminum / Vinyl,1368,2300,2,2,2014,9,185000
24940,Residence O/S,Aluminum / Vinyl,1368,1485,3,2,2014,3,91000
24941,Residence O/S,Aluminum / Vinyl,1368,1485,3,2,2018,8,107500
24942,Multiple Residential Bldgs,Wood,1369,16320,4,2,2022,12,207000
24943,Ranch,Brick,1369,9000,3,2,2020,9,157940
24944,Cape Cod,Block,1369,7632,2,1,2013,9,80500
24945,Cape Cod,Aluminum / Vinyl,1369,7280,2,1,2014,8,92700
24946,Ranch,Aluminum / Vinyl,1369,7260,3,2,2017,8,132000
24947,Ranch,Aluminum/Vinyl,1369,7200,3,3,2021,12,218000
24948,Ranch,Aluminum / Vinyl,1369,7200,3,2,2017,6,123400
24949,Dplx Bungalow,Frame,1369,6750,3,2,2016,11,150000
24950,Cape Cod,Aluminum / Vinyl,1369,5805,3,1,2013,7,114000
24951,Cape Cod,Aluminum/Vinyl,1369,5520,4,1,2021,3,99900
24952,Cape Cod,Brick,1369,4922,2,2,2023,8,185000
24953,Cape Cod,Stone,1369,4832,3,1,2023,9,100000
24954,Cape Cod,Aluminum / Vinyl,1369,4830,3,2,2018,8,160000
24955,Milwaukee Bungalow,Brick,1369,4800,3,2,2023,6,280000
24957,Ranch,Brick,1369,4800,3,2,2016,5,125000
24961,Res O/S A & 1/2,Aluminum/Vinyl,1369,3600,3,2,2021,7,311000
24963,Ranch,Aluminum/Vinyl,1370,11968,3,2,2020,6,150000
24964,Ranch,Asphalt/Other,1370,8640,3,2,2021,9,170000
24965,Ranch,Frame,1370,8640,3,2,2015,8,86900
24966,Ranch,Aluminum/Vinyl,1370,7920,3,2,2023,6,230000
24967,Ranch,Aluminum/Vinyl,1370,7200,3,2,2019,7,144000
24968,Ranch,Aluminum / Vinyl,1370,7200,3,2,2014,7,107000
24970,Cape Cod,Aluminum/Vinyl,1370,6840,3,2,2021,3,230000
24971,Cape Cod,Aluminum / Vinyl,1370,6840,3,2,2014,3,130000
24973,Ranch,Stone,1370,6148,2,2,2023,11,231000
24974,Ranch,Brick,1370,6000,3,2,2015,8,123000
24976,Cape Cod,Aluminum / Vinyl,1370,5520,4,2,2018,12,119000
24977,Cape Cod,Brick,1370,5428,3,1,2017,8,182000
24978,Milwaukee Bungalow,Aluminum / Vinyl,1370,4760,3,1,2015,7,82000
24979,Colonial,Stone,1370,4720,3,2,2021,6,395500
24980,Milwaukee Bungalow,Aluminum / Vinyl,1370,4602,3,1,2015,12,150000
24981,Cape Cod,Aluminum / Vinyl,1370,4224,3,2,2013,9,87500
24983,Milwaukee Bungalow,Aluminum/Vinyl,1370,3960,3,2,2021,6,127000
24985,Ranch,Aluminum/Vinyl,1371,17958,3,2,2023,9,325000
24986,Cape Cod,Brick,1371,11550,3,1,2020,3,171500
24987,Ranch,Brick,1371,9120,3,1,2018,8,145500
24989,Cape Cod,Wood,1371,7980,3,2,2022,4,275000
24992,Ranch,Aluminum/Vinyl,1371,6948,3,2,2020,7,216500
24993,Ranch,Aluminum / Vinyl,1371,6920,3,2,2017,8,125000
24994,Cape Cod,Brick,1371,6600,4,2,2019,8,175000
24995,Cape Cod,Aluminum / Vinyl,1371,6000,3,2,2014,11,148700
24996,Residence O/S,Stucco,1371,6000,3,2,2017,7,295000
24998,Cape Cod,Brick,1371,5280,3,1,2022,4,190000
24999,Cape Cod,Aluminum/Vinyl,1371,5248,3,2,2022,10,199000
25001,Res O/S A & 1/2,Aluminum/Vinyl,1371,4956,3,1,2022,4,115000
25004,Cape Cod,Aluminum / Vinyl,1371,4800,4,3,2017,2,120000
25006,Milwaukee Bungalow,Aluminum / Vinyl,1371,3955,3,1,2014,12,92700
25007,Milwaukee Bungalow,Frame,1371,3600,3,1,2018,10,189900
25008,Ranch,Aluminum/Vinyl,1372,9492,2,2,2020,3,158000
25009,Cape Cod,Aluminum / Vinyl,1372,8479,4,2,2015,7,125000
25010,Ranch,Frame,1372,7962,3,2,2016,8,144000
25011,Ranch,Aluminum / Vinyl,1372,7800,3,2,2016,1,142500
25012,Ranch,Brick,1372,7200,3,2,2015,9,165900
25013,Colonial,Aluminum / Vinyl,1372,7000,3,2,2016,7,170000
25014,Ranch,Brick,1372,6640,3,2,2021,4,165000
25015,Ranch,Brick,1372,6120,3,2,2020,2,205000
25016,Cape Cod,Aluminum / Vinyl,1372,6063,4,2,2017,4,146000
25017,Milwaukee Bungalow,Aluminum/Vinyl,1372,5760,2,1,2022,7,185000
25019,Res O/S 2sty +,Aluminum/Vinyl,1372,5400,3,2,2022,10,385000
25020,Residence O/S,Aluminum / Vinyl,1372,5400,3,2,2015,5,240000
25021,Res O/S 1 Story,Aluminum/Vinyl,1372,5250,4,1,2022,3,198000
25023,Duplex O/S,Aluminum/Vinyl,1372,5124,3,2,2020,9,181000
25025,Cape Cod,Brick,1372,5000,3,2,2013,5,152700
25026,Res O/S A & 1/2,Aluminum/Vinyl,1372,4980,4,2,2023,7,260000
25027,Duplex-Cottage,Asphalt/Other,1372,4800,4,2,2022,4,106800
25028,Cape Cod,Aluminum / Vinyl,1372,4800,4,2,2017,9,186000
25029,Colonial,Aluminum/Vinyl,1372,3864,3,1,2020,10,215000
25030,Residence O/S 2sty+,Aluminum/Vinyl,1372,3600,3,1,2020,10,280500
25031,Residence O/S,Aluminum / Vinyl,1372,3600,3,1,2017,7,226000
25032,Milwaukee Bungalow,Fiber-Cement,1372,3600,3,2,2018,5,300000
25033,Cape Cod,Brick,1373,27915,3,2,2021,9,305000
25034,Cape Cod,Stone,1373,18220,3,2,2016,12,201000
25035,Ranch,Brick,1373,8730,3,2,2014,7,112000
25036,Cape Cod,Aluminum / Vinyl,1373,7020,3,1,2017,12,149100
25037,Cape Cod,Aluminum / Vinyl,1373,6400,3,2,2018,9,127000
25038,Cottage,Aluminum / Vinyl,1373,6000,4,1,2016,8,104122
25039,Res O/S 2sty +,Asphalt/Other,1373,5720,3,1,2023,5,180000
25040,Cape Cod,Stone,1373,5699,3,2,2020,6,230000
25041,Cape Cod,Stone,1373,5699,3,2,2016,4,150000
25042,Residence O/S,Aluminum / Vinyl,1373,5560,3,2,2014,6,148000
25043,Residence O/S,Aluminum / Vinyl,1373,5560,3,3,2017,8,187000
25044,Milwaukee Bungalow,Brick,1373,5120,3,2,2016,10,139900
25045,Cape Cod,Brick,1373,5120,3,2,2017,6,147500
25046,Cape Cod,Aluminum / Vinyl,1373,5040,3,3,2015,6,139000
25047,Cape Cod,Brick,1373,4838,3,2,2019,2,127600
25048,Cape Cod,Stone,1373,4800,3,3,2017,6,175000
25049,Cape Cod,Brick,1373,4674,4,2,2017,6,154000
25052,Residence O/S,Aluminum / Vinyl,1373,3600,3,2,2016,5,225000
25053,Res O/S A & 1/2,Aluminum/Vinyl,1373,3300,3,1,2021,5,90000
25054,Duplex-Cottage,Aluminum/Vinyl,1373,3300,4,2,2021,6,150000
25056,Ranch,Brick,1374,12000,2,2,2017,5,156900
25057,Ranch,Brick,1374,11550,3,2,2018,8,205000
25058,Cape Cod,Aluminum/Vinyl,1374,7965,4,2,2020,11,120000
25060,Ranch,Aluminum / Vinyl,1374,7370,3,2,2014,6,163125
25062,Milwaukee Bungalow,Aluminum/Vinyl,1374,5920,3,3,2021,4,200000
25063,Milwaukee Bungalow,Aluminum / Vinyl,1374,5920,2,3,2013,4,139900
25064,Milwaukee Bungalow,Aluminum / Vinyl,1374,5670,4,1,2017,5,140000
25065,Res O/S A & 1/2,Aluminum/Vinyl,1374,5490,4,2,2021,2,172000
25066,Colonial,Aluminum/Vinyl,1374,5400,3,2,2023,4,354000
25067,Colonial,Aluminum / Vinyl,1374,5400,3,2,2015,7,214000
25068,Cape Cod,Brick,1374,5330,3,2,2022,12,145000
25069,Residence O/S,Aluminum / Vinyl,1374,5320,3,2,2018,11,265000
25070,Cape Cod,Aluminum / Vinyl,1374,5292,3,1,2018,7,122355
25071,Cape Cod,Aluminum/Vinyl,1374,5203,4,2,2021,8,101000
25073,Cape Cod,Brick,1374,5120,3,2,2021,7,210000
25074,Cape Cod,Brick,1374,5120,3,2,2015,3,150000
25076,Cape Cod,Stucco,1374,4920,3,3,2021,1,159000
25080,Cape Cod,Aluminum / Vinyl,1374,4760,3,2,2017,7,144900
25082,Milwaukee Bungalow,Aluminum/Vinyl,1374,4440,2,2,2020,11,165000
25084,Milwaukee Bungalow,Aluminum/Vinyl,1374,4320,3,1,2022,4,80000
25086,Milwaukee Bungalow,Aluminum/Vinyl,1374,4224,3,1,2023,7,113000
25090,Cape Cod,Wood,1374,3720,4,2,2020,4,179000
25091,Milwaukee Bungalow,Aluminum/Vinyl,1374,3600,3,2,2019,5,278500
