Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
Milwaukee Bungalow,3,1,1199,2016-06-01,2016,6,224000
Residence O/S,4,3,1412,2016-06-01,2016,6,250000
Residence O/S,3,3,1298,2016-06-01,2016,6,195000
Residence O/S,3,1,1012,2016-06-01,2016,6,74000
Duplex O/S,5,2,1812,2016-06-01,2016,6,22000
Milwaukee Bungalow,4,1,1524,2016-07-01,2016,7,34000
Residence O/S,2,1,1484,2016-07-01,2016,7,199000
Residence O/S,3,2,1368,2016-07-01,2016,7,122900
Residence O/S,4,1,1211,2016-07-01,2016,7,95000
Residence O/S,4,2,1119,2016-07-01,2016,7,110800
Duplex O/S,4,2,2410,2016-07-01,2016,7,20000
Residence O/S,4,2,2043,2016-07-01,2016,7,164900
Dplx Bungalow,4,2,2061,2016-07-01,2016,7,38000
Milwaukee Bungalow,4,2,1400,2016-07-01,2016,7,115000
Cottage,2,1,836,2016-07-01,2016,7,84900
Cottage,3,1,960,2016-07-01,2016,7,63000
Milwaukee Bungalow,4,2,1566,2016-07-01,2016,7,89900
Duplex O/S,4,2,2248,2016-07-01,2016,7,205000
Duplex O/S,4,2,2010,2016-07-01,2016,7,163000
Duplex O/S,4,2,1706,2016-07-01,2016,7,145000
Milwaukee Bungalow,4,2,1755,2016-07-01,2016,7,285000
Residence O/S,3,1,1401,2016-07-01,2016,7,213000
Residence O/S,3,1,1080,2016-07-01,2016,7,168000
Milwaukee Bungalow,4,2,1336,2016-08-01,2016,8,60000
Dplx Bungalow,4,2,1586,2016-08-01,2016,8,155200
Duplex O/S,5,2,1669,2016-08-01,2016,8,105000
Milwaukee Bungalow,4,2,1232,2016-08-01,2016,8,252000
Residence O/S,4,2,1620,2016-08-01,2016,8,260100
Residence O/S,4,2,1597,2016-08-01,2016,8,195000
Residence O/S,3,2,1270,2016-08-01,2016,8,180000
Duplex O/S,4,2,1840,2016-08-01,2016,8,154900
Milwaukee Bungalow,4,2,1461,2016-08-01,2016,8,95000
Residence O/S,4,1,1668,2016-08-01,2016,8,25000
Duplex O/S,4,2,1584,2016-08-01,2016,8,89900
Duplex O/S,3,2,1475,2016-08-01,2016,8,50000
Milwaukee Bungalow,3,2,1200,2016-08-01,2016,8,280000
Milwaukee Bungalow,2,1,1144,2016-08-01,2016,8,202000
Residence O/S,3,1,1336,2016-08-01,2016,8,80000
Residence O/S,3,1,1033,2016-08-01,2016,8,195000
Milwaukee Bungalow,3,1,1124,2016-09-01,2016,9,28000
Dplx Bungalow,4,2,2196,2016-09-01,2016,9,156250
Duplex O/S,5,2,1881,2016-09-01,2016,9,110000
Duplex O/S,4,2,1640,2016-09-01,2016,9,210000
Residence O/S,3,2,2216,2016-09-01,2016,9,368000
Residence O/S,3,3,1542,2016-09-01,2016,9,237000
Residence O/S,2,2,1474,2016-09-01,2016,9,296500
Residence O/S,3,2,1166,2016-09-01,2016,9,213000
Residence O/S,3,2,1301,2016-09-01,2016,9,187500
Duplex O/S,5,2,1979,2016-09-01,2016,9,119200
Duplex O/S,4,2,1536,2016-09-01,2016,9,113000
Milwaukee Bungalow,3,1,1110,2016-09-01,2016,9,81000
Milwaukee Bungalow,2,1,940,2016-09-01,2016,9,65000
Residence O/S,3,2,1539,2016-09-01,2016,9,50000
Duplex N/S,3,2,1250,2016-09-01,2016,9,119900
Dplx Bungalow,4,2,2025,2016-09-01,2016,9,255000
Duplex O/S,4,2,1693,2016-09-01,2016,9,255000
Residence O/S,3,3,1556,2016-09-01,2016,9,231000
Residence O/S,4,2,1492,2016-09-01,2016,9,350500
Residence O/S,2,2,990,2016-09-01,2016,9,90000
Duplex O/S,4,2,2020,2016-10-01,2016,10,157000
Residence O/S,4,3,1427,2016-10-01,2016,10,297500
Duplex O/S,5,2,1772,2016-10-01,2016,10,131000
Duplex O/S,4,2,2140,2016-10-01,2016,10,89900
Duplex O/S,3,2,1722,2016-10-01,2016,10,75000
Duplex O/S,4,2,1718,2016-10-01,2016,10,50000
Duplex O/S,2,2,1533,2016-10-01,2016,10,26000
Colonial,4,2,1892,2016-10-01,2016,10,110000
Milwaukee Bungalow,3,2,1264,2016-10-01,2016,10,210000
Milwaukee Bungalow,3,1,1132,2016-10-01,2016,10,109900
Residence O/S,4,2,1673,2016-10-01,2016,10,235000
Residence O/S,4,2,1375,2016-11-01,2016,11,152300
Duplex O/S,5,2,1691,2016-11-01,2016,11,100000
Colonial,2,1,1008,2016-11-01,2016,11,37000
Milwaukee Bungalow,4,1,1456,2016-11-01,2016,11,112000
Milwaukee Bungalow,3,2,1544,2016-11-01,2016,11,267000
Cape Cod,2,1,700,2016-12-01,2016,12,136900
Duplex O/S,4,2,1785,2016-12-01,2016,12,165000
Milwaukee Bungalow,3,1,962,2016-12-01,2016,12,128000
Residence O/S,3,3,1362,2016-12-01,2016,12,116000
Cottage,3,1,1122,2016-12-01,2016,12,93000
Milwaukee Bungalow,5,2,2068,2016-12-01,2016,12,261400
Residence O/S,4,2,1504,2016-12-01,2016,12,30000
Residence O/S,2,2,859,2017-01-01,2017,1,125500
Duplex O/S,4,2,1837,2017-01-01,2017,1,77900
Residence O/S,3,2,1523,2017-01-01,2017,1,217000
Residence O/S,4,1,1774,2017-02-01,2017,2,42000
Duplex O/S,4,2,1632,2017-02-01,2017,2,223000
Duplex O/S,4,2,1518,2017-02-01,2017,2,135500
Residence O/S,3,2,1622,2017-02-01,2017,2,170000
Duplex N/S,4,2,1730,2017-02-01,2017,2,53500
Cape Cod,4,1,1117,2017-02-01,2017,2,130000
Milwaukee Bungalow,3,1,1561,2017-02-01,2017,2,105000
Milwaukee Bungalow,3,2,1461,2017-02-01,2017,2,148000
Residence O/S,3,2,1149,2017-02-01,2017,2,265000
Residence O/S,3,2,1657,2017-02-01,2017,2,15000
Duplex O/S,3,2,1416,2017-03-01,2017,3,40000
Duplex O/S,4,2,1450,2017-03-01,2017,3,140000
Residence O/S,3,2,1375,2017-03-01,2017,3,128000
Colonial,3,2,1150,2017-03-01,2017,3,134000
Duplex O/S,4,2,1496,2017-03-01,2017,3,114900
Duplex O/S,4,2,1416,2017-03-01,2017,3,80513
Residence O/S,3,1,1332,2017-03-01,2017,3,95000
Milwaukee Bungalow,3,1,1368,2017-03-01,2017,3,172000
Milwaukee Bungalow,3,2,1276,2017-03-01,2017,3,217500
Milwaukee Bungalow,3,2,1145,2017-03-01,2017,3,228000
Residence O/S,5,2,1655,2017-03-01,2017,3,360000
Milwaukee Bungalow,4,2,1522,2017-04-01,2017,4,62000
Duplex O/S,4,2,2268,2017-04-01,2017,4,175000
Duplex O/S,3,2,1496,2017-04-01,2017,4,145000
Residence O/S,3,2,1826,2017-04-01,2017,4,172500
Residence O/S,3,3,1394,2017-04-01,2017,4,215000
Residence O/S,3,1,1056,2017-04-01,2017,4,110000
Residence O/S,4,1,1549,2017-04-01,2017,4,26000
Residence O/S,3,1,1263,2017-04-01,2017,4,16000
Duplex O/S,5,2,1870,2017-04-01,2017,4,47500
Residence O/S,3,1,1132,2017-04-01,2017,4,90000
Duplex O/S,4,2,2048,2017-04-01,2017,4,40000
Duplex O/S,4,2,1848,2017-04-01,2017,4,113500
Milwaukee Bungalow,5,1,1586,2017-04-01,2017,4,199000
Residence O/S,3,2,1860,2017-04-01,2017,4,270000
Duplex O/S,3,2,1485,2017-05-01,2017,5,68000
Cottage,2,1,624,2017-05-01,2017,5,75000
Duplex O/S,4,2,2106,2017-05-01,2017,5,216000
Residence O/S,4,2,2174,2017-05-01,2017,5,248500
Residence O/S,3,3,1819,2017-05-01,2017,5,284000
Residence O/S,2,2,1382,2017-05-01,2017,5,180000
Duplex O/S,5,2,2025,2017-05-01,2017,5,56000
Duplex O/S,4,2,1889,2017-05-01,2017,5,39900
Residence O/S,3,1,1652,2017-05-01,2017,5,74900
Duplex O/S,4,2,1502,2017-05-01,2017,5,68000
Duplex O/S,4,2,2257,2017-05-01,2017,5,78000
Residence O/S,3,1,1076,2017-05-01,2017,5,28000
Milwaukee Bungalow,3,3,1215,2017-05-01,2017,5,112500
Residence O/S,4,2,1380,2017-05-01,2017,5,116000
Duplex-Cottage,4,2,1807,2017-05-01,2017,5,33000
Milwaukee Bungalow,4,2,1530,2017-05-01,2017,5,227900
Residence O/S,2,2,1446,2017-05-01,2017,5,60000
Residence O/S,3,1,1159,2017-05-01,2017,5,195000
Duplex O/S,4,2,2270,2017-05-01,2017,5,26000
Duplex O/S,5,2,1904,2017-05-01,2017,5,45500
Duplex O/S,4,2,1517,2017-06-01,2017,6,130100
Residence O/S,4,2,1847,2017-06-01,2017,6,274900
Duplex O/S,4,2,1970,2017-06-01,2017,6,24000
Duplex O/S,4,2,1578,2017-06-01,2017,6,195000
Residence O/S,3,2,1839,2017-06-01,2017,6,206000
Residence O/S,3,1,1529,2017-06-01,2017,6,100000
Cottage,2,2,1056,2017-06-01,2017,6,90000
Duplex N/S,3,2,1407,2017-06-01,2017,6,155000
Milwaukee Bungalow,3,2,1327,2017-06-01,2017,6,295000
Residence O/S,3,2,1452,2017-06-01,2017,6,227000
Residence O/S,3,1,1401,2017-06-01,2017,6,260000
Duplex O/S,4,2,2194,2017-06-01,2017,6,36000
Residence O/S,2,3,978,2017-07-01,2017,7,46000
Cottage,2,1,1100,2017-07-01,2017,7,138500
Duplex-Cottage,3,2,1435,2017-07-01,2017,7,130000
Residence O/S,4,3,2388,2017-07-01,2017,7,270000
Residence O/S,3,1,1155,2017-07-01,2017,7,151500
Residence O/S,4,3,1122,2017-07-01,2017,7,197000
Residence O/S,2,1,1036,2017-07-01,2017,7,131900
Split Level,2,2,1224,2017-07-01,2017,7,78500
Residence O/S,3,3,1339,2017-07-01,2017,7,30000
Milwaukee Bungalow,3,2,1454,2017-07-01,2017,7,51500
Cottage,3,2,1555,2017-07-01,2017,7,120000
Residence O/S,5,1,1921,2017-07-01,2017,7,95000
Duplex-Cottage,4,3,1461,2017-07-01,2017,7,70000
Duplex O/S,3,2,1542,2017-07-01,2017,7,106750
Cottage,4,2,1150,2017-07-01,2017,7,94300
Duplex N/S,4,2,2483,2017-07-01,2017,7,337500
Residence O/S,4,2,1504,2017-07-01,2017,7,162900
Residence O/S,3,1,1372,2017-07-01,2017,7,226000
Duplex O/S,4,2,2272,2017-07-01,2017,7,23000
Duplex O/S,2,2,1272,2017-07-01,2017,7,22000
Residence O/S,2,1,816,2017-08-01,2017,8,33250
Cottage,3,2,1248,2017-08-01,2017,8,197000
Dplx Bungalow,5,2,2160,2017-08-01,2017,8,161500
Duplex O/S,4,2,1870,2017-08-01,2017,8,148000
Duplex O/S,4,2,1870,2017-08-01,2017,8,180000
Duplex O/S,3,2,1711,2017-08-01,2017,8,155000
Duplex O/S,4,2,1496,2017-08-01,2017,8,107500
Milwaukee Bungalow,3,2,1188,2017-08-01,2017,8,158000
Milwaukee Bungalow,2,1,1145,2017-08-01,2017,8,170000
Residence O/S,4,1,1478,2017-08-01,2017,8,185000
Residence O/S,3,1,1320,2017-08-01,2017,8,173000
Milwaukee Bungalow,3,1,984,2017-08-01,2017,8,55000
Residence O/S,3,3,1438,2017-08-01,2017,8,140000
Residence O/S,3,2,1540,2017-08-01,2017,8,144900
Residence O/S,4,1,1186,2017-08-01,2017,8,60000
Milwaukee Bungalow,4,1,1431,2017-08-01,2017,8,129900
Cottage,3,1,952,2017-08-01,2017,8,108500
Duplex O/S,4,2,1256,2017-08-01,2017,8,62000
Duplex-Cottage,4,2,2026,2017-08-01,2017,8,58000
Residence O/S,4,2,1424,2017-08-01,2017,8,222675
Duplex O/S,3,2,1569,2017-08-01,2017,8,37000
Dplx Bungalow,4,2,1489,2017-09-01,2017,9,200000
Duplex O/S,3,2,1496,2017-09-01,2017,9,109000
Residence O/S,3,1,1204,2017-09-01,2017,9,156200
Residence O/S,3,2,1326,2017-09-01,2017,9,164900
Cape Cod,2,1,985,2017-09-01,2017,9,40000
Duplex O/S,4,2,1992,2017-09-01,2017,9,25000
Milwaukee Bungalow,3,2,1219,2017-10-01,2017,10,61500
Cottage,2,1,1059,2017-10-01,2017,10,68000
Duplex O/S,5,2,2735,2017-10-01,2017,10,162000
Duplex O/S,5,2,2402,2017-10-01,2017,10,215000
Duplex O/S,4,2,1672,2017-10-01,2017,10,149000
Duplex O/S,4,2,1768,2017-10-01,2017,10,39000
Milwaukee Bungalow,3,1,1640,2017-10-01,2017,10,41400
Duplex O/S,5,2,1669,2017-10-01,2017,10,100000
Milwaukee Bungalow,3,1,1090,2017-10-01,2017,10,120000
Residence O/S,4,1,1656,2017-10-01,2017,10,82500
Residence O/S,4,1,1084,2017-10-01,2017,10,112000
Residence O/S,3,2,1442,2017-10-01,2017,10,140000
Duplex-Cottage,5,2,1542,2017-10-01,2017,10,38250
Cottage,4,2,1222,2017-10-01,2017,10,93000
Residence O/S,5,2,1541,2017-10-01,2017,10,48000
Milwaukee Bungalow,3,1,1586,2017-11-01,2017,11,77715
Duplex O/S,4,2,1302,2017-11-01,2017,11,182000
Residence O/S,5,4,2400,2017-11-01,2017,11,218500
Residence O/S,3,1,1834,2017-11-01,2017,11,175000
Dplx Bungalow,4,2,2300,2017-11-01,2017,11,32500
Duplex O/S,5,2,2302,2017-11-01,2017,11,138500
Duplex O/S,4,2,1708,2017-11-01,2017,11,38000
Milwaukee Bungalow,3,1,937,2017-11-01,2017,11,75000
Colonial,4,2,1288,2017-11-01,2017,11,150000
Milwaukee Bungalow,4,2,1244,2017-11-01,2017,11,120500
Milwaukee Bungalow,4,3,1527,2017-11-01,2017,11,257000
Milwaukee Bungalow,4,2,1449,2017-11-01,2017,11,219000
Duplex O/S,5,2,1944,2017-12-01,2017,12,177000
Residence O/S,4,2,1620,2017-12-01,2017,12,277000
Residence O/S,2,2,1137,2017-12-01,2017,12,135000
Triplex,5,3,2841,2017-12-01,2017,12,185000
Duplex O/S,3,2,1695,2017-12-01,2017,12,134000
Residence O/S,3,2,1295,2017-12-01,2017,12,24500
Residence O/S,3,1,1154,2017-12-01,2017,12,20000
Duplex O/S,4,2,2088,2017-12-01,2017,12,103000
Duplex O/S,4,2,1892,2017-12-01,2017,12,69000
Milwaukee Bungalow,3,1,1103,2017-12-01,2017,12,72000
Residence O/S,5,3,1632,2017-12-01,2017,12,130000
Dplx Bungalow,3,2,1613,2017-12-01,2017,12,62000
Duplex-Cottage,4,2,1431,2017-12-01,2017,12,35700
Ranch,3,2,1222,2017-12-01,2017,12,133900
Colonial,3,2,1152,2017-12-01,2017,12,72000
Ranch,2,1,736,2018-01-01,2018,1,35000
Duplex O/S,4,2,1552,2018-01-01,2018,1,136000
Ranch,3,1,864,2018-01-01,2018,1,162500
Residence O/S,4,2,1627,2018-01-01,2018,1,288800
Residence O/S,4,1,1140,2018-01-01,2018,1,77000
Residence O/S,4,2,1536,2018-01-01,2018,1,142000
Residence O/S,4,2,1496,2018-01-01,2018,1,135000
Duplex-Cottage,5,2,1586,2018-01-01,2018,1,35100
Residence O/S,4,2,1689,2018-01-01,2018,1,155000
Residence O/S,2,2,1655,2018-02-01,2018,2,200000
Triplex,5,3,1870,2018-02-01,2018,2,150000
Duplex O/S,4,2,2250,2018-02-01,2018,2,134400
Duplex O/S,5,2,1760,2018-02-01,2018,2,78000
Residence O/S,4,2,1531,2018-02-01,2018,2,118500
Duplex O/S,4,2,1736,2018-02-01,2018,2,55000
Milwaukee Bungalow,3,1,1486,2018-02-01,2018,2,113000
Dplx Bungalow,4,2,1930,2018-02-01,2018,2,225000
Milwaukee Bungalow,3,1,1358,2018-02-01,2018,2,219900
Milwaukee Bungalow,2,1,847,2018-03-01,2018,3,23500
Residence O/S,3,2,1189,2018-03-01,2018,3,38000
Residence O/S,3,2,1813,2018-03-01,2018,3,140500
Residence O/S,3,2,1644,2018-03-01,2018,3,173500
Residence O/S,3,1,1272,2018-03-01,2018,3,132000
Cottage,3,1,1136,2018-03-01,2018,3,55000
Cape Cod,4,1,973,2018-03-01,2018,3,149900
Duplex O/S,4,3,2000,2018-03-01,2018,3,190000
Duplex O/S,5,2,1540,2018-03-01,2018,3,126000
Residence O/S,5,2,1311,2018-03-01,2018,3,118900
Residence O/S,2,1,1028,2018-03-01,2018,3,165000
Milwaukee Bungalow,3,1,1167,2018-04-01,2018,4,59900
Duplex O/S,4,2,1601,2018-04-01,2018,4,205000
Residence O/S,4,2,2918,2018-04-01,2018,4,390249
Residence O/S,3,1,1436,2018-04-01,2018,4,149500
Milwaukee Bungalow,4,2,1226,2018-04-01,2018,4,115000
Residence O/S,3,2,768,2018-04-01,2018,4,120000
Townhouse,2,1,924,2018-04-01,2018,4,80000
Cottage,3,3,1011,2018-04-01,2018,4,82500
Cape Cod,2,1,1003,2018-04-01,2018,4,181000
Milwaukee Bungalow,3,2,1572,2018-04-01,2018,4,258000
Milwaukee Bungalow,3,1,1204,2018-04-01,2018,4,119900
Residence O/S,4,1,1681,2018-04-01,2018,4,157000
Residence O/S,3,1,1210,2018-04-01,2018,4,105000
Dplx Bungalow,5,2,2140,2018-04-01,2018,4,125000
Dplx Bungalow,4,2,2036,2018-04-01,2018,4,29000
Residence O/S,4,1,1268,2018-05-01,2018,5,15000
Cottage,2,1,890,2018-05-01,2018,5,85000
Dplx Bungalow,4,2,1864,2018-05-01,2018,5,45000
Residence O/S,3,2,1330,2018-05-01,2018,5,104500
Residence O/S,4,1,994,2018-05-01,2018,5,121400
Cape Cod,3,2,1133,2018-05-01,2018,5,140000
Duplex O/S,4,2,1788,2018-05-01,2018,5,50000
Milwaukee Bungalow,3,2,1461,2018-05-01,2018,5,165000
Milwaukee Bungalow,3,1,1382,2018-05-01,2018,5,110000
Dplx Bungalow,3,2,1965,2018-05-01,2018,5,165000
Duplex O/S,4,2,2114,2018-05-01,2018,5,200000
Milwaukee Bungalow,3,2,1372,2018-05-01,2018,5,300000
Cape Cod,2,1,861,2018-06-01,2018,6,48000
Duplex O/S,3,2,1740,2018-06-01,2018,6,180000
Milwaukee Bungalow,3,1,1210,2018-06-01,2018,6,147500
Residence O/S,4,1,1288,2018-06-01,2018,6,220000
Residence O/S,3,2,1122,2018-06-01,2018,6,192000
Residence O/S,4,1,1694,2018-06-01,2018,6,137500
Residence O/S,4,1,991,2018-06-01,2018,6,96000
Residence O/S,3,1,916,2018-06-01,2018,6,110000
Residence O/S,4,2,1529,2018-06-01,2018,6,190000
Residence O/S,2,1,824,2018-06-01,2018,6,95500
Cottage,3,2,1056,2018-06-01,2018,6,88600
Duplex O/S,4,2,1970,2018-06-01,2018,6,68000
Milwaukee Bungalow,2,1,1008,2018-06-01,2018,6,149000
Dplx Bungalow,3,2,1514,2018-06-01,2018,6,273000
Milwaukee Bungalow,3,2,1200,2018-06-01,2018,6,291000
Milwaukee Bungalow,2,2,1088,2018-06-01,2018,6,205000
Residence O/S,3,2,1525,2018-06-01,2018,6,262500
Residence O/S,3,2,1486,2018-06-01,2018,6,285800
Residence O/S,3,1,1198,2018-06-01,2018,6,234000
Dplx Bungalow,4,2,1725,2018-07-01,2018,7,48000
Duplex N/S,3,2,1230,2018-07-01,2018,7,29000
Duplex O/S,5,3,2341,2018-07-01,2018,7,246000
Residence O/S,2,2,1691,2018-07-01,2018,7,205000
Residence O/S,3,1,1438,2018-07-01,2018,7,260000
Duplex O/S,5,2,1978,2018-07-01,2018,7,83000
Duplex O/S,4,3,1636,2018-07-01,2018,7,91000
Duplex O/S,4,2,1595,2018-07-01,2018,7,75900
Milwaukee Bungalow,3,1,1470,2018-07-01,2018,7,116800
Cottage,3,3,1196,2018-07-01,2018,7,100000
Milwaukee Bungalow,4,2,1427,2018-07-01,2018,7,122000
Duplex N/S,5,2,2024,2018-07-01,2018,7,159500
Milwaukee Bungalow,3,2,1399,2018-07-01,2018,7,122000
Milwaukee Bungalow,4,1,1196,2018-07-01,2018,7,160000
Cottage,3,2,965,2018-07-01,2018,7,61000
Dplx Bungalow,4,2,2092,2018-07-01,2018,7,243000
Milwaukee Bungalow,4,1,1390,2018-07-01,2018,7,212000
Duplex O/S,4,2,2208,2018-07-01,2018,7,55000
Milwaukee Bungalow,4,1,1462,2018-08-01,2018,8,42000
Milwaukee Bungalow,4,2,1426,2018-08-01,2018,8,40000
Duplex O/S,4,2,2016,2018-08-01,2018,8,221500
Duplex O/S,3,2,1375,2018-08-01,2018,8,149900
Residence O/S,4,1,1990,2018-08-01,2018,8,142500
Residence O/S,3,3,1878,2018-08-01,2018,8,172000
Residence O/S,3,1,1128,2018-08-01,2018,8,156350
Residence O/S,3,1,1059,2018-08-01,2018,8,92000
Duplex O/S,4,2,1705,2018-08-01,2018,8,80000
Milwaukee Bungalow,3,1,1264,2018-08-01,2018,8,30000
Cape Cod,3,1,1091,2018-08-01,2018,8,135000
Residence O/S,2,1,800,2018-08-01,2018,8,100000
Residence O/S,4,2,1487,2018-08-01,2018,8,219000
Duplex O/S,4,2,2170,2018-09-01,2018,9,205000
Duplex O/S,4,2,1945,2018-09-01,2018,9,175000
Residence O/S,4,2,1508,2018-09-01,2018,9,239900
Duplex O/S,4,2,2746,2018-09-01,2018,9,115000
Duplex O/S,3,2,1480,2018-09-01,2018,9,73500
Milwaukee Bungalow,4,2,1252,2018-09-01,2018,9,134900
Residence O/S,3,1,824,2018-09-01,2018,9,80000
Duplex-Cottage,3,2,1307,2018-09-01,2018,9,60500
Duplex O/S,3,2,2034,2018-09-01,2018,9,190000
Duplex O/S,5,2,1795,2018-09-01,2018,9,258900
Duplex O/S,4,2,1584,2018-09-01,2018,9,90000
Duplex O/S,3,2,1550,2018-09-01,2018,9,215000
Duplex O/S,5,2,2600,2018-09-01,2018,9,31000
Milwaukee Bungalow,2,1,999,2018-10-01,2018,10,32900
Dplx Bungalow,4,2,1891,2018-10-01,2018,10,218000
Milwaukee Bungalow,4,1,1607,2018-10-01,2018,10,349000
Residence O/S,4,1,1868,2018-10-01,2018,10,199999
Residence O/S,5,3,1984,2018-10-01,2018,10,82500
Duplex O/S,4,2,1702,2018-10-01,2018,10,75000
Residence O/S,3,2,1380,2018-10-01,2018,10,146900
Duplex O/S,3,2,1499,2018-10-01,2018,10,86000
Residence O/S,3,2,1044,2018-10-01,2018,10,126500
Dplx Bungalow,3,2,1648,2018-10-01,2018,10,74000
Cape Cod,3,1,1102,2018-10-01,2018,10,135000
Cottage,3,1,1225,2018-10-01,2018,10,92000
Milwaukee Bungalow,3,1,1371,2018-10-01,2018,10,189900
Residence O/S,3,2,1393,2018-10-01,2018,10,188000
Residence O/S,3,1,1344,2018-11-01,2018,11,30000
Duplex O/S,4,2,1899,2018-11-01,2018,11,155000
Duplex O/S,4,2,1877,2018-11-01,2018,11,218000
Residence O/S,3,1,990,2018-11-01,2018,11,40000
Residence O/S,4,1,1240,2018-11-01,2018,11,70000
Dplx Bungalow,4,2,1940,2018-11-01,2018,11,252000
Duplex O/S,4,2,1256,2018-11-01,2018,11,84500
Milwaukee Bungalow,3,2,1757,2018-11-01,2018,11,244900
Milwaukee Bungalow,3,2,1532,2018-11-01,2018,11,219300
Milwaukee Bungalow,3,1,1237,2018-11-01,2018,11,179900
Colonial,2,1,997,2018-12-01,2018,12,67900
Residence O/S,2,1,1008,2018-12-01,2018,12,25000
Cottage,3,2,1056,2018-12-01,2018,12,80000
Duplex O/S,5,3,1485,2018-12-01,2018,12,199750
Residence O/S,3,1,1112,2018-12-01,2018,12,30000
Milwaukee Bungalow,3,1,984,2018-12-01,2018,12,50000
Residence O/S,3,1,1122,2018-12-01,2018,12,26000
Duplex O/S,4,2,1718,2018-12-01,2018,12,62500
Duplex O/S,4,2,1678,2018-12-01,2018,12,54000
Residence O/S,3,1,960,2018-12-01,2018,12,118000
Colonial,2,2,1584,2018-12-01,2018,12,120000
Ranch,2,1,765,2018-12-01,2018,12,115000
Duplex O/S,3,2,1323,2018-12-01,2018,12,58000
Duplex-Cottage,4,2,1891,2018-12-01,2018,12,118000
Duplex-Cottage,4,2,1776,2018-12-01,2018,12,73500
Residence O/S,3,1,1069,2018-12-01,2018,12,66000
Colonial,3,3,1485,2018-12-01,2018,12,290000
Dplx Bungalow,4,2,1818,2018-12-01,2018,12,214000
Duplex O/S,4,2,1756,2018-12-01,2018,12,88000
Milwaukee Bungalow,4,2,1334,2018-12-01,2018,12,140000
Residence O/S,4,1,1473,2018-12-01,2018,12,159500
Duplex O/S,4,2,2320,2018-12-01,2018,12,58500
Res O/S A & 1/2,2,2,1382,2021-07-16,2021,7,240000
Dplx Bungalow,4,2,2092,2021-07-30,2021,7,315000
Colonial,3,3,2064,2023-06-30,2023,6,440000
Milwaukee Bungalow,3,2,1188,2023-08-25,2023,8,275000
Res O/S A & 1/2,3,1,1077,2023-11-13,2023,11,180000
Milwaukee Bungalow,3,1,936,2021-04-15,2021,4,180000
Duplex O/S,5,2,1654,2022-11-01,2022,11,135000
Res O/S A & 1/2,3,1,1182,2020-08-13,2020,8,31500
Duplex O/S,5,2,1876,2023-06-15,2023,6,140000
Residence O/S 2sty+,4,2,1728,2021-02-18,2021,2,140000
Duplex O/S,4,2,2144,2014-06-01,2014,6,27500
Duplex O/S,4,3,1681,2020-06-24,2020,6,160000
Milwaukee Bungalow,3,1,1670,2013-04-01,2013,4,139000
Duplex O/S,4,2,1932,2020-09-14,2020,9,88500
Cottage,3,1,1312,2023-07-05,2023,7,95000
Dplx Bungalow,4,2,1737,2020-07-30,2020,7,75000
Duplex O/S,4,2,1529,2018-02-01,2018,2,13000
Res O/S A & 1/2,3,2,1478,2023-08-04,2023,8,190000
Res O/S 2sty +,4,1,1364,2023-08-29,2023,8,160000
Triplex,5,3,2512,2022-01-19,2022,1,233600
Res O/S 2sty +,4,2,1566,2022-05-18,2022,5,175000
Duplex O/S,4,2,1569,2021-05-28,2021,5,108000
Res O/S A & 1/2,3,2,1478,2020-08-25,2020,8,146000
Cottage,4,2,1345,2019-02-22,2019,2,108000
Dplx Bungalow,4,2,2215,2018-10-01,2018,10,174900
Cottage,2,1,1380,2017-03-01,2017,3,165900
Duplex-Cottage,4,2,866,2018-08-01,2018,8,65000
Milwaukee Bungalow,3,2,1625,2018-11-01,2018,11,127500
Res O/S A & 1/2,3,1,910,2023-11-22,2023,11,69900
Res O/S A & 1/2,2,2,861,2023-05-03,2023,5,250000
Res O/S 2sty +,3,2,1388,2023-12-29,2023,12,145000
Milwaukee Bungalow,3,1,995,2022-09-19,2022,9,189000
Milwaukee Bungalow,3,2,1216,2022-07-25,2022,7,203500
Res O/S A & 1/2,4,1,1403,2022-07-19,2022,7,151000
Res O/S A & 1/2,3,1,1456,2022-05-11,2022,5,145000
Duplex O/S,3,2,1640,2022-10-31,2022,10,80000
Milwaukee Bungalow,3,2,1440,2022-06-22,2022,6,150000
Res O/S A & 1/2,3,2,1616,2022-10-13,2022,10,155000
Duplex-Cottage,4,2,2149,2022-12-19,2022,12,95000
Dplx Bungalow,3,2,1854,2022-06-21,2022,6,242000
Res O/S A & 1/2,3,2,1384,2021-04-30,2021,4,185000
Dplx Bungalow,3,2,1959,2021-04-15,2021,4,255000
Res O/S A & 1/2,3,1,1364,2020-02-05,2020,2,25000
Duplex O/S,4,2,1600,2020-12-08,2020,12,49000
Milwaukee Bungalow,4,1,1288,2020-09-25,2020,9,185000
Res O/S A & 1/2,3,2,1144,2020-08-18,2020,8,186000
Milwaukee Bungalow,3,2,1239,2020-06-11,2020,6,165000
Milwaukee Bungalow,3,2,1645,2020-12-18,2020,12,155900
Res O/S A & 1/2,3,2,1416,2020-11-25,2020,11,140000
Residence O/S,3,2,1196,2019-09-05,2019,9,75000
Duplex O/S,3,2,1733,2014-08-01,2014,8,55000
Residence O/S,3,1,1364,2015-02-01,2015,2,11500
Residence O/S,3,1,1364,2015-04-01,2015,4,10000
