,Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
42002,Res O/S A & 1/2,3,1,1211,2022-09-20,2022,9,153000
42003,Milwaukee Bungalow,3,1,1238,2022-05-06,2022,5,150000
42005,Milwaukee Bungalow,3,2,1509,2022-05-12,2022,5,85500
42006,Milwaukee Bungalow,3,2,1509,2022-09-19,2022,9,170000
42010,Ranch,2,1,667,2022-11-16,2022,11,80000
42011,Dplx Bungalow,5,2,1858,2022-08-24,2022,8,105000
42012,Res O/S 2sty +,3,1,1392,2022-06-22,2022,6,105000
42013,Milwaukee Bungalow,4,1,1467,2022-04-11,2022,4,175000
42014,Milwaukee Bungalow,4,2,1665,2022-03-28,2022,3,145000
42016,Cape Cod,4,2,1105,2022-11-01,2022,11,155000
42020,Milwaukee Bungalow,2,1,1072,2022-09-14,2022,9,96000
42022,Milwaukee Bungalow,4,2,1555,2022-05-18,2022,5,100000
42023,Milwaukee Bungalow,3,1,1039,2022-07-21,2022,7,88000
42024,Res O/S A & 1/2,4,2,1011,2022-12-15,2022,12,85000
42028,Duplex O/S,3,3,1386,2022-09-20,2022,9,100000
42029,Duplex O/S,4,2,1419,2022-12-14,2022,12,98000
42031,Res O/S A & 1/2,3,2,1005,2022-07-08,2022,7,140000
42034,Milwaukee Bungalow,3,1,1136,2022-11-30,2022,11,174999
42035,Res O/S A & 1/2,4,1,1942,2022-03-02,2022,3,160000
42036,Milwaukee Bungalow,4,2,1483,2022-02-07,2022,2,90000
42038,Res O/S A & 1/2,3,1,996,2022-06-23,2022,6,110000
42039,Res O/S A & 1/2,3,2,1097,2022-12-20,2022,12,185500
42048,Duplex O/S,4,2,2340,2022-07-26,2022,7,90000
42050,Res O/S 2sty +,5,4,1555,2022-11-10,2022,11,385000
42051,Dplx Bungalow,4,3,1737,2022-11-07,2022,11,249000
42052,Dplx Bungalow,5,2,1670,2022-03-16,2022,3,280000
42054,Duplex O/S,5,3,1887,2022-11-10,2022,11,319000
42055,Res O/S 2sty +,4,2,1961,2022-07-28,2022,7,335000
42056,Res O/S A & 1/2,4,2,1830,2022-10-31,2022,10,347900
42057,Res O/S A & 1/2,4,3,1287,2022-09-27,2022,9,252000
42058,Res O/S A & 1/2,3,1,1317,2022-06-01,2022,6,320000
42059,Milwaukee Bungalow,3,1,1042,2022-09-09,2022,9,225900
42060,Duplex O/S,5,2,2325,2022-01-14,2022,1,360000
42061,Res O/S 2sty +,5,2,1488,2022-01-14,2022,1,375000
42062,Duplex O/S,4,2,2106,2022-09-07,2022,9,299900
42063,Res O/S A & 1/2,3,2,1345,2022-06-08,2022,6,203000
42064,Multiple Residential Bldgs,5,3,2190,2022-10-03,2022,10,154200
42067,Milwaukee Bungalow,3,2,1368,2022-08-19,2022,8,242000
42070,Res O/S A & 1/2,4,2,1271,2022-05-20,2022,5,231500
42072,Duplex-Cottage,4,2,1796,2022-11-22,2022,11,190000
42073,Duplex O/S,4,2,2152,2022-01-12,2022,1,250000
42074,Duplex O/S,5,2,1496,2022-11-08,2022,11,230000
42076,Duplex O/S,4,2,1577,2022-07-26,2022,7,190000
42077,Res O/S A & 1/2,4,2,1740,2022-12-21,2022,12,225000
42078,Res O/S A & 1/2,5,1,976,2022-04-14,2022,4,196000
42079,Duplex O/S,4,2,2149,2022-10-11,2022,10,207000
42082,Multiple Residential Bldgs,5,3,2327,2022-06-09,2022,6,81000
42083,Duplex O/S,4,2,2208,2022-11-29,2022,11,102000
42091,Cape Cod,3,1,1314,2022-03-14,2022,3,115000
42095,Colonial,3,1,1274,2022-10-28,2022,10,137500
42096,Milwaukee Bungalow,3,2,1464,2022-10-31,2022,10,98500
42102,Duplex O/S,4,2,1888,2022-05-26,2022,5,85000
42106,Duplex O/S,5,2,1627,2022-10-18,2022,10,118000
42108,Duplex O/S,4,2,1826,2022-06-17,2022,6,111000
42109,Duplex O/S,5,2,1733,2022-08-08,2022,8,90000
42112,Triplex,3,3,1770,2022-09-28,2022,9,205000
42113,Cottage,3,2,960,2022-08-12,2022,8,205000
42114,Res O/S A & 1/2,3,1,1724,2022-07-14,2022,7,315000
42115,Cottage,2,1,1262,2022-08-15,2022,8,215000
42117,Duplex O/S,5,2,2136,2022-09-09,2022,9,221000
42119,Res O/S A & 1/2,4,2,1666,2022-08-04,2022,8,275000
42120,Duplex O/S,5,2,2154,2022-05-12,2022,5,280000
42122,Duplex O/S,3,2,1553,2022-11-12,2022,11,90000
42123,Res O/S 2sty +,3,1,1571,2022-11-04,2022,11,110000
42127,Duplex O/S,4,2,1920,2022-03-30,2022,3,285000
42130,Duplex O/S,4,2,1495,2022-05-06,2022,5,290000
42131,Res O/S A & 1/2,4,1,1302,2022-11-08,2022,11,190000
42132,Multiple Residential Bldgs,5,3,2479,2022-06-29,2022,6,310000
42136,Duplex O/S,4,3,2310,2022-06-16,2022,6,299900
42137,Duplex-Cottage,4,2,1299,2022-09-16,2022,9,300000
42138,Duplex O/S,4,2,2000,2022-12-15,2022,12,257000
42142,Duplex O/S,4,2,1899,2022-06-22,2022,6,240000
42143,Res O/S A & 1/2,3,1,1299,2022-10-17,2022,10,177000
42144,Multiple Residential Bldgs,5,2,1776,2022-08-26,2022,8,173900
42147,Duplex O/S,4,2,1754,2022-06-22,2022,6,207000
42150,Res O/S A & 1/2,3,2,1651,2022-09-21,2022,9,160000
42156,Duplex O/S,4,2,2304,2022-10-26,2022,10,84500
42162,Milwaukee Bungalow,3,1,1516,2022-05-07,2022,5,135000
42164,Res O/S A & 1/2,4,2,1619,2022-11-21,2022,11,100000
42167,Res O/S A & 1/2,3,1,1927,2022-09-08,2022,9,177900
42169,Colonial,3,2,1280,2022-10-26,2022,10,129900
42170,Colonial,3,2,1152,2022-05-27,2022,5,138000
42172,Duplex O/S,4,2,2208,2022-09-16,2022,9,105000
42178,Duplex O/S,4,2,2151,2022-12-21,2022,12,140000
42180,Res O/S A & 1/2,3,2,2016,2022-10-26,2022,10,100000
42181,Res O/S 2sty +,5,2,2108,2022-11-10,2022,11,110000
42187,Milwaukee Bungalow,3,2,1455,2022-09-27,2022,9,282000
42188,Cottage,3,1,1475,2022-01-13,2022,1,88400
42190,Res O/S 2sty +,4,2,1496,2022-06-03,2022,6,185000
42192,Res O/S A & 1/2,5,2,1582,2022-03-23,2022,3,80000
42193,Milwaukee Bungalow,3,2,1056,2022-05-27,2022,5,230100
42194,Cottage,2,2,728,2022-04-29,2022,4,180000
42195,Milwaukee Bungalow,4,2,1065,2022-07-30,2022,7,194900
42196,Milwaukee Bungalow,3,2,941,2022-07-19,2022,7,155000
42198,Duplex O/S,4,2,2020,2022-08-19,2022,8,107000
42201,Res O/S A & 1/2,2,2,1429,2022-12-12,2022,12,205000
42202,Res O/S A & 1/2,3,1,1402,2022-09-16,2022,9,162500
42203,Duplex O/S,5,2,1603,2022-11-03,2022,11,160000
42204,Dplx Bungalow,4,2,2266,2022-06-17,2022,6,150000
42207,Res O/S A & 1/2,3,3,1331,2022-05-12,2022,5,120000
42208,Duplex O/S,5,2,1743,2022-11-17,2022,11,100000
42209,Res O/S A & 1/2,3,2,1539,2022-04-28,2022,4,149900
42211,Duplex O/S,4,2,2169,2022-04-22,2022,4,85000
42213,Res O/S A & 1/2,4,1,1236,2022-09-01,2022,9,120000
42214,Res O/S 2sty +,4,2,2625,2022-12-29,2022,12,157000
42217,Duplex O/S,4,2,2042,2022-05-04,2022,5,110000
42218,Res O/S A & 1/2,3,1,988,2022-07-22,2022,7,137400
42220,Duplex O/S,4,2,1788,2022-09-15,2022,9,95000
42223,Milwaukee Bungalow,3,1,1146,2022-10-14,2022,10,155000
42224,Res O/S A & 1/2,3,2,1170,2022-05-02,2022,5,85000
42225,Res O/S A & 1/2,4,2,1578,2022-12-01,2022,12,202000
42230,Res O/S A & 1/2,3,1,1155,2022-06-27,2022,6,96500
42231,Res O/S A & 1/2,3,1,1461,2022-10-31,2022,10,158000
42232,Res O/S A & 1/2,4,1,1091,2022-10-21,2022,10,200100
42233,Milwaukee Bungalow,3,1,1470,2022-07-14,2022,7,195000
42234,Triplex,4,3,1557,2022-05-09,2022,5,199000
42236,Cape Cod,4,1,1378,2022-08-31,2022,8,175000
42237,Res O/S 2sty +,3,2,1546,2022-07-26,2022,7,165900
42238,Duplex O/S,5,2,1810,2022-11-30,2022,11,215000
42239,Duplex O/S,4,2,2356,2022-06-21,2022,6,140000
42242,Cottage,2,2,815,2022-12-19,2022,12,164900
42243,Duplex O/S,4,2,1880,2022-10-11,2022,10,180000
42245,Duplex-Cottage,4,3,1346,2022-04-15,2022,4,175000
42247,Duplex O/S,4,2,1948,2022-07-07,2022,7,150000
42248,Duplex-Cottage,5,2,1763,2022-02-18,2022,2,112000
42249,Cottage,3,1,898,2022-10-28,2022,10,80000
42250,Res O/S A & 1/2,4,2,1540,2022-06-29,2022,6,135000
42255,Duplex-Cottage,4,2,1699,2022-03-18,2022,3,100000
42257,Duplex O/S,5,2,2258,2022-11-01,2022,11,143000
42258,Milwaukee Bungalow,4,1,1349,2022-04-18,2022,4,135000
42259,Duplex O/S,4,2,1256,2022-03-23,2022,3,135000
42260,Duplex O/S,5,2,1872,2022-07-13,2022,7,145000
42261,Duplex O/S,3,3,1873,2022-12-27,2022,12,155000
42262,Res O/S A & 1/2,4,1,1087,2022-06-01,2022,6,110000
42264,Res O/S A & 1/2,3,1,1318,2022-09-30,2022,9,110000
42265,Duplex-Cottage,3,2,1525,2022-08-26,2022,8,90000
42266,Duplex-Cottage,4,2,1538,2022-10-26,2022,10,90000
42267,Duplex-Cottage,5,2,1804,2022-07-22,2022,7,215000
42268,Cottage,3,2,1117,2022-03-11,2022,3,100000
42271,Duplex O/S,4,2,1980,2022-06-24,2022,6,140000
42272,Milwaukee Bungalow,3,1,1218,2022-04-26,2022,4,120000
42274,Duplex O/S,5,2,1772,2022-10-28,2022,10,150000
42276,Res O/S A & 1/2,3,2,1509,2022-03-16,2022,3,150000
42278,Duplex O/S,4,2,1716,2022-01-27,2022,1,140000
42279,Duplex-Cottage,4,2,1426,2022-09-22,2022,9,83000
42280,Duplex O/S,4,2,2168,2022-01-31,2022,1,101000
42281,Duplex O/S,4,2,1738,2022-05-10,2022,5,330000
42282,Res O/S A & 1/2,5,2,2066,2022-11-11,2022,11,290000
42283,Duplex O/S,4,2,1709,2022-12-05,2022,12,330000
42284,Duplex O/S,5,4,2703,2022-10-14,2022,10,345000
42285,Duplex O/S,5,2,2264,2022-06-22,2022,6,400000
42286,Milwaukee Bungalow,3,2,1264,2022-06-01,2022,6,357000
42287,Colonial,2,1,1144,2022-12-13,2022,12,315000
42288,Milwaukee Bungalow,3,2,1409,2022-01-07,2022,1,340000
42289,Duplex O/S,4,2,2185,2022-06-09,2022,6,225000
42290,Res O/S A & 1/2,3,2,1452,2022-11-17,2022,11,240000
42291,Res O/S A & 1/2,3,1,1033,2022-05-06,2022,5,305000
42292,Res O/S A & 1/2,3,2,1101,2022-06-20,2022,6,455000
42293,Duplex O/S,4,2,1904,2022-04-26,2022,4,340000
42294,Res O/S A & 1/2,4,2,1721,2022-05-31,2022,5,330000
42295,Res O/S 2sty +,3,2,1525,2022-06-30,2022,6,325000
42296,Duplex O/S,5,3,1720,2022-06-07,2022,6,268000
42297,Res O/S A & 1/2,4,2,1589,2022-01-05,2022,1,210000
42298,Milwaukee Bungalow,5,1,1586,2022-07-11,2022,7,290000
42299,Milwaukee Bungalow,3,1,1320,2022-10-24,2022,10,160000
42300,Res O/S A & 1/2,3,2,1986,2022-02-25,2022,2,210000
42301,Milwaukee Bungalow,4,2,1308,2022-08-31,2022,8,215000
42302,Cottage,2,1,713,2022-09-21,2022,9,103200
42303,Duplex-Cottage,5,2,1967,2022-04-04,2022,4,100000
42305,Milwaukee Bungalow,3,2,1619,2022-06-30,2022,6,218000
42306,Cape Cod,4,1,1003,2022-09-27,2022,9,160000
42307,Cape Cod,3,1,1002,2022-11-04,2022,11,181000
42309,Res O/S A & 1/2,5,2,1676,2022-12-09,2022,12,180000
42310,Duplex O/S,4,2,1424,2022-06-08,2022,6,150000
42311,Res O/S A & 1/2,3,2,1221,2022-09-29,2022,9,125100
42312,Triplex,4,3,1832,2022-05-05,2022,5,184000
42313,Ranch,3,2,1104,2022-09-14,2022,9,225000
42315,Res O/S A & 1/2,3,1,974,2022-03-30,2022,3,295000
42316,Cape Cod,4,1,1307,2022-07-06,2022,7,235000
42317,Milwaukee Bungalow,3,2,1323,2022-06-09,2022,6,325000
42318,Milwaukee Bungalow,3,2,1452,2022-08-24,2022,8,421000
42319,Duplex O/S,3,2,1677,2022-05-26,2022,5,251000
42320,Milwaukee Bungalow,3,1,1199,2022-03-28,2022,3,315000
42321,Res O/S A & 1/2,4,2,1228,2022-09-07,2022,9,380000
42322,Milwaukee Bungalow,2,2,1338,2022-02-28,2022,2,300000
42324,Ranch,2,2,704,2022-05-09,2022,5,215000
42326,Ranch,3,1,1012,2022-05-02,2022,5,225000
42328,Cape Cod,3,1,890,2022-11-18,2022,11,205000
42329,Res O/S A & 1/2,2,1,1073,2021-06-18,2021,6,115000
42332,Cape Cod,3,2,1180,2021-09-30,2021,9,150000
42333,Dplx Bungalow,4,2,1837,2021-11-16,2021,11,93000
42334,Milwaukee Bungalow,3,2,1275,2021-08-17,2021,8,169900
42336,Cape Cod,4,1,1070,2021-11-15,2021,11,80000
42340,Milwaukee Bungalow,3,1,1197,2021-07-28,2021,7,118000
42346,Duplex-Cottage,4,2,1680,2021-11-05,2021,11,80000
42347,Milwaukee Bungalow,3,2,1522,2021-03-09,2021,3,85000
42350,Milwaukee Bungalow,3,1,1135,2021-04-01,2021,4,107000
42353,Res O/S A & 1/2,2,2,1166,2021-08-04,2021,8,150000
42354,Milwaukee Bungalow,4,2,1522,2021-04-28,2021,4,125000
42356,Milwaukee Bungalow,3,1,1020,2021-08-11,2021,8,95000
42358,Cape Cod,3,2,955,2021-03-22,2021,3,100000
42361,Milwaukee Bungalow,3,2,1314,2021-10-29,2021,10,109900
42365,Ranch,2,1,667,2021-09-22,2021,9,85000
42366,Cape Cod,3,2,996,2021-09-14,2021,9,100000
42367,Milwaukee Bungalow,4,2,1454,2021-08-12,2021,8,145000
42369,Milwaukee Bungalow,4,1,1588,2021-09-28,2021,9,88500
42370,Milwaukee Bungalow,3,2,1400,2021-07-15,2021,7,143000
42371,Milwaukee Bungalow,3,2,1090,2021-12-30,2021,12,80000
42372,Duplex O/S,4,2,1738,2021-04-22,2021,4,123000
42374,Milwaukee Bungalow,4,1,1489,2021-07-13,2021,7,85000
42375,Milwaukee Bungalow,3,2,1883,2021-06-29,2021,6,184900
42378,Ranch,2,1,667,2021-07-30,2021,7,80000
42390,Cottage,3,2,1020,2021-06-24,2021,6,105500
42391,Dplx Bungalow,4,2,1620,2021-10-20,2021,10,100000
42395,Milwaukee Bungalow,4,2,1479,2021-11-05,2021,11,120000
42398,Res O/S A & 1/2,2,2,976,2021-01-25,2021,1,141000
42399,Res O/S A & 1/2,4,2,1551,2021-07-09,2021,7,262000
42401,Residence O/S 2sty+,3,2,1425,2021-03-31,2021,3,235000
42402,Duplex O/S,5,3,1887,2021-05-14,2021,5,262500
42404,Duplex O/S,4,2,1877,2021-04-15,2021,4,274000
42405,Res O/S A & 1/2,3,2,1246,2021-01-15,2021,1,225000
42408,Res O/S A & 1/2,2,2,1239,2021-06-08,2021,6,235000
42409,Residence O/S 2sty+,3,2,1607,2021-03-29,2021,3,335500
42411,Res O/S A & 1/2,3,2,1711,2021-04-09,2021,4,175000
42412,Duplex O/S,4,2,1461,2021-01-08,2021,1,98000
42414,Dplx Bungalow,4,2,1858,2021-06-25,2021,6,80000
42415,Milwaukee Bungalow,3,2,1188,2021-07-02,2021,7,220000
42416,Res O/S A & 1/2,3,1,1086,2021-05-28,2021,5,180887
42417,Duplex O/S,3,2,1648,2021-04-26,2021,4,196900
42418,Duplex O/S,5,2,2120,2021-06-28,2021,6,280000
42419,Res O/S A & 1/2,3,2,1956,2021-07-23,2021,7,318000
42420,Duplex O/S,4,2,1870,2021-07-22,2021,7,180000
42421,Dplx Bungalow,4,2,2321,2021-04-16,2021,4,250000
42422,Res O/S A & 1/2,4,2,1380,2021-05-24,2021,5,301000
42423,Res O/S A & 1/2,3,3,928,2021-08-12,2021,8,300000
42424,Res O/S A & 1/2,2,1,1200,2021-01-04,2021,1,95000
42425,Duplex O/S,4,2,1883,2021-08-02,2021,8,189000
42433,Colonial,4,2,1193,2021-05-27,2021,5,106000
42437,Res O/S A & 1/2,4,1,1565,2021-09-09,2021,9,135000
42438,Duplex O/S,4,2,2276,2021-06-15,2021,6,250000
42439,Duplex O/S,4,2,2770,2021-04-12,2021,4,249900
42440,Res O/S A & 1/2,3,2,1501,2021-02-24,2021,2,310000
42442,Dplx Bungalow,4,2,2092,2021-07-30,2021,7,232000
42443,Duplex O/S,4,2,1440,2021-12-03,2021,12,190000
42444,Duplex-Cottage,3,2,1910,2021-10-12,2021,10,270000
42445,Duplex O/S,4,2,1480,2021-07-12,2021,7,139900
42447,Res O/S A & 1/2,3,1,1652,2021-06-30,2021,6,150000
42448,Res O/S A & 1/2,3,3,1518,2021-08-02,2021,8,265900
42449,Duplex O/S,5,2,1772,2021-03-30,2021,3,172500
42450,Cottage,3,1,960,2021-04-09,2021,4,95000
42451,Duplex O/S,4,2,1702,2021-06-21,2021,6,85000
42452,Multiple Residential Bldgs,3,3,1916,2021-03-16,2021,3,169000
42453,Duplex O/S,3,2,1785,2021-08-12,2021,8,185000
42456,Duplex O/S,4,2,1704,2021-04-05,2021,4,230000
42457,Res O/S A & 1/2,2,1,1484,2021-04-02,2021,4,257500
42458,Cottage,4,2,1648,2021-10-15,2021,10,367000
42459,Res O/S A & 1/2,4,3,1616,2021-06-28,2021,6,340000
42461,Duplex O/S,4,2,2542,2021-02-19,2021,2,230000
42462,Res O/S A & 1/2,3,2,1369,2021-07-29,2021,7,311000
42463,Duplex N/S,4,2,1800,2021-08-02,2021,8,280000
42464,Duplex O/S,4,2,1749,2021-06-09,2021,6,290000
42466,Duplex O/S,5,2,1891,2021-08-03,2021,8,290000
42468,Residence O/S 2sty+,3,2,1378,2021-03-12,2021,3,260000
42469,Duplex-Cottage,5,2,1600,2021-07-16,2021,7,302000
42471,Multiple Residential Bldgs,3,2,2250,2021-09-16,2021,9,375000
42472,Cottage,4,3,1227,2021-07-22,2021,7,100000
42473,Res O/S A & 1/2,4,2,1582,2021-04-30,2021,4,255000
42476,Res O/S A & 1/2,3,2,1827,2021-08-17,2021,8,325000
42477,Cottage,3,2,1113,2021-03-24,2021,3,186500
42478,Multiple Residential Bldgs,4,3,2923,2021-08-18,2021,8,162150
42479,Res O/S A & 1/2,5,2,1828,2021-12-30,2021,12,255000
42481,Res O/S A & 1/2,2,1,987,2021-12-13,2021,12,179000
42484,Res O/S A & 1/2,4,2,1931,2021-01-14,2021,1,92000
42486,Milwaukee Bungalow,3,2,983,2021-12-23,2021,12,90000
42492,Res O/S A & 1/2,5,2,1440,2021-08-04,2021,8,105000
42497,Res O/S A & 1/2,4,2,1708,2021-05-24,2021,5,92500
42498,Duplex O/S,5,3,2998,2021-03-19,2021,3,158000
42500,Residence O/S 2sty+,3,3,1670,2021-06-04,2021,6,91000
42501,Duplex O/S,4,2,2272,2021-05-10,2021,5,82000
42506,Colonial,3,2,1152,2021-06-28,2021,6,105000
42510,Colonial,3,2,1152,2021-06-15,2021,6,140000
42511,Residence O/S 2sty+,4,1,1927,2021-07-22,2021,7,110000
42513,Milwaukee Bungalow,3,2,1834,2021-06-10,2021,6,350000
42514,Colonial,4,2,1141,2021-06-03,2021,6,165000
42515,Duplex O/S,4,2,1578,2021-05-25,2021,5,242700
42516,Duplex O/S,4,2,1853,2021-05-26,2021,5,304500
42520,Colonial,3,1,1202,2021-08-16,2021,8,92000
42521,Dplx Bungalow,4,2,2119,2021-07-09,2021,7,150000
42522,Milwaukee Bungalow,3,1,1298,2021-07-19,2021,7,161300
42525,Multiple Residential Bldgs,4,4,2693,2021-10-28,2021,10,170300
42526,Duplex O/S,3,2,1461,2021-05-20,2021,5,138000
42527,Res O/S 1 Story,3,1,904,2021-02-23,2021,2,165000
42528,Cape Cod,3,2,1091,2021-11-01,2021,11,206500
42529,Res O/S A & 1/2,3,1,1307,2021-06-14,2021,6,170000
42530,Bi-Level,3,2,1414,2021-05-26,2021,5,225000
42531,Dplx Bungalow,3,2,1606,2021-01-06,2021,1,148900
42533,Duplex O/S,5,2,2010,2021-08-16,2021,8,105000
42535,Duplex O/S,4,2,1690,2021-01-05,2021,1,90000
42536,Duplex O/S,4,2,1740,2021-04-16,2021,4,95500
42537,Duplex O/S,3,2,1565,2021-05-24,2021,5,125900
42539,Res O/S A & 1/2,5,2,1411,2021-03-24,2021,3,153500
42540,Duplex O/S,4,2,1892,2021-08-13,2021,8,124000
42542,Duplex O/S,3,2,1707,2021-07-06,2021,7,143900
42545,Duplex O/S,3,3,1535,2021-02-26,2021,2,168000
42546,Milwaukee Bungalow,4,2,1321,2021-10-08,2021,10,99000
42549,Duplex O/S,5,2,2320,2021-07-15,2021,7,110000
42551,Triplex,5,3,1628,2021-02-19,2021,2,114000
42552,Duplex O/S,4,2,1486,2021-06-01,2021,6,150000
42553,Res O/S A & 1/2,4,3,1320,2021-06-14,2021,6,180000
42555,Duplex O/S,4,2,1913,2021-10-22,2021,10,116000
42557,Res O/S A & 1/2,4,2,1416,2021-10-18,2021,10,175000
42558,Res O/S A & 1/2,4,2,1294,2021-02-01,2021,2,146000
42559,Res O/S A & 1/2,5,2,1877,2021-08-26,2021,8,135000
42560,Res O/S A & 1/2,3,1,1208,2021-04-21,2021,4,85000
42561,Res O/S A & 1/2,4,3,1344,2021-08-16,2021,8,190000
42562,Duplex O/S,4,2,1468,2021-08-18,2021,8,175000
42563,Dplx Bungalow,3,2,1517,2021-06-28,2021,6,153500
42565,Duplex O/S,4,2,1681,2021-04-15,2021,4,135000
42566,Res O/S A & 1/2,3,1,1341,2021-06-30,2021,6,130000
42567,Duplex O/S,4,2,1672,2021-09-17,2021,9,102000
42571,Duplex-Cottage,4,2,1787,2021-01-19,2021,1,130000
42572,Res O/S A & 1/2,3,1,990,2021-05-07,2021,5,141000
42573,Duplex-Cottage,5,2,1868,2021-04-05,2021,4,122000
42574,Milwaukee Bungalow,3,1,1534,2021-10-14,2021,10,125000
42575,Multiple Residential Bldgs,3,3,1958,2021-08-31,2021,8,155000
42578,Duplex-Cottage,4,2,1700,2021-06-02,2021,6,105000
42579,Duplex-Cottage,3,2,1943,2021-05-19,2021,5,158150
42581,Duplex O/S,4,2,1584,2021-12-10,2021,12,170000
42582,Duplex O/S,4,2,1796,2021-04-22,2021,4,180000
42583,Res O/S A & 1/2,3,2,1509,2021-09-15,2021,9,82000
42584,Res O/S A & 1/2,2,1,996,2021-05-17,2021,5,161000
42585,Res O/S A & 1/2,3,2,924,2021-09-08,2021,9,85000
42586,Cottage,2,1,1218,2021-05-14,2021,5,100000
42587,Duplex O/S,5,2,1754,2021-06-30,2021,6,90000
42588,Duplex O/S,5,2,1754,2021-11-24,2021,11,165000
42589,Duplex O/S,4,2,2310,2021-02-25,2021,2,170000
42590,Cottage,3,1,884,2021-09-21,2021,9,112000
42593,Res O/S A & 1/2,3,1,1140,2021-06-18,2021,6,197000
42594,Res O/S A & 1/2,5,2,1654,2021-07-08,2021,7,410000
42595,Duplex O/S,5,2,2330,2021-09-10,2021,9,235000
42597,Dplx Bungalow,4,2,1735,2021-06-28,2021,6,296000
42598,Milwaukee Bungalow,2,1,980,2021-01-04,2021,1,205500
42599,Res O/S A & 1/2,4,2,1943,2021-08-03,2021,8,400000
42600,Res O/S A & 1/2,4,2,1368,2021-03-15,2021,3,215000
42601,Milwaukee Bungalow,3,1,1160,2021-11-29,2021,11,260000
42602,Dplx Bungalow,4,2,1608,2021-06-15,2021,6,280000
42603,Cape Cod,2,1,1003,2021-08-09,2021,8,225000
42604,Res O/S A & 1/2,3,1,1125,2021-10-13,2021,10,180000
42605,Milwaukee Bungalow,3,2,1488,2021-10-21,2021,10,326000
42606,Res O/S A & 1/2,4,2,1150,2021-06-15,2021,6,260000
42607,Milwaukee Bungalow,2,2,1272,2021-08-31,2021,8,185000
42608,Res O/S A & 1/2,4,1,1386,2021-01-14,2021,1,127500
42609,Ranch,3,1,989,2021-05-27,2021,5,170000
42610,Cottage,3,1,1225,2021-08-02,2021,8,130000
42611,Res O/S A & 1/2,3,2,1452,2021-09-30,2021,9,165000
42612,Cottage,4,2,1122,2021-11-22,2021,11,200000
42613,Res O/S A & 1/2,3,2,872,2021-01-15,2021,1,113700
42614,Milwaukee Bungalow,3,2,1473,2021-07-26,2021,7,220000
42615,Cape Cod,4,1,1045,2021-05-24,2021,5,180000
42616,Ranch,2,1,825,2021-04-06,2021,4,154900
42617,Res O/S A & 1/2,2,2,975,2021-06-30,2021,6,138000
42618,Res O/S A & 1/2,3,4,1082,2021-07-06,2021,7,165000
42619,Dplx Bungalow,4,3,1950,2021-12-15,2021,12,235000
42620,Duplex O/S,5,2,1628,2021-07-20,2021,7,174900
42621,Res O/S A & 1/2,3,2,984,2021-10-19,2021,10,246000
42622,Milwaukee Bungalow,3,2,1830,2021-03-12,2021,3,361000
42623,Res O/S A & 1/2,4,2,1629,2021-06-24,2021,6,376000
42624,Res O/S A & 1/2,3,2,1063,2021-01-25,2021,1,189000
42625,Duplex O/S,4,2,1555,2021-05-26,2021,5,285000
42626,Ranch,2,2,741,2021-10-07,2021,10,195000
42628,Colonial,3,1,1173,2021-04-23,2021,4,188000
42629,Res O/S A & 1/2,3,1,1401,2021-01-20,2021,1,310000
42630,Milwaukee Bungalow,3,2,1532,2021-03-22,2021,3,400000
42631,Milwaukee Bungalow,3,2,1179,2021-05-27,2021,5,309900
42632,Duplex O/S,3,2,1852,2021-07-06,2021,7,345000
42633,Duplex O/S,4,2,1396,2021-07-22,2021,7,295000
42634,Duplex O/S,3,2,1582,2021-06-18,2021,6,325000
42635,Res O/S A & 1/2,3,2,1344,2021-05-25,2021,5,325000
42636,Duplex O/S,4,2,2276,2021-04-15,2021,4,325000
42637,Duplex O/S,5,2,2202,2021-12-07,2021,12,360000
42638,Res O/S A & 1/2,4,2,1452,2021-06-02,2021,6,425000
42639,Milwaukee Bungalow,4,1,1584,2021-09-21,2021,9,372000
42640,Milwaukee Bungalow,4,1,1584,2021-07-19,2021,7,372000
42642,Milwaukee Bungalow,3,2,1345,2021-09-14,2021,9,305000
42643,Duplex O/S,4,2,1706,2021-06-01,2021,6,270000
42644,Cape Cod,4,1,1116,2021-05-10,2021,5,213000
42645,Res O/S A & 1/2,3,1,1054,2021-11-15,2021,11,184000
42646,Ranch,2,1,782,2021-08-03,2021,8,140000
42652,Res O/S A & 1/2,4,2,1723,2020-11-09,2020,11,90000
42655,Milwaukee Bungalow,3,1,1116,2020-04-17,2020,4,99900
42665,Dplx Bungalow,4,2,1860,2020-05-27,2020,5,87700
42666,Milwaukee Bungalow,4,2,1231,2020-10-08,2020,10,145000
42667,Res O/S A & 1/2,4,2,1351,2020-02-21,2020,2,97000
42673,Dplx Bungalow,3,2,1702,2020-05-27,2020,5,235000
42674,Res O/S 1 Story,2,1,792,2020-03-05,2020,3,105000
42679,Duplex O/S,2,2,1501,2020-11-12,2020,11,230000
42680,Res O/S A & 1/2,4,2,1286,2020-08-27,2020,8,208502
42682,Res O/S A & 1/2,3,2,1622,2020-08-10,2020,8,227000
42683,Duplex O/S,5,3,1841,2020-06-18,2020,6,230000
42684,Res O/S A & 1/2,2,2,1245,2020-03-31,2020,3,245000
42686,Res O/S A & 1/2,3,1,1501,2020-04-06,2020,4,226500
