Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year_Built,Sale_Year,Sale_price
3,2,1936,22148,2017-08-01,1971.0,2017,228000
3,1,989,22360,2022-09-15,1941.0,2022,190000
3,1,1397,22365,2021-01-29,1936.0,2021,114000
4,2,1679,23016,2020-05-29,1937.0,2020,216000
4,2,1668,24628,2016-04-01,1935.0,2016,146000
4,2,2033,24792,2021-09-16,1976.0,2021,321000
4,3,1931,26700,2016-06-01,1952.0,2016,232500
3,2,1983,27443,2021-02-12,1979.0,2021,278000
3,2,1983,27443,2023-05-12,1979.0,2023,310000
2,1,929,30056,2021-06-28,1926.0,2021,135000
6,2,1634,30928,2022-05-13,1975.0,2022,246000
4,1,1429,31388,2018-01-01,1912.0,2018,134000
4,2,1182,33541,2023-12-15,1942.0,2023,160000
3,1,1347,36590,2021-01-13,1922.0,2021,163000
4,2,2108,36590,2020-07-17,1976.0,2020,245000
4,1,1296,37026,2021-04-13,1924.0,2021,220000
3,3,2541,38333,2018-06-01,1938.0,2018,215000
3,3,2541,38333,2020-10-23,1938.0,2020,268000
4,2,1826,39204,2021-06-18,1958.0,2021,298500
3,2,1872,41382,2023-08-23,1956.0,2023,315000
4,1,1068,42689,2022-05-13,1941.0,2022,175000
4,3,2070,51666,2019-10-24,1957.0,2019,233000
3,2,1068,57762,2021-07-02,1900.0,2021,185000
2,1,1049,58674,2022-06-09,1939.0,2022,207000
3,1,1188,71438,2018-03-01,1953.0,2018,143500
3,1,1103,71438,2020-10-28,1950.0,2020,184000
3,1,1328,75794,2023-10-03,1924.0,2023,209900
4,2,1247,81893,2023-06-01,1947.0,2023,150000
4,1,1471,95832,2022-08-12,1951.0,2022,274900
2,2,1125,101059,2021-10-08,1929.0,2021,250000
3,3,1654,1260,2023-06-08,1900.0,2023,433000
4,2,1352,1290,2016-02-01,1900.0,2016,89000
5,2,2088,1419,2023-03-22,1911.0,2023,180000
5,2,2119,1600,2023-09-11,1888.0,2023,90000
3,2,1900,1668,2021-09-17,1878.0,2021,229000
6,2,2538,1713,2022-05-13,1898.0,2022,135000
6,2,2538,1713,2023-06-15,1898.0,2023,219500
2,2,1426,1730,2017-03-01,1901.0,2017,178000
4,2,1916,1740,2022-07-29,1903.0,2022,118000
3,2,1664,1740,2017-11-01,1892.0,2017,150000
3,2,1664,1740,2021-06-10,1892.0,2021,233800
4,2,1386,1740,2020-12-30,1914.0,2020,280000
4,2,1256,1750,2023-11-01,1889.0,2023,95000
3,2,1745,1750,2022-08-23,1890.0,2022,290000
4,2,1889,1756,2021-04-16,1878.0,2021,185000
8,2,2036,1800,2022-01-28,1915.0,2022,95000
6,2,2184,1800,2021-09-01,1901.0,2021,130000
3,2,1356,1800,2022-02-11,1919.0,2022,162500
4,2,1682,1800,2023-07-27,1909.0,2023,190000
4,2,1706,1812,2021-04-22,1900.0,2021,337000
4,3,1456,1825,2020-12-04,1914.0,2020,120000
6,2,2516,1849,2021-10-20,1915.0,2021,124900
7,2,1789,1875,2018-09-01,1895.0,2018,86500
2,2,840,1875,2021-11-22,1910.0,2021,230000
5,2,2200,1875,2021-06-21,1909.0,2021,300000
4,2,2141,1880,2021-04-16,1920.0,2021,155000
4,2,2112,1890,2022-09-23,1929.0,2022,245000
4,2,2112,1890,2023-03-16,1929.0,2023,280000
3,2,1405,1900,2022-08-18,1897.0,2022,94000
2,2,1132,1920,2021-08-31,1924.0,2021,115000
4,2,2022,1952,2022-11-18,1883.0,2022,105000
3,2,1542,1971,2016-06-01,1914.0,2016,123000
4,2,2156,1973,2016-08-01,1910.0,2016,185000
4,2,2156,1973,2021-07-15,1910.0,2021,297000
4,2,1306,2000,2021-07-16,1919.0,2021,117000
4,2,1884,2000,2017-03-01,1893.0,2017,135000
2,2,1784,2000,2015-05-01,1900.0,2015,140000
4,2,2064,2000,2020-07-23,1911.0,2020,158300
5,2,2295,2000,2022-06-16,1905.0,2022,325000
4,2,2532,2025,2023-12-13,1915.0,2023,300000
6,2,2590,2040,2018-02-01,1890.0,2018,190000
4,2,1780,2050,2016-07-01,1880.0,2016,87500
4,2,2038,2077,2021-06-03,1901.0,2021,140000
2,2,2284,2100,2017-09-01,1895.0,2017,101000
6,2,2450,2100,2021-03-15,1896.0,2021,131000
4,2,2232,2100,2023-06-02,1893.0,2023,155000
4,2,1827,2100,2020-03-19,1891.0,2020,162000
4,2,2326,2106,2020-05-14,1910.0,2020,85000
5,2,1988,2125,2018-12-01,1865.0,2018,110000
5,2,1988,2125,2020-09-24,1865.0,2020,167000
4,2,1398,2145,2017-12-01,1890.0,2017,199900
4,2,1398,2145,2023-12-01,1890.0,2023,320000
5,2,2208,2160,2015-04-01,1900.0,2015,85000
5,2,2208,2160,2020-07-10,1900.0,2020,178000
6,2,2848,2171,2023-02-18,1908.0,2023,130000
6,2,2724,2200,2023-06-27,1890.0,2023,145000
4,2,1704,2250,2020-10-16,1896.0,2020,145000
4,2,1680,2250,2013-08-01,1908.0,2013,178990
3,2,1074,2250,2020-10-26,1925.0,2020,310000
4,2,2310,2251,2023-08-21,1911.0,2023,160000
5,2,1561,2262,2020-11-08,1892.0,2020,210000
4,2,1104,2280,2023-04-27,1922.0,2023,199900
4,2,2384,2280,2023-07-17,1912.0,2023,235000
5,3,2370,2282,2023-04-10,1912.0,2023,240000
4,2,1718,2310,2020-07-24,1920.0,2020,128500
2,2,1588,2320,2022-09-07,1912.0,2022,254000
5,2,1468,2340,2018-03-01,1910.0,2018,101500
6,3,2416,2340,2022-07-21,1908.0,2022,118500
5,2,2332,2370,2017-01-01,1889.0,2017,183000
4,2,2106,2370,2015-09-01,1892.0,2015,185000
5,2,2332,2370,2021-02-09,1889.0,2021,215000
5,2,2080,2370,2022-07-28,1891.0,2022,225000
4,2,2106,2370,2022-02-28,1892.0,2022,258000
5,2,2080,2370,2023-08-16,1891.0,2023,300000
6,2,3016,2380,2023-06-20,1912.0,2023,126900
4,2,1504,2400,2020-06-12,1921.0,2020,84900
3,2,1792,2400,2020-07-01,1889.0,2020,85000
6,2,2480,2400,2017-04-01,1903.0,2017,95000
6,2,960,2400,2022-03-03,1880.0,2022,118500
5,2,1908,2400,2014-11-01,1927.0,2014,135000
4,2,1618,2400,2023-02-15,1918.0,2023,140000
2,2,2144,2400,2016-06-01,1910.0,2016,166000
6,2,3183,2400,2013-07-01,1906.0,2013,171000
5,2,2062,2400,2015-07-01,1900.0,2015,175000
4,2,1890,2400,2016-04-01,1905.0,2016,175500
4,2,1659,2400,2022-01-28,1901.0,2022,233000
3,2,1469,2400,2020-07-27,1896.0,2020,239900
4,2,1890,2400,2022-01-12,1905.0,2022,242000
4,2,1936,2400,2021-09-24,1920.0,2021,265000
4,2,1960,2400,2023-01-18,1914.0,2023,285000
6,2,3080,2400,2023-06-30,1895.0,2023,481501
3,2,1731,2415,2015-12-01,1942.0,2015,92000
4,2,2566,2418,2022-11-04,1908.0,2022,260000
6,2,2564,2425,2017-09-01,1910.0,2017,172000
3,2,1647,2437,2018-09-01,1905.0,2018,128000
10,4,2616,2440,2022-10-05,1896.0,2022,380000
4,2,2708,2442,2021-01-05,1898.0,2021,190000
4,2,2708,2442,2021-09-07,1898.0,2021,310000
3,2,1384,2450,2020-06-30,1893.0,2020,205000
4,2,2718,2455,2017-08-01,1900.0,2017,295000
6,2,1426,2460,2022-01-11,1890.0,2022,99900
4,2,2160,2460,2022-06-15,1875.0,2022,108000
4,2,2677,2479,2023-05-27,1911.0,2023,150000
4,2,2024,2480,2020-09-03,1895.0,2020,177000
6,2,2192,2480,2022-10-31,1914.0,2022,400000
4,2,1482,2490,2021-01-22,1875.0,2021,200000
4,2,2058,2490,2021-01-22,1875.0,2021,200000
4,2,2028,2499,2021-06-04,1926.0,2021,147000
4,2,2083,2500,2014-11-01,1900.0,2014,130000
5,2,2232,2500,2023-05-22,1900.0,2023,165000
5,2,1620,2500,2021-01-26,1889.0,2021,190000
2,2,1409,2500,2020-09-17,1890.0,2020,192000
3,2,1916,2500,2022-08-24,1903.0,2022,218000
5,3,2222,2500,2017-07-01,1900.0,2017,235000
6,2,2125,2500,2020-07-08,1905.0,2020,237500
5,3,1900,2500,2022-06-24,1904.0,2022,265000
5,3,2222,2500,2020-04-13,1900.0,2020,267000
3,2,1388,2500,2021-05-03,1890.0,2021,278000
6,2,2220,2500,2023-01-06,1883.0,2023,290000
2,2,1877,2500,2017-04-01,2016.0,2017,340250
2,2,1877,2500,2022-08-22,2016.0,2022,483000
3,3,1659,2503,2022-03-23,1922.0,2022,231000
2,2,1279,2520,2021-10-25,1898.0,2021,112000
3,2,1222,2520,2023-06-29,1926.0,2023,155000
4,2,1349,2520,2020-02-12,1925.0,2020,185000
5,2,2098,2520,2021-08-20,1894.0,2021,225001
7,3,3927,2520,2015-06-01,1892.0,2015,344900
6,2,2746,2521,2015-10-01,1909.0,2015,130000
6,2,3080,2548,2022-08-18,1913.0,2022,175000
4,2,1626,2550,2014-07-01,1900.0,2014,124900
4,2,2045,2550,2022-11-30,1906.0,2022,130000
4,2,1626,2550,2022-07-22,1900.0,2022,250000
6,2,2722,2550,2022-07-19,1892.0,2022,305000
3,2,2139,2555,2021-11-29,1895.0,2021,162000
3,2,2139,2555,2023-05-12,1895.0,2023,330000
4,2,2392,2560,2023-11-17,1906.0,2023,111000
4,2,1928,2573,2017-09-01,1911.0,2017,185000
4,2,2016,2580,2014-09-01,1925.0,2014,197500
3,2,1728,2580,2022-02-01,1924.0,2022,295000
4,2,2016,2580,2021-05-07,1925.0,2021,305000
6,2,2620,2584,2022-10-18,1906.0,2022,210000
5,2,2064,2606,2021-08-25,1906.0,2021,92000
3,2,1318,2620,2021-01-08,1908.0,2021,187000
8,2,2845,2624,2016-08-01,1909.0,2016,80000
8,2,2845,2624,2022-09-01,1909.0,2022,155000
3,2,1320,2625,2018-06-01,2010.0,2018,273000
4,2,1968,2640,2021-08-31,1894.0,2021,88400
4,2,1585,2640,2021-04-16,1893.0,2021,220000
4,2,1337,2650,2020-08-06,1920.0,2020,225000
7,2,1459,2650,2023-10-04,1904.0,2023,322500
6,2,2430,2670,2023-09-29,1908.0,2023,118000
2,2,1684,2670,2020-12-22,1890.0,2020,240500
3,2,1443,2670,2022-07-07,1890.0,2022,292500
12,3,2671,2680,2022-01-20,1898.0,2022,171000
4,2,1964,2680,2021-05-28,1891.0,2021,280000
4,2,2440,2690,2015-02-01,1890.0,2015,149000
5,2,1802,2700,2023-04-17,1900.0,2023,80000
10,2,2203,2700,2022-03-04,1900.0,2022,92100
5,2,1531,2700,2021-05-24,1906.0,2021,92500
4,2,2092,2700,2023-01-31,1892.0,2023,117000
5,2,1727,2700,2022-03-12,1888.0,2022,132500
4,2,1449,2700,2021-09-14,1914.0,2021,139800
6,2,1418,2700,2022-05-08,1926.0,2022,140000
4,2,1496,2700,2017-04-01,1904.0,2017,153000
5,2,2268,2700,2020-11-18,1913.0,2020,159900
3,2,854,2700,2022-12-01,1904.0,2022,177400
6,2,1449,2700,2021-03-05,1889.0,2021,205000
2,2,1260,2700,2020-05-19,1900.0,2020,214900
7,2,1622,2700,2022-06-10,1913.0,2022,223000
3,2,2170,2700,2021-03-18,1883.0,2021,258000
4,2,1309,2700,2023-12-13,1925.0,2023,295000
3,2,1375,2700,2020-01-08,1900.0,2020,302000
6,2,3420,2700,2023-05-19,1904.0,2023,355000
7,2,1622,2700,2023-01-27,1913.0,2023,410000
3,2,1375,2700,2023-03-28,1900.0,2023,410000
4,2,2247,2720,2017-08-01,1900.0,2017,175000
4,2,2247,2720,2018-01-01,1900.0,2018,281500
3,2,2122,2720,2020-04-20,1900.0,2020,307500
3,2,1426,2728,2013-09-01,1921.0,2013,154000
3,2,1426,2728,2017-01-01,1921.0,2017,164500
4,2,1753,2730,2023-11-24,1905.0,2023,90000
2,2,1728,2730,2023-08-08,1895.0,2023,110000
4,3,1796,2730,2016-02-01,1890.0,2016,175000
8,2,2165,2730,2022-04-21,1912.0,2022,184900
4,2,1436,2730,2023-06-14,1906.0,2023,215000
4,2,1732,2730,2022-06-22,1912.0,2022,235000
4,2,1668,2736,2021-09-10,1915.0,2021,145000
8,2,1668,2736,2023-07-10,1915.0,2023,180000
3,3,1716,2745,2019-03-28,2018.0,2019,394900
3,3,1716,2746,2018-11-01,2017.0,2018,379900
4,2,1819,2752,2015-05-01,1910.0,2015,105000
4,2,1748,2760,2023-02-15,1913.0,2023,223000
4,2,2678,2760,2016-09-01,1888.0,2016,265000
2,2,1634,2760,2022-10-24,1894.0,2022,276000
4,2,1614,2763,2022-06-24,1913.0,2022,136200
4,2,1610,2775,2015-05-01,1892.0,2015,130000
5,3,2176,2775,2015-10-01,1891.0,2015,144200
2,2,2074,2775,2020-10-28,1895.0,2020,161000
6,2,2636,2783,2021-08-13,1911.0,2021,350000
4,2,1584,2784,2023-03-03,1913.0,2023,120000
6,2,2779,2786,2021-03-02,1880.0,2021,140000
3,2,1722,2788,2017-12-01,1918.0,2017,168000
3,2,1063,2790,2017-09-01,1922.0,2017,139000
4,2,2200,2790,2020-12-28,1906.0,2020,210000
3,2,1821,2800,2022-04-05,1892.0,2022,84000
5,2,2080,2800,2021-08-04,1904.0,2021,110000
4,2,2078,2800,2020-12-30,1915.0,2020,130000
3,2,1821,2800,2023-05-10,1892.0,2023,138900
2,2,1648,2800,2020-07-23,1903.0,2020,168600
4,2,2102,2800,2022-07-14,1915.0,2022,200000
6,2,1740,2800,2022-03-04,1900.0,2022,250000
6,2,1250,2800,2022-04-21,1890.0,2022,300000
4,2,1916,2816,2022-10-21,1895.0,2022,142900
4,2,2064,2820,2022-05-27,1910.0,2022,80000
4,2,1624,2820,2014-07-01,1917.0,2014,80000
4,2,1768,2820,2022-10-27,1908.0,2022,110100
4,2,1260,2820,2017-06-01,1950.0,2017,120000
3,2,1260,2820,2021-04-12,1950.0,2021,158000
6,2,2161,2850,2015-04-01,1916.0,2015,80000
4,2,1826,2850,2021-01-14,1885.0,2021,105000
4,2,1668,2850,2020-04-17,1895.0,2020,105000
6,2,2544,2875,2022-06-30,1895.0,2022,115000
6,2,2502,2880,2023-04-17,1900.0,2023,80000
5,2,1604,2880,2021-07-22,1906.0,2021,90000
6,3,2608,2880,2020-03-18,1903.0,2020,105000
5,2,1655,2880,2022-06-02,1900.0,2022,105000
4,2,2032,2880,2023-09-21,1900.0,2023,111000
4,2,1624,2880,2021-02-04,1916.0,2021,115000
4,2,1722,2880,2021-04-02,1892.0,2021,149900
12,3,2608,2880,2023-04-17,1903.0,2023,180000
3,2,1677,2880,2023-12-08,1922.0,2023,180000
4,2,2040,2880,2022-05-19,1909.0,2022,271000
4,2,1976,2884,2013-06-01,1907.0,2013,99900
4,2,1796,2884,2021-09-13,1916.0,2021,148000
3,2,1585,2884,2021-09-20,1892.0,2021,247300
4,2,1980,2884,2020-02-27,1906.0,2020,266000
6,2,2598,2900,2021-12-30,1912.0,2021,265000
5,2,1890,2905,2013-07-01,1924.0,2013,207000
5,2,1890,2905,2023-03-23,1924.0,2023,362000
5,2,2367,2912,2022-08-25,1900.0,2022,143000
4,2,1241,2920,2020-08-27,1924.0,2020,189900
3,2,1139,2920,2021-09-15,1921.0,2021,219900
4,3,1966,2920,2022-05-05,1905.0,2022,385000
3,2,1755,2924,2021-06-24,1910.0,2021,249000
5,2,2403,2925,2022-04-20,1903.0,2022,280000
3,2,1627,2937,2021-02-11,1900.0,2021,289000
5,2,1819,2940,2021-07-12,1926.0,2021,94995
4,2,1971,2952,2018-04-01,1920.0,2018,180000
4,2,2268,2952,2021-04-08,1890.0,2021,220000
5,2,2150,2964,2022-06-03,1901.0,2022,100000
4,2,1789,2968,2022-10-20,1920.0,2022,210000
4,2,1680,2970,2023-05-03,1910.0,2023,105000
4,2,1610,2989,2023-09-29,1953.0,2023,195000
5,2,1804,3000,2022-09-23,1915.0,2022,87000
6,3,3006,3000,2018-07-01,1907.0,2018,90000
2,2,2204,3000,2020-06-29,1895.0,2020,95000
4,2,1870,3000,2014-06-01,2013.0,2014,100000
6,3,3006,3000,2020-12-04,1907.0,2020,115000
4,2,1452,3000,2021-07-28,1909.0,2021,120000
3,2,1685,3000,2021-04-01,1900.0,2021,120000
6,2,2262,3000,2022-11-10,1899.0,2022,134900
4,2,2536,3000,2022-09-30,1890.0,2022,136900
6,3,2016,3000,2015-05-01,1952.0,2015,140000
4,2,1840,3000,2018-08-01,1900.0,2018,154900
7,2,1494,3000,2023-02-02,1892.0,2023,165000
4,2,1520,3000,2021-07-22,1912.0,2021,165000
3,3,1016,3000,2020-07-29,1901.0,2020,168000
4,2,1842,3000,2018-05-01,1894.0,2018,174000
4,2,1822,3000,2018-06-01,1900.0,2018,174500
4,2,1754,3000,2022-04-30,1892.0,2022,190000
4,2,1627,3000,2022-04-22,1900.0,2022,225000
3,2,1646,3000,2021-07-01,1895.0,2021,230000
6,2,2095,3000,2015-10-01,1886.0,2015,248000
4,2,1842,3000,2023-12-15,1894.0,2023,257399
3,2,2257,3000,2021-07-23,1915.0,2021,271000
4,2,1431,3000,2021-08-19,1900.0,2021,275000
3,2,1392,3000,2021-01-29,1890.0,2021,287000
3,2,1140,3000,2021-12-03,1908.0,2021,292000
4,2,1918,3000,2022-02-23,1921.0,2022,299900
3,2,1199,3000,2021-10-29,1920.0,2021,312000
3,2,1665,3000,2022-08-24,1917.0,2022,323000
3,3,1736,3000,2022-03-04,1890.0,2022,340000
6,2,1122,3000,2022-05-25,1924.0,2022,350000
7,2,1494,3000,2023-12-01,1892.0,2023,378000
3,2,1748,3000,2023-07-24,1901.0,2023,393000
3,2,2792,3000,2022-01-10,1890.0,2022,422000
4,2,2216,3010,2022-06-28,1918.0,2022,275000
6,2,1939,3020,2022-12-06,1897.0,2022,93000
4,2,2026,3025,2021-07-23,1900.0,2021,129500
3,2,1495,3025,2020-06-30,1882.0,2020,219900
4,2,1784,3030,2020-12-09,1916.0,2020,107000
5,2,1800,3030,2022-03-04,1899.0,2022,125500
4,2,1466,3030,2021-04-02,1905.0,2021,207500
5,2,1879,3040,2023-08-25,1925.0,2023,94000
4,2,2372,3040,2016-10-01,1912.0,2016,205000
3,3,1523,3045,2016-04-01,1928.0,2016,289000
8,2,2466,3060,2022-05-27,1893.0,2022,85000
6,3,2530,3060,2021-01-11,1891.0,2021,120000
3,2,1105,3060,2020-07-17,1924.0,2020,140500
3,3,1584,3060,2021-09-17,1913.0,2021,170000
6,2,1464,3060,2022-12-05,1924.0,2022,179000
4,2,1932,3078,2016-09-01,1914.0,2016,105000
4,2,1932,3078,2021-05-28,1914.0,2021,207155
4,3,1334,3078,2021-11-17,1922.0,2021,275000
5,2,1964,3090,2021-06-04,1908.0,2021,85000
6,2,2112,3090,2020-12-16,1901.0,2020,125000
4,2,1862,3090,2021-05-25,1916.0,2021,148000
4,2,1594,3094,2022-01-19,1900.0,2022,85000
6,2,2024,3100,2023-09-22,1900.0,2023,370000
6,2,2052,3108,2023-04-19,1906.0,2023,80000
4,2,1967,3111,2020-05-29,1926.0,2020,135000
4,2,1967,3111,2021-02-12,1926.0,2021,150000
8,2,2082,3115,2023-05-03,1892.0,2023,273000
6,2,2752,3116,2021-04-08,1890.0,2021,167900
4,2,1620,3120,2020-11-12,1915.0,2020,108000
4,2,1768,3120,2023-07-10,1897.0,2023,145000
4,2,1636,3120,2017-08-01,1892.0,2017,155000
3,2,1272,3120,2016-04-01,1895.0,2016,168000
4,2,1907,3120,2016-02-01,1926.0,2016,172000
4,2,1712,3120,2016-04-01,1898.0,2016,186000
3,2,1603,3120,2021-06-29,1900.0,2021,194000
4,2,1829,3120,2020-08-25,1880.0,2020,195850
4,2,2062,3120,2021-06-23,1892.0,2021,200000
2,2,1068,3120,2023-11-13,1876.0,2023,217000
8,2,1321,3120,2022-03-14,1910.0,2022,225000
4,2,1406,3120,2022-08-23,1927.0,2022,225000
3,2,1492,3120,2022-06-08,1905.0,2022,225000
6,2,2112,3120,2018-08-01,1891.0,2018,229900
3,2,1596,3120,2022-09-30,1889.0,2022,255000
4,2,2001,3120,2023-07-27,1890.0,2023,266000
10,2,2136,3120,2022-01-10,1861.0,2022,300000
4,2,1692,3120,2021-07-16,1889.0,2021,300001
3,2,1495,3120,2021-06-07,1890.0,2021,320000
3,3,1461,3120,2020-11-19,2020.0,2020,364900
3,3,1461,3120,2020-09-11,2020.0,2020,374900
3,3,1461,3120,2021-04-21,2020.0,2021,415000
3,2,1329,3124,2020-04-23,1921.0,2020,212400
3,2,1320,3124,2022-09-06,1921.0,2022,250000
4,2,2288,3125,2020-02-21,1900.0,2020,118000
4,2,1393,3125,2021-06-08,1895.0,2021,150000
4,2,1718,3135,2023-05-04,1915.0,2023,400000
6,2,2720,3136,2021-10-06,1900.0,2021,295000
3,3,1824,3145,2013-11-01,2004.0,2013,264900
3,3,1824,3145,2017-03-01,2004.0,2017,299000
3,3,1824,3145,2020-11-30,2004.0,2020,332000
3,3,1824,3145,2022-07-25,2004.0,2022,445000
3,3,1824,3146,2014-11-01,2003.0,2014,255000
3,3,1824,3146,2020-05-15,2003.0,2020,380000
4,2,1548,3150,2022-03-11,1913.0,2022,80000
3,2,1673,3150,2023-06-28,1923.0,2023,82500
2,2,1128,3150,2022-03-31,1926.0,2022,90000
6,3,2598,3150,2020-08-28,1908.0,2020,99000
8,2,1819,3150,2022-04-01,1915.0,2022,112000
8,2,2490,3150,2022-01-26,1910.0,2022,115000
6,2,2026,3150,2021-10-14,1911.0,2021,115000
4,2,2138,3150,2023-03-02,1908.0,2023,118000
4,2,1870,3150,2023-07-28,1905.0,2023,125000
6,2,3154,3150,2023-10-06,1914.0,2023,130000
4,2,2012,3150,2022-09-20,1902.0,2022,130000
3,2,1219,3150,2021-03-29,1955.0,2021,141800
9,2,2181,3150,2022-06-17,1897.0,2022,147000
6,2,2103,3150,2023-08-04,1908.0,2023,152500
4,2,2352,3150,2017-01-01,1904.0,2017,180000
4,2,2210,3150,2018-01-01,1926.0,2018,186000
5,2,2250,3150,2015-08-01,1926.0,2015,199500
6,3,2079,3150,2021-07-27,1952.0,2021,240000
6,2,2090,3150,2023-11-29,1918.0,2023,280000
6,2,2703,3150,2022-12-22,1895.0,2022,280000
3,2,1219,3150,2021-09-02,1955.0,2021,309000
3,2,1320,3150,2023-09-20,1896.0,2023,330000
3,3,2141,3150,2022-09-09,1905.0,2022,365000
3,3,2036,3152,2016-11-01,2006.0,2016,145000
3,3,1848,3158,2016-07-01,2004.0,2016,292000
8,2,3328,3162,2018-07-01,1896.0,2018,252000
4,2,1968,3172,2014-12-01,1895.0,2014,110000
2,2,1335,3175,2022-11-10,1911.0,2022,90000
6,2,2379,3180,2013-10-01,1899.0,2013,136000
12,2,2379,3180,2022-01-14,1899.0,2022,233000
4,2,1299,3180,2022-04-25,1898.0,2022,254000
2,2,1600,3192,2022-05-18,1880.0,2022,81000
6,2,2910,3196,2016-03-01,1913.0,2016,117000
2,2,960,3196,2022-11-09,1919.0,2022,152000
4,2,2188,3200,2013-07-01,1898.0,2013,180000
4,2,1636,3200,2021-06-30,1890.0,2021,225000
12,2,1360,3200,2023-09-08,1890.0,2023,248800
3,2,1290,3200,2020-09-29,1892.0,2020,249900
3,2,1274,3200,2021-06-22,1890.0,2021,295000
3,2,2037,3200,2020-10-21,1920.0,2020,360000
5,3,2304,3200,2022-12-27,1909.0,2022,369900
3,2,1609,3200,2022-05-06,1900.0,2022,375000
6,2,2452,3210,2022-03-04,1900.0,2022,130000
3,2,1128,3210,2023-11-28,1924.0,2023,300000
5,2,2647,3220,2021-01-04,1903.0,2021,190000
3,2,1753,3220,2020-11-19,1925.0,2020,210000
4,2,2172,3220,2018-09-01,1903.0,2018,299900
4,2,1215,3223,2021-01-29,1893.0,2021,85000
4,2,1215,3223,2023-01-20,1893.0,2023,210000
4,2,1627,3240,2018-11-01,1926.0,2018,82000
5,2,2252,3240,2021-08-31,1905.0,2021,85000
5,3,2032,3240,2014-05-01,1913.0,2014,91900
5,2,2252,3240,2022-09-23,1905.0,2022,130000
4,2,1627,3240,2022-05-16,1926.0,2022,178000
4,2,2190,3240,2022-10-18,1904.0,2022,220000
4,3,1825,3240,2023-11-07,1929.0,2023,250000
4,2,1416,3240,2023-10-26,1920.0,2023,476000
3,2,1426,3254,2020-03-13,1912.0,2020,137500
4,2,1670,3276,2015-09-01,1921.0,2015,88000
4,2,1730,3280,2021-09-03,1913.0,2021,169000
6,2,3075,3295,2022-06-01,1922.0,2022,331000
4,2,1404,3296,2020-09-10,1906.0,2020,254900
4,2,1404,3296,2023-03-07,1906.0,2023,315000
6,2,2892,3300,2015-06-01,1907.0,2015,80000
6,2,2328,3300,2020-12-17,1906.0,2020,81500
4,2,1721,3300,2020-10-30,1915.0,2020,99900
3,2,1234,3300,2014-08-01,1918.0,2014,105000
3,2,1401,3300,2022-06-02,1924.0,2022,107500
4,2,2030,3300,2021-08-02,1901.0,2021,111000
4,2,1915,3300,2021-06-08,1893.0,2021,130000
4,2,2326,3300,2014-05-01,1907.0,2014,130000
4,2,1888,3300,2021-10-19,1907.0,2021,131000
3,2,1213,3300,2021-06-16,1904.0,2021,140000
5,2,2024,3300,2023-06-21,1910.0,2023,147000
4,2,1447,3300,2022-01-27,1895.0,2022,161500
3,2,1305,3300,2022-01-19,1927.0,2022,167000
4,2,1487,3300,2020-03-16,1928.0,2020,173500
3,2,1547,3300,2018-07-01,1927.0,2018,184500
5,2,2217,3300,2021-06-28,1894.0,2021,198500
3,2,1235,3300,2022-03-09,1910.0,2022,199900
5,2,2306,3300,2023-10-15,1911.0,2023,203000
10,2,2073,3300,2022-02-25,1967.0,2022,234000
2,3,1234,3300,2022-08-29,1918.0,2022,295000
3,2,1403,3304,2020-07-10,1925.0,2020,325000
5,2,2156,3306,2015-08-01,1916.0,2015,115000
4,2,1582,3306,2017-05-01,1893.0,2017,200000
4,2,1582,3306,2023-08-14,1893.0,2023,260000
4,2,2528,3313,2023-04-19,1913.0,2023,150000
4,2,2005,3313,2023-01-13,1907.0,2023,160000
4,3,1545,3318,2022-04-29,1892.0,2022,351000
3,2,951,3320,2023-07-19,1920.0,2023,190000
4,2,1680,3328,2020-12-03,1900.0,2020,157500
2,2,970,3329,2022-04-22,1914.0,2022,160000
4,2,1609,3330,2018-06-01,1891.0,2018,85000
5,2,1809,3330,2022-06-06,1873.0,2022,125000
3,2,1650,3330,2023-08-02,1908.0,2023,127000
4,2,2013,3330,2022-06-17,1890.0,2022,130000
4,2,1740,3330,2020-08-03,1888.0,2020,150000
4,2,1624,3330,2023-12-13,1913.0,2023,212500
6,2,2667,3330,2018-01-01,1909.0,2018,299000
3,2,1310,3330,2023-10-25,1913.0,2023,345000
4,2,1307,3335,2023-09-29,1905.0,2023,152000
4,2,2066,3360,2020-03-14,1908.0,2020,88000
6,2,2424,3360,2020-08-11,1906.0,2020,93500
4,3,1405,3360,2023-11-16,1890.0,2023,105000
4,2,2322,3360,2023-06-08,1895.0,2023,120000
4,2,1656,3360,2022-09-30,1913.0,2022,120000
4,3,2816,3360,2013-06-01,1926.0,2013,133000
4,2,1794,3360,2021-02-01,1920.0,2021,135000
3,2,1562,3360,2015-07-01,1926.0,2015,136000
3,2,1292,3360,2020-12-23,1893.0,2020,145000
3,2,1416,3360,2022-10-26,1924.0,2022,170000
3,2,1113,3360,2021-04-05,1925.0,2021,177700
5,2,1866,3360,2023-04-04,1895.0,2023,202500
5,3,2834,3360,2023-02-13,1901.0,2023,520000
8,2,1902,3380,2022-02-14,1914.0,2022,110000
4,2,1734,3390,2022-12-05,1910.0,2022,99000
3,2,1728,3390,2022-11-16,1880.0,2022,100000
4,2,1734,3390,2023-08-31,1910.0,2023,120000
3,2,1824,3390,2013-04-01,1900.0,2013,133500
