Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year_Built,Sale_Year,Sale_price
3,1,1363,5040,2022-07-29,1940.0,2022,245000
3,2,1126,5040,2021-06-11,1947.0,2021,260000
3,2,1338,5040,2021-07-29,1939.0,2021,262500
3,2,1842,5040,2021-01-18,1935.0,2021,275000
8,2,1177,5040,2023-01-27,1953.0,2023,282000
3,2,1368,5040,2021-07-14,1936.0,2021,287000
4,3,1453,5040,2022-12-22,1946.0,2022,295000
3,2,1533,5040,2022-07-29,1939.0,2022,295000
3,2,1622,5040,2022-06-21,1941.0,2022,300000
2,2,1327,5040,2022-07-22,1947.0,2022,306000
4,1,1340,5040,2020-06-23,1950.0,2020,308000
4,2,1504,5040,2022-08-12,1947.0,2022,315000
2,1,1105,5043,2013-12-01,1948.0,2013,107000
3,2,1497,5043,2015-11-01,1952.0,2015,119900
2,1,1419,5043,2023-12-29,1930.0,2023,122500
3,1,1129,5043,2015-06-01,1954.0,2015,139000
4,3,2384,5043,2014-06-01,1933.0,2014,217000
3,1,1129,5043,2023-07-07,1954.0,2023,269000
3,2,1197,5050,2015-09-01,1950.0,2015,115000
3,2,1844,5056,2015-04-01,1939.0,2015,210000
3,2,1844,5056,2019-06-10,1939.0,2019,240000
6,3,1233,5060,2022-04-25,1939.0,2022,80000
3,1,1156,5060,2016-10-01,1953.0,2016,93900
3,1,1011,5060,2014-12-01,1948.0,2014,95000
4,2,1181,5060,2015-04-01,1953.0,2015,105000
3,2,1008,5060,2014-05-01,1953.0,2014,105250
3,2,1239,5060,2014-07-01,1948.0,2014,110000
3,2,1233,5060,2023-09-07,1939.0,2023,111300
4,2,1189,5060,2016-04-01,1953.0,2016,115000
4,2,1232,5060,2015-12-01,1953.0,2015,125000
3,1,935,5060,2016-06-01,1953.0,2016,125000
2,1,738,5060,2017-09-01,1948.0,2017,128000
4,2,1181,5060,2017-03-01,1953.0,2017,135500
3,1,1125,5060,2017-03-01,1953.0,2017,136500
3,1,935,5060,2017-09-01,1953.0,2017,136500
3,1,1260,5060,2014-11-01,1953.0,2014,142000
3,1,1082,5060,2015-12-01,1948.0,2015,144900
3,1,1082,5060,2016-07-01,1948.0,2016,145000
3,2,1422,5060,2015-05-01,1953.0,2015,146000
3,1,1054,5060,2016-06-01,1948.0,2016,150000
4,1,1584,5060,2015-11-01,1953.0,2015,151000
3,1,1008,5060,2020-05-18,1943.0,2020,154000
4,2,1273,5060,2019-03-29,1948.0,2019,155000
3,2,1056,5060,2019-06-26,1953.0,2019,156000
3,1,1082,5060,2018-08-01,1948.0,2018,156950
6,3,1233,5060,2022-09-29,1939.0,2022,158800
3,1,1082,5060,2018-02-01,1948.0,2018,159000
3,2,963,5060,2022-11-13,1953.0,2022,160000
3,1,1089,5060,2017-03-01,1948.0,2017,167000
3,1,1012,5060,2021-01-25,1953.0,2021,168900
6,1,1167,5060,2022-02-18,1953.0,2022,171500
3,1,1055,5060,2021-01-25,1953.0,2021,174900
3,2,1422,5060,2019-07-22,1953.0,2019,185000
2,1,1107,5060,2022-04-08,1948.0,2022,198000
3,2,1422,5060,2023-10-03,1953.0,2023,200000
3,1,1068,5060,2023-10-10,1946.0,2023,200000
3,1,1082,5060,2021-03-17,1948.0,2021,200000
3,1,1037,5060,2020-10-30,1948.0,2020,200000
6,1,1012,5060,2022-11-17,1953.0,2022,202000
3,1,1082,5060,2020-03-23,1948.0,2020,205000
3,1,1054,5060,2020-12-30,1948.0,2020,211500
5,1,1107,5060,2022-08-15,1950.0,2022,231000
6,1,1055,5060,2023-08-01,1953.0,2023,240000
3,2,1677,5060,2020-10-27,1953.0,2020,245000
3,2,981,5060,2023-05-26,1953.0,2023,255000
3,1,1361,5060,2023-05-05,1948.0,2023,260000
4,2,1127,5065,2019-07-11,1950.0,2019,158000
2,1,1005,5073,2020-08-28,1944.0,2020,158000
3,1,914,5074,2016-08-01,1942.0,2016,85000
2,1,1196,5074,2022-06-15,1946.0,2022,110000
2,1,1186,5074,2023-09-28,1940.0,2023,135000
3,1,1118,5074,2017-05-01,1942.0,2017,137000
2,1,1186,5074,2023-06-09,1940.0,2023,139000
3,1,1065,5074,2017-10-01,1929.0,2017,147000
3,1,1056,5074,2017-03-01,1942.0,2017,148000
3,2,1148,5074,2013-07-01,1950.0,2013,150000
3,1,1065,5074,2020-12-21,1944.0,2020,152000
3,2,1148,5074,2015-10-01,1950.0,2015,159000
3,1,1035,5074,2020-11-17,1929.0,2020,180000
3,1,1065,5074,2021-11-19,1929.0,2021,185000
3,1,1673,5074,2023-04-17,1916.0,2023,301000
3,1,1455,5080,2018-07-01,1949.0,2018,83000
4,2,1412,5080,2019-09-23,1955.0,2019,90000
3,1,1027,5080,2018-06-01,1949.0,2018,96000
3,1,860,5080,2021-04-07,1926.0,2021,99000
3,1,1122,5080,2018-01-01,1954.0,2018,99900
4,1,1393,5080,2020-01-30,1925.0,2020,102000
3,1,1158,5080,2015-07-01,1953.0,2015,102000
3,2,1411,5080,2016-05-01,1947.0,2016,109900
3,1,1573,5080,2020-10-05,1927.0,2020,111000
3,1,1318,5080,2017-09-01,1956.0,2017,111000
3,1,965,5080,2021-06-25,1945.0,2021,114000
2,1,1032,5080,2014-05-01,1939.0,2014,116000
3,1,990,5080,2023-03-07,1944.0,2023,125000
3,1,1017,5080,2016-08-01,1952.0,2016,127000
3,1,1451,5080,2015-03-01,1950.0,2015,139900
3,2,1378,5080,2013-09-01,1951.0,2013,142000
3,1,1307,5080,2014-11-01,1932.0,2014,145000
3,2,1330,5080,2019-11-01,1940.0,2019,152000
4,1,1530,5080,2015-04-01,1936.0,2015,156950
2,2,1171,5080,2020-01-28,1940.0,2020,158000
3,2,1086,5080,2020-08-14,1924.0,2020,159000
3,2,1235,5080,2021-02-01,1924.0,2021,167500
3,1,1381,5080,2020-10-30,1952.0,2020,170100
3,1,1378,5080,2020-02-07,1940.0,2020,173000
3,2,1060,5080,2020-03-27,1950.0,2020,180000
3,2,1426,5080,2022-04-20,1937.0,2022,199000
3,2,1235,5080,2020-06-30,1939.0,2020,200000
2,1,979,5080,2022-06-06,1925.0,2022,200000
3,1,1392,5080,2021-07-07,1954.0,2021,205000
3,1,1019,5080,2021-06-10,1925.0,2021,207000
3,2,1566,5080,2014-11-01,1939.0,2014,240000
2,1,1068,5080,2021-07-08,1929.0,2021,240000
4,1,1254,5080,2022-09-09,1888.0,2022,250000
3,1,1262,5080,2020-10-02,1900.0,2020,260000
4,1,1657,5080,2022-08-19,1916.0,2022,311000
4,1,1636,5080,2022-03-29,1917.0,2022,311000
3,2,1566,5080,2018-07-01,1939.0,2018,332500
3,1,1262,5080,2023-11-14,1900.0,2023,345000
3,2,1720,5084,2013-09-01,1942.0,2013,92800
2,1,1131,5084,2021-11-15,1938.0,2021,124000
4,1,985,5084,2022-10-21,1946.0,2022,143000
3,1,1020,5085,2017-07-01,1947.0,2017,123200
4,2,1637,5085,2019-11-22,1955.0,2019,152000
2,1,1234,5085,2020-09-28,1938.0,2020,163000
3,2,1430,5085,2019-10-28,1937.0,2019,255500
3,2,1232,5088,2014-02-01,1939.0,2014,151000
3,2,1588,5096,2020-07-07,1936.0,2020,265000
3,1,1046,5100,2017-06-01,1951.0,2017,81500
3,1,1302,5100,2022-03-30,1890.0,2022,130000
3,1,1087,5100,2018-05-01,1953.0,2018,155000
3,1,1302,5100,2023-06-05,1890.0,2023,255000
3,1,1397,5104,2021-07-23,1935.0,2021,150000
3,1,910,5106,2014-12-01,1953.0,2014,80000
3,1,911,5106,2015-07-01,1953.0,2015,91000
3,2,1622,5106,2018-02-01,1948.0,2018,96000
3,1,1225,5106,2014-11-01,1957.0,2014,140500
3,2,1422,5106,2019-04-05,1953.0,2019,150500
3,1,1240,5106,2017-09-01,1954.0,2017,155000
3,2,1422,5106,2017-07-01,1953.0,2017,159000
4,2,1381,5106,2018-08-01,1957.0,2018,161000
3,1,1044,5106,2020-07-29,1953.0,2020,166500
3,1,954,5106,2022-08-05,1953.0,2022,181000
3,1,1024,5106,2020-11-18,1953.0,2020,185000
3,1,1240,5106,2020-06-29,1954.0,2020,190000
4,2,1381,5106,2021-02-05,1957.0,2021,195900
3,1,911,5106,2022-10-20,1953.0,2022,200000
3,1,1168,5106,2023-11-01,1957.0,2023,240000
3,2,1708,5106,2019-05-02,1937.0,2019,250000
3,2,1395,5106,2022-05-25,1953.0,2022,265000
3,2,1708,5106,2023-06-30,1937.0,2023,375000
3,1,1368,5112,2014-06-01,1949.0,2014,127000
3,1,1368,5112,2016-08-01,1949.0,2016,134900
3,2,1368,5112,2021-06-04,1949.0,2021,215000
3,2,1417,5116,2013-07-01,1940.0,2013,160000
3,2,1417,5116,2020-06-18,1940.0,2020,265000
3,2,1417,5116,2022-09-27,1940.0,2022,325000
4,2,1895,5117,2014-06-01,1957.0,2014,99000
2,1,1001,5117,2022-10-05,1923.0,2022,142000
3,2,1473,5117,2013-04-01,1952.0,2013,171000
3,2,1473,5117,2017-12-01,1952.0,2017,192500
6,1,1180,5117,2022-03-28,1948.0,2022,210000
3,2,1473,5117,2020-03-23,1952.0,2020,232500
3,2,2124,5117,2022-06-29,1961.0,2022,326715
2,1,1053,5120,2014-12-01,1929.0,2014,80000
4,1,1170,5120,2017-03-01,1950.0,2017,85000
3,1,944,5120,2020-11-19,1943.0,2020,85000
2,1,1023,5120,2018-12-01,1950.0,2018,90000
4,1,1608,5120,2020-10-23,1928.0,2020,90900
3,1,1074,5120,2023-02-08,1952.0,2023,91000
3,1,853,5120,2022-04-13,1950.0,2022,93000
2,2,1183,5120,2023-03-01,1936.0,2023,93000
3,1,1199,5120,2016-02-01,1942.0,2016,95000
4,1,1368,5120,2013-04-01,1947.0,2013,96500
2,1,1145,5120,2013-06-01,1949.0,2013,98000
3,1,1148,5120,2013-02-01,1946.0,2013,99500
4,1,1008,5120,2015-05-01,1955.0,2015,101500
3,1,1004,5120,2013-07-01,1949.0,2013,102000
3,1,1149,5120,2013-07-01,1948.0,2013,103000
3,1,1056,5120,2017-05-01,1948.0,2017,103500
3,1,1137,5120,2018-11-01,1950.0,2018,105000
2,2,1400,5120,2015-06-01,1939.0,2015,105000
3,1,1307,5120,2013-08-01,1941.0,2013,107346
3,2,1402,5120,2015-05-01,1950.0,2015,108500
3,2,1158,5120,2017-03-01,1948.0,2017,109900
2,1,909,5120,2017-03-01,1948.0,2017,110000
2,1,1084,5120,2017-06-01,1942.0,2017,110000
3,1,1041,5120,2016-10-01,1947.0,2016,110500
3,1,1062,5120,2013-08-01,1957.0,2013,112000
2,1,1258,5120,2015-06-01,1949.0,2015,112000
2,1,948,5120,2016-03-01,1941.0,2016,112500
2,2,1205,5120,2014-04-01,1931.0,2014,114000
3,2,1336,5120,2014-12-01,1950.0,2014,114350
3,1,1254,5120,2022-12-15,1941.0,2022,115000
3,1,1434,5120,2015-07-01,1941.0,2015,115000
3,2,1375,5120,2017-10-01,1949.0,2017,115000
2,1,812,5120,2017-06-01,1942.0,2017,115500
3,1,1176,5120,2018-03-01,1950.0,2018,116000
2,1,951,5120,2016-06-01,1947.0,2016,122500
3,2,1319,5120,2018-04-01,1948.0,2018,125000
4,1,1169,5120,2013-05-01,1951.0,2013,129900
2,1,801,5120,2018-11-01,1947.0,2018,129900
3,2,1251,5120,2016-08-01,1942.0,2016,130000
3,1,1148,5120,2017-11-01,1946.0,2017,131000
3,1,1249,5120,2020-01-10,1955.0,2020,133900
3,1,1188,5120,2020-11-06,1948.0,2020,134000
3,2,1301,5120,2017-06-01,1947.0,2017,134500
4,1,1174,5120,2015-08-01,1949.0,2015,135000
2,1,1163,5120,2016-06-01,1941.0,2016,135000
3,1,1174,5120,2017-05-01,1946.0,2017,138100
3,1,1256,5120,2015-11-01,1942.0,2015,138950
3,2,1373,5120,2016-10-01,1929.0,2016,139900
3,1,1051,5120,2020-05-13,1954.0,2020,140000
2,1,1105,5120,2015-06-01,1948.0,2015,140000
3,2,1301,5120,2017-12-01,1947.0,2017,142000
2,2,1205,5120,2016-10-01,1931.0,2016,142900
4,1,1008,5120,2020-05-15,1955.0,2020,144000
3,2,1249,5120,2019-02-25,1949.0,2019,145000
2,1,1177,5120,2013-12-01,1931.0,2013,145000
3,1,1256,5120,2017-05-01,1942.0,2017,146000
3,2,1387,5120,2015-05-01,1949.0,2015,146500
3,2,1337,5120,2015-05-01,1941.0,2015,147500
3,2,1373,5120,2017-06-01,1947.0,2017,147500
5,2,1615,5120,2015-06-01,1945.0,2015,148000
3,2,1158,5120,2019-07-12,1948.0,2019,148000
3,1,1396,5120,2014-10-01,1947.0,2014,149900
4,2,1176,5120,2019-03-29,1956.0,2019,150000
3,2,1374,5120,2015-03-01,1947.0,2015,150000
3,2,1019,5120,2023-03-14,1952.0,2023,152500
3,2,1440,5120,2016-01-01,1948.0,2016,152900
2,1,1084,5120,2018-08-01,1942.0,2018,153200
3,1,1332,5120,2018-02-01,1952.0,2018,155000
3,1,1426,5120,2018-05-01,1929.0,2018,155000
3,1,1275,5120,2017-09-01,1941.0,2017,159900
3,1,1210,5120,2020-03-12,1948.0,2020,160000
3,2,1151,5120,2016-04-01,1946.0,2016,160000
2,3,1258,5120,2018-04-01,1949.0,2018,162000
3,1,1107,5120,2020-10-14,1951.0,2020,162500
4,2,1249,5120,2016-06-01,1950.0,2016,165000
3,1,1618,5120,2014-06-01,1948.0,2014,165000
3,1,1618,5120,2018-11-01,1948.0,2018,165000
2,1,1107,5120,2021-08-24,1937.0,2021,165000
3,1,1181,5120,2020-07-29,1941.0,2020,167500
3,2,1440,5120,2018-12-01,1948.0,2018,167500
3,3,1432,5120,2018-03-01,1948.0,2018,169900
4,3,1723,5120,2014-09-01,1931.0,2014,170000
3,2,1546,5120,2016-11-01,1941.0,2016,170000
3,2,1557,5120,2015-08-01,1938.0,2015,171000
3,3,1458,5120,2016-07-01,1937.0,2016,172000
3,2,1592,5120,2016-10-01,1940.0,2016,172900
4,1,1169,5120,2018-09-01,1951.0,2018,173000
3,2,1438,5120,2017-09-01,1945.0,2017,175000
2,2,1400,5120,2019-10-11,1939.0,2019,177000
2,1,1185,5120,2020-08-21,1945.0,2020,178000
4,2,1176,5120,2021-08-17,1956.0,2021,180000
3,2,1424,5120,2016-06-01,1940.0,2016,180000
3,1,1155,5120,2021-06-18,1945.0,2021,181000
3,1,1154,5120,2021-03-25,1949.0,2021,182000
3,1,1345,5120,2014-09-01,1928.0,2014,182000
2,1,1315,5120,2020-06-11,1947.0,2020,184000
4,2,1249,5120,2019-06-25,1950.0,2019,186000
3,3,1712,5120,2015-09-01,1935.0,2015,187000
4,2,1451,5120,2019-08-15,1948.0,2019,189900
3,1,1224,5120,2021-01-20,1949.0,2021,190000
3,1,1843,5120,2021-02-19,1929.0,2021,190000
2,1,1163,5120,2021-04-16,1941.0,2021,191000
3,1,1618,5120,2020-05-08,1948.0,2020,192500
4,1,1285,5120,2021-08-27,1955.0,2021,193000
3,2,1263,5120,2021-01-04,1949.0,2021,193800
3,2,1315,5120,2017-06-01,1950.0,2017,194500
6,1,1471,5120,2022-01-04,1948.0,2022,195000
3,1,1004,5120,2023-03-06,1949.0,2023,195000
3,2,1127,5120,2022-05-09,1939.0,2022,195000
3,2,1387,5120,2019-10-28,1949.0,2019,195000
3,2,1454,5120,2020-05-22,1940.0,2020,199900
4,2,1939,5120,2017-05-01,1941.0,2017,200000
3,1,1536,5120,2020-03-27,1939.0,2020,200000
2,1,1145,5120,2022-06-01,1949.0,2022,200000
2,1,1774,5120,2021-09-02,1941.0,2021,200000
3,1,1051,5120,2022-07-18,1954.0,2022,201600
3,2,1374,5120,2021-07-30,1947.0,2021,210000
3,2,1301,5120,2021-03-26,1947.0,2021,210000
3,2,1315,5120,2018-06-01,1950.0,2018,212846
2,2,1205,5120,2021-08-04,1931.0,2021,213500
3,2,1249,5120,2021-03-31,1949.0,2021,214000
3,1,1074,5120,2023-11-30,1952.0,2023,220000
3,1,1148,5120,2022-06-29,1946.0,2022,220000
3,2,1338,5120,2020-04-15,1948.0,2020,220000
4,2,1626,5120,2019-09-30,1935.0,2019,222000
3,2,1480,5120,2022-09-27,1955.0,2022,225000
2,1,1084,5120,2021-05-19,1942.0,2021,225000
3,1,1144,5120,2022-04-18,1940.0,2022,227000
3,2,1632,5120,2019-06-19,1931.0,2019,232000
4,2,1249,5120,2022-07-13,1950.0,2022,235000
3,1,1396,5120,2022-07-11,1947.0,2022,235000
3,1,1345,5120,2020-06-18,1928.0,2020,235000
3,3,1556,5120,2021-04-05,1931.0,2021,238000
3,1,1230,5120,2023-08-02,1949.0,2023,245000
3,1,1332,5120,2021-08-02,1952.0,2021,245000
3,2,1405,5120,2022-05-09,1949.0,2022,250000
3,2,1424,5120,2021-02-12,1940.0,2021,255000
3,1,1143,5120,2023-10-28,1940.0,2023,257000
3,1,1256,5120,2023-06-23,1942.0,2023,260000
3,1,1212,5120,2022-05-16,1955.0,2022,260000
3,2,1303,5120,2022-08-30,1929.0,2022,260000
3,2,1557,5120,2021-05-04,1938.0,2021,271000
2,2,936,5120,2023-07-17,1948.0,2023,277700
3,1,1618,5120,2023-11-02,1948.0,2023,278800
4,2,1510,5120,2023-12-20,1948.0,2023,285000
4,1,1455,5120,2021-08-26,1951.0,2021,285000
3,2,1424,5120,2023-09-12,1940.0,2023,310000
2,2,1562,5120,2019-03-01,1945.0,2019,330000
3,1,1641,5120,2023-06-30,1900.0,2023,477500
3,1,1030,5124,2015-07-01,1926.0,2015,103000
3,1,1477,5124,2020-05-15,1951.0,2020,183000
3,1,1030,5124,2023-07-31,1926.0,2023,227000
3,2,1524,5124,2020-11-04,1940.0,2020,284900
3,2,1524,5124,2023-09-20,1940.0,2023,322000
2,2,1092,5125,2017-12-01,1950.0,2017,85000
2,1,812,5125,2014-09-01,1949.0,2014,90000
3,2,1428,5125,2018-06-01,1939.0,2018,92500
2,2,1200,5125,2020-12-15,1935.0,2020,97000
3,2,1424,5125,2021-04-26,1933.0,2021,105000
3,2,1568,5125,2017-08-01,1939.0,2017,108700
4,2,1847,5125,2013-05-01,1948.0,2013,109900
2,2,1056,5125,2017-05-01,1949.0,2017,120500
3,1,1036,5125,2018-07-01,1950.0,2018,125000
4,2,1132,5125,2016-07-01,1950.0,2016,134800
3,2,1574,5125,2020-02-25,1934.0,2020,138000
3,2,1525,5125,2022-01-31,1935.0,2022,146900
2,1,1209,5125,2020-08-31,1924.0,2020,150550
3,2,1300,5125,2017-10-01,1939.0,2017,154900
3,2,1681,5125,2016-08-01,1938.0,2016,155000
4,1,1909,5125,2020-03-06,1931.0,2020,160000
8,2,1632,5125,2022-02-28,1936.0,2022,169000
3,1,1543,5125,2022-10-26,1934.0,2022,169000
2,2,1092,5125,2019-02-15,1950.0,2019,173150
3,1,921,5125,2023-10-13,1950.0,2023,194500
3,1,1220,5130,2017-06-01,1952.0,2017,80000
3,1,967,5130,2017-12-01,1949.0,2017,112000
3,1,1009,5130,2016-11-01,1947.0,2016,126800
3,1,1108,5130,2018-01-01,1950.0,2018,138000
4,2,1214,5130,2017-10-01,1949.0,2017,141900
4,1,1059,5130,2020-03-09,1949.0,2020,168900
3,1,1220,5130,2021-09-17,1952.0,2021,171000
5,2,1416,5130,2020-09-03,1954.0,2020,215000
3,1,1108,5130,2022-05-26,1950.0,2022,225000
3,1,1131,5130,2022-07-06,1947.0,2022,230000
3,1,1167,5136,2021-08-30,1953.0,2021,155000
3,2,1584,5136,2013-04-01,1937.0,2013,180000
3,2,1584,5136,2015-08-01,1937.0,2015,196000
3,2,1781,5136,2017-10-01,1935.0,2017,225000
3,2,1781,5136,2020-06-30,1935.0,2020,280000
3,2,1953,5136,2022-07-21,1937.0,2022,380000
3,2,2152,5145,2013-06-01,1940.0,2013,214000
3,2,1429,5148,2023-11-08,1946.0,2023,97000
4,2,1542,5148,2017-12-01,1941.0,2017,125000
2,2,1505,5148,2020-08-31,1950.0,2020,179000
3,1,1291,5150,2016-08-01,1954.0,2016,142000
4,1,1363,5150,2018-04-01,1953.0,2018,145000
4,2,1256,5150,2023-11-08,1920.0,2023,180000
4,2,1652,5150,2022-09-21,1924.0,2022,270000
3,1,1187,5152,2022-06-29,1943.0,2022,150000
3,2,1502,5160,2019-08-07,1938.0,2019,80000
2,1,890,5160,2016-10-01,1941.0,2016,80800
3,1,878,5160,2015-09-01,1951.0,2015,84000
3,1,1260,5160,2023-03-30,1947.0,2023,85000
2,1,1380,5160,2023-04-21,1939.0,2023,86000
3,1,1577,5160,2014-12-01,1931.0,2014,87600
2,2,1192,5160,2020-12-09,1950.0,2020,89250
4,2,2165,5160,2017-01-01,1938.0,2017,89900
3,1,1093,5160,2021-11-19,1949.0,2021,89900
3,1,1015,5160,2022-06-30,1947.0,2022,90000
2,2,830,5160,2015-04-01,1953.0,2015,90000
3,1,998,5160,2013-01-01,1951.0,2013,90900
3,1,1166,5160,2021-07-29,1950.0,2021,91000
3,1,1323,5160,2015-09-01,1951.0,2015,94900
3,1,908,5160,2023-06-08,1951.0,2023,95200
3,1,974,5160,2013-04-01,1949.0,2013,98000
3,2,1291,5160,2014-02-01,1951.0,2014,98000
2,1,950,5160,2020-09-18,1952.0,2020,98000
3,2,1246,5160,2020-11-09,1935.0,2020,100000
2,1,986,5160,2023-09-18,1950.0,2023,102000
4,1,1144,5160,2022-05-19,1927.0,2022,105000
3,1,1144,5160,2021-05-27,1947.0,2021,105000
3,1,1301,5160,2014-05-01,1953.0,2014,105000
3,1,1044,5160,2014-07-01,1951.0,2014,112300
3,1,1218,5160,2020-06-16,1951.0,2020,112900
3,3,1720,5160,2016-11-01,1961.0,2016,114900
4,2,1512,5160,2018-12-01,1939.0,2018,115000
3,1,1097,5160,2018-03-01,1950.0,2018,115000
3,1,851,5160,2021-03-15,1922.0,2021,115200
3,1,1006,5160,2021-02-19,1955.0,2021,115500
3,1,1037,5160,2021-01-11,1995.0,2021,116000
3,1,1396,5160,2020-07-10,1938.0,2020,116000
3,2,1434,5160,2021-04-14,1935.0,2021,117000
3,1,974,5160,2017-05-01,1949.0,2017,118500
3,2,1088,5160,2014-01-01,1947.0,2014,120200
3,1,1063,5160,2015-08-01,1950.0,2015,122900
4,1,978,5160,2021-03-05,1951.0,2021,123000
3,1,1016,5160,2017-09-01,1942.0,2017,123000
3,2,1678,5160,2018-04-01,1936.0,2018,123000
2,1,1176,5160,2017-05-01,1945.0,2017,123500
3,1,972,5160,2022-04-18,1952.0,2022,125000
3,1,1046,5160,2021-03-26,1955.0,2021,125000
3,2,1764,5160,2019-10-16,1927.0,2019,125000
3,2,1578,5160,2014-06-01,1929.0,2014,125000
3,1,1362,5160,2015-01-01,1949.0,2015,125000
3,1,1388,5160,2021-03-24,1953.0,2021,126000
3,1,1680,5160,2013-10-01,1929.0,2013,126180
3,1,1128,5160,2017-04-01,1952.0,2017,126875
3,2,1502,5160,2020-02-28,1938.0,2020,131500
4,1,2042,5160,2015-05-01,1929.0,2015,132000
4,2,1192,5160,2022-02-15,1950.0,2022,135000
3,1,1037,5160,2022-08-16,1951.0,2022,139900
4,1,2042,5160,2017-09-01,1929.0,2017,140000
3,1,1010,5160,2021-09-13,1950.0,2021,140000
4,1,1343,5160,2013-04-01,1949.0,2013,141000
3,2,1012,5160,2013-03-01,1948.0,2013,141000
3,1,1014,5160,2020-10-23,1952.0,2020,141500
3,1,1180,5160,2018-07-01,1941.0,2018,142000
3,2,1342,5160,2017-02-01,1940.0,2017,143000
4,2,2072,5160,2015-11-01,1937.0,2015,143300
4,2,1707,5160,2020-10-16,1938.0,2020,144900
4,2,1008,5160,2020-07-28,1950.0,2020,145000
3,1,1326,5160,2021-05-28,1956.0,2021,146500
3,1,1089,5160,2022-09-19,1950.0,2022,147000
3,2,1678,5160,2019-07-31,1936.0,2019,148000
4,2,1176,5160,2020-05-07,1957.0,2020,150000
3,2,1569,5160,2021-05-21,1935.0,2021,150001
3,1,1044,5160,2020-07-17,1951.0,2020,150900
3,1,942,5160,2020-07-08,1948.0,2020,152000
2,1,1139,5160,2023-09-29,1923.0,2023,152000
3,1,1000,5160,2015-07-01,1948.0,2015,153000
3,1,1063,5160,2020-05-22,1950.0,2020,153500
4,1,1120,5160,2017-09-01,1944.0,2017,154000
2,1,1176,5160,2018-03-01,1945.0,2018,154000
4,2,1211,5160,2021-02-12,1951.0,2021,156000
2,2,1190,5160,2021-07-23,1940.0,2021,158500
3,1,1274,5160,2021-05-25,1956.0,2021,159000
3,2,1425,5160,2019-03-08,1937.0,2019,159000
3,2,1657,5160,2022-06-16,1935.0,2022,159900
3,1,1227,5160,2021-10-29,1946.0,2021,159900
4,2,1540,5160,2016-05-01,1948.0,2016,160200
4,1,1052,5160,2020-03-06,1950.0,2020,161500
4,1,1343,5160,2017-06-01,1949.0,2017,165000
3,2,1580,5160,2023-05-19,1930.0,2023,165000
2,2,1012,5160,2023-03-01,1955.0,2023,165000
3,1,1489,5160,2020-10-13,1920.0,2020,170000
3,2,1557,5160,2023-01-31,1936.0,2023,171111
3,2,1008,5160,2020-10-19,1947.0,2020,172000
4,2,1280,5160,2022-10-21,1953.0,2022,172500
4,2,1146,5160,2021-04-30,1954.0,2021,175000
3,1,1002,5160,2020-03-23,1940.0,2020,175000
2,2,1078,5160,2019-06-25,1953.0,2019,175300
3,2,1570,5160,2013-06-01,1946.0,2013,178000
3,1,1232,5160,2021-06-30,1951.0,2021,180000
3,3,1720,5160,2021-02-19,1961.0,2021,185000
3,1,1322,5160,2021-04-28,1944.0,2021,185500
3,1,1344,5160,2021-03-12,1948.0,2021,187400
3,1,1260,5160,2023-09-13,1947.0,2023,190000
3,2,1238,5160,2014-07-01,1947.0,2014,190000
2,1,1176,5160,2020-06-19,1945.0,2020,190000
3,2,1378,5160,2016-04-01,1947.0,2016,190500
2,1,1010,5160,2020-08-21,1927.0,2020,196100
3,1,1323,5160,2022-10-27,1951.0,2022,205000
3,2,1832,5160,2016-10-01,1938.0,2016,208000
3,2,1465,5160,2023-12-14,1939.0,2023,210000
3,2,1378,5160,2017-06-01,1948.0,2017,210000
3,2,1570,5160,2017-06-01,1946.0,2017,212000
3,2,1570,5160,2018-03-01,1946.0,2018,216051
3,2,1622,5160,2020-09-21,1935.0,2020,219000
3,2,1700,5160,2017-11-01,1953.0,2017,220000
3,2,1378,5160,2016-10-01,1948.0,2016,223900
3,2,1604,5160,2016-07-01,1941.0,2016,229900
3,1,1234,5160,2020-12-10,1926.0,2020,235000
3,2,1238,5160,2020-06-08,1947.0,2020,247615
4,2,1540,5160,2021-03-19,1948.0,2021,250000
3,2,1223,5160,2022-10-12,1948.0,2022,251000
3,2,1616,5160,2015-05-01,1926.0,2015,263500
4,1,1343,5160,2021-06-11,1949.0,2021,275900
3,2,1608,5160,2023-06-26,1942.0,2023,281000
3,2,1700,5160,2022-02-11,1953.0,2022,281000
4,2,2120,5160,2021-05-12,1936.0,2021,301000
8,3,1748,5160,2022-01-07,1914.0,2022,305000
4,1,1690,5160,2021-05-27,1927.0,2021,361000
4,2,1190,5166,2023-01-27,1950.0,2023,87150
4,1,1611,5166,2023-10-20,1920.0,2023,87220
3,1,1129,5166,2013-02-01,1953.0,2013,98000
4,1,1017,5166,2020-01-28,1944.0,2020,100000
4,1,1106,5166,2020-09-01,1950.0,2020,100000
3,1,1740,5166,2023-10-12,1926.0,2023,106000
3,1,1740,5166,2021-07-13,1926.0,2021,110000
3,1,1129,5166,2014-11-01,1953.0,2014,119000
3,1,1038,5166,2018-08-01,1949.0,2018,120000
3,2,1508,5166,2016-10-01,1949.0,2016,121000
3,1,1242,5166,2022-05-12,1941.0,2022,127500
3,1,1296,5166,2016-07-01,1953.0,2016,130000
4,2,1190,5166,2023-10-17,1950.0,2023,192900
